PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Tank Bigsby,2569882,RB,JAX,IND,,,,30.73,0.28,1.09,7.52,,,,,0.09,5.87,40,1,24.40,18.53
D'Andre Swift,2563965,RB,CHI,CAR,,,,58.76,0.3,2.22,16.3,0.06,,,,0.11,10.56,17,2,19.00,8.44
Kareem Hunt,2557917,RB,KC,NO,,,,49.5,0.39,1.98,15.13,0.09,,,,0.26,9.81,19,3,18.20,8.39
Rhamondre Stevenson,2566343,RB,NE,MIA,,,,38.21,0.26,2.11,15.54,0.06,,,,0.08,8.19,28,4,17.20,9.01
James Cook,2567328,RB,BUF,@HOU,,,,60.91,0.4,1.94,16.99,0.12,,,,0.12,11.64,14,5,16.90,5.26
Rico Dowdle,2565295,RB,DAL,@PIT,,,,38.13,0.23,2.14,15.57,0.1,,,,0.08,8.26,27,6,16.40,8.14
Derrick Henry,2556075,RB,BAL,@CIN,,,,84.55,0.8,1.28,9.28,0.07,,,,0.14,14.96,4,7,16.10,1.14
Josh Jacobs,2562377,RB,GB,@LAR,,,,62.73,0.48,2.39,17.25,0.06,,,,0.12,12.19,12,8,15.90,3.71
Chuba Hubbard,2565899,RB,CAR,@CHI,,,,61.06,0.42,2.29,16.41,0.07,,,,0.19,11.45,15,9,15.50,4.05
Trey Sermon,2566544,RB,IND,@JAX,,,,50.59,0.34,1.47,10.99,0.04,,,,,9.17,23,10,15.30,6.13
Kyren Williams,2567862,RB,LAR,GB,,,,80.11,0.67,2.52,18.73,0.07,,,,0.22,15.14,3,11,15.00,-0.14
Chase Brown,2569642,RB,CIN,BAL,,,,34.69,0.24,2.1,16.21,0.06,,,,0.05,7.84,30,12,14.90,7.06
