PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Pat Surtain II,2566043,DB,DEN,LV,2.91,0.74,,0.06,0.11,,,0.06,,,,,,0.68,,3.31,,7.33,46,1,22.93,15.6
Tykee Smith,2572555,DB,TB,@ATL,0.44,0.33,,0.06,0.06,,,,,,,,,0.11,0.06,,,1.46,158,2,20.70,19.24
Christian Gonzalez,2570122,DB,NE,MIA,2.47,0.53,0.06,0.18,0.12,,,,,,,,,,,,,4.83,101,3,17.57,12.74
Zyon McCollum,2568309,DB,TB,@ATL,2.48,1.1,,,0.06,,,,,,,,,0.61,,,,6.12,72,4,17.30,11.18
Stephon Gilmore,2533062,DB,MIN,NYJ,,,,,,,,,,,,,,,,,,0.00,360,5,16.60,16.6
Jaylon Jones,2569870,DB,IND,@JAX,0.4,0.11,,,,,,,,,,,,,,,,0.67,221,6,16.60,15.93
Deonte Banks,2570155,DB,NYG,@SEA,2.93,0.69,,0.11,0.11,,,,,,,,,0.64,,1.23,,7.00,54,7,16.40,9.4
Jamel Dean,2562556,DB,TB,@ATL,2.26,0.77,,,0.06,,,0.06,,,,,,0.39,,,,5.28,92,8,16.00,10.72
Camryn Bynum,2566295,DB,MIN,NYJ,4.67,1.52,0.03,0.06,0.11,0.06,0.06,,,,,,,0.39,0.06,1.97,,9.79,8,9,15.70,5.91
Minkah Fitzpatrick,2560725,DB,PIT,DAL,2.92,2.04,,0.06,0.17,,,0.06,,,,,,0.28,,3.53,,7.35,45,10,15.70,8.35
Rodney McLeod Jr.,2534832,DB,CLE,@WAS,0.4,0.17,,,,,,,,,,,,0.29,0.12,,,1.49,154,11,15.70,14.21
Kevin Byard,2555158,DB,CHI,CAR,4.79,2.75,,0.06,0.12,,,0.06,,,,,,0.42,0.06,3.71,,10.79,5,12,15.60,4.81
Brandon Stephens,2565851,DB,BAL,@CIN,3.08,1.06,,0.06,0.11,,,,,,,,,0.56,,2.46,,7.21,49,13,15.10,7.89
Evan Williams,2572057,DB,GB,@LAR,0.46,0.29,,,,,,,,,,,,0.12,,,,1.16,176,14,14.60,13.44
Jessie Bates,2560970,DB,ATL,TB,4.41,1.95,,0.11,0.23,0.11,,0.06,,,,,,0.57,,3.84,,10.93,3,15,14.50,3.57
Budda Baker,2558009,DB,ARI,@SF,3.72,1.7,,0.21,0.11,0.05,,,,,,,,0.37,0.16,,,8.48,22,16,14.40,5.92
Xavier McKinney,2564766,DB,GB,@LAR,4.38,2.01,0.03,0.06,0.24,0.06,0.06,0.06,,,,,,0.55,0.06,5.41,,10.86,4,17,14.27,3.41
Tyler Nubin,2572345,DB,NYG,@SEA,2.44,1.08,,,0.05,,,0.05,,,,,,0.32,,,,5.48,90,18,14.27,8.79
Rayshawn Jenkins,2558182,DB,SEA,NYG,3.81,2.18,0.06,0.3,0.12,,,,,,,,,0.54,0.12,1.63,,9.48,9,19,14.10,4.62
Deommodore Lenoir,2566535,DB,SF,ARI,3.55,1.74,,0.13,0.13,,,,,,,,,0.52,0.06,2.39,,8.43,23,20,14.00,5.57
Antonio Johnson,2569879,DB,JAX,IND,2.48,0.77,,,,,,,,,,,,0.41,,,,5.21,94,21,13.80,8.59
Riley Moss,2569723,DB,DEN,LV,0.4,0.2,,0.19,0.06,0.13,0.06,,,,,,,,,,,1.73,142,22,13.60,11.87
Cam Lewis,2563205,DB,BUF,@HOU,2.07,0.66,,0.15,0.05,0.05,,,,,,,,0.1,,,,4.33,110,23,13.20,8.87
