PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Aidan Hutchinson,2567547,DL,DET,@DAL,5,,3,4,,1,,,,,,,,,5,,,1,25.50
Jermaine Johnson II,2568033,DL,NYJ,@CLE,3,,,,1,,1,1,,,,,,1,,37,,2,16.73
Aaron Donald,2543485,DL,LA,@NYG,3,2,2,2,,,,,,,,,,1,2,,,3,16.20
Brian Burns,2562242,DL,CAR,@JAX,5,3,1,2,,,,,,,,,,,2,,,4,15.30
Kobie Turner,2569954,DL,LA,@NYG,3,2,2.5,2,,,,,,,,,,,3,,,5,15.20
Sheldon Rankins,2555242,DL,HOU,TEN,2,,1,2,,,1,,1,,,,,,1,,13,6,13.93
Ed Oliver,2562322,DL,BUF,NE,2,,1,1,1,,,,,,,,,1,2,,,7,13.50
Zach Sieler,2561129,DL,MIA,@BAL,3,2,1,1,,1,,,,,,,,,1,,,8,13.20
George Karlaftis,2567796,DL,KC,CIN,4,1,1.5,1,,,,,,,,,,,3,,,9,12.60
Derek Barnett,2557984,DL,HOU,TEN,2,4,1.5,1,,,,,,,,,,,4,,,10,11.90
Maxx Crosby,2562439,DL,LV,@IND,3,3,,1,,1,,,,,,,,,1,,,11,11.80
Demarcus Lawrence,2543490,DL,DAL,DET,3,2,,2,,,,,,,,,,1,1,,,12,11.70
Will Anderson Jr.,2569834,DL,HOU,TEN,2,,2,2,,,,,,,,,,,3,,,13,11.50
Charles Omenihu,2562324,DL,KC,CIN,3,2,0.5,1,,,,,,,,,,1,1,,,14,11.20
Patrick Jones II,2566307,DL,MIN,GB,5,4,,,,,,,,,,,,,2,,,15,10.90
Leonard Williams,2552486,DL,SEA,PIT,3,3,1,1,,,,,,,,,,,2,,,16,10.80
John Jenkins,2539231,DL,LV,@IND,5,2,,1,,,,,,,,,,,,,,17,10.20
Deatrich Wise,2558000,DL,NE,@BUF,2,2,1,,,1,,,,,,,,,1,,,18,10.20
Nick Bosa,2562629,DL,SF,@WAS,2,1,,2,,,,,,,,,,1,2,,,19,10.10
DeForest Buckner,2555275,DL,IND,LV,3,1,1,1,,,,,,,,,,,3,,,20,10.10
Derrick Brown,2563629,DL,CAR,@JAX,3,5,,,,,,,,,,,,1,,,,21,10.00
Myles Garrett,2557965,DL,CLE,NYJ,3,,1,1,,,,,,,,,,,4,,,22,10.00
Gervon Dexter Sr.,2569621,DL,CHI,ATL,3,2,1.5,,,,,,,,,,,,2,,,23,9.70
Dorance Armstrong,2560959,DL,DAL,DET,3,,1,1,,,,,,,,,,,1,,,24,8.50
Michael Hoecht,2564346,DL,LA,@NYG,3,4,0.5,,,,,,,,,,,,1,,,25,8.40
Kurt Hinish,2568876,DL,HOU,TEN,1,2,0.5,1,,,,,,,,,,1,1,,,26,8.20
Milton Williams,2566418,DL,PHI,ARI,2,2,,,,1,,,,,,,,,1,,,27,8.20
Zach Harrison,2569555,DL,ATL,@CHI,4,,,1,,,,,,,,,,,1,,,28,8.00
Alex Wright,2567484,DL,CLE,NYJ,1,,1,1,,,,,,,,,,1,1,,,29,8.00
Justin Madubuike,2563563,DL,BAL,MIA,1,4,1,1,,,,,,,,,,,1,,,30,7.90
D.J. Jones,2558265,DL,DEN,LAC,2,2,,,,1,,,,,,,,,,,,31,7.70
Josh Sweat,2560889,DL,PHI,ARI,4,2,,,,,,,,,,,,,1,,,32,7.70
Jihad Ward,2555248,DL,NYG,LA,2,1,1,1,,,,,,,,,,,1,,,33,7.60
Trey Hendrickson,2557943,DL,CIN,@KC,1,,1,,,1,,,,,,,,,1,,,34,7.50
Jerry Hughes,496796,DL,HOU,TEN,1,,1,,,1,,,,,,,,,1,,,35,7.50
Yetur Gross-Matos,2563641,DL,CAR,@JAX,1,2,1,1,,,,,,,,,,,2,,,36,7.20
Clelin Ferrell,2562263,DL,SF,@WAS,1,1,1,1,,,,,,,,,,,3,,,37,7.10
Adam Butler,2558924,DL,LV,@IND,2,,1,1,,,,,,,,,,,1,,,38,7.00
Sam Hubbard,2560745,DL,CIN,@KC,3,2,,,,,1,,,,,,,,,,,39,6.70
Rakeem Nunez-Roches,2552674,DL,NYG,LA,3,1,0.5,,,,,,,,,,,,1,,,40,6.60
Tershawn Wharton,2564310,DL,KC,CIN,1,1,1,1,,,,,,,,,,,2,,,41,6.60
Christian Barmore,2566328,DL,NE,@BUF,3,3,,,,,,,,,,,,,,,,42,6.30
Vita Vea,2560909,DL,TB,NO,3,3,,,,,,,,,,,,,,,,43,6.30
Bryan Bresee,2570128,DL,NO,@TB,1,1,1,1,,,,,,,,,,,1,,,44,6.10
Tyquan Lewis,2560791,DL,IND,LV,1,1,1,1,,,,,,,,,,,1,,,45,6.10
Chris Jones,2556369,DL,KC,CIN,1,,1,1,,,,,,,,,,,2,,,46,6.00
Harrison Phillips,2560840,DL,MIN,GB,1,3,,,,,,,,,,,,1,,,,47,5.80
Brandon Graham,496788,DL,PHI,ARI,2,2,,1,,,,,,,,,,,,,,48,5.70
Lawrence Guy,2495481,DL,NE,@BUF,3,2,,,,,,,,,,,,,,,,49,5.70
BJ Ojulari,2570233,DL,ARI,@PHI,3,2,,,,,,,,,,,,,,,,50,5.70
Zach Allen,2562219,DL,DEN,LAC,1,1,,,,,,,,,,,1,,1,,,51,5.60
Jalen Carter,2570203,DL,PHI,ARI,1,,1,1,,,,,,,,,,,1,,,52,5.50
Roy Robertson-Harris,2556665,DL,JAX,CAR,1,,1,1,,,,,,,,,,,1,,,53,5.50
Khyiris Tonga,2565935,DL,MIN,GB,2,4,,,,,,,,,,,,,,,,54,5.40
Marquis Haynes,2561009,DL,CAR,@JAX,3,1,,,,,,,,,,,,,,,,55,5.10
