PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
John Franklin-Myers,2560731,DL,NYJ,@HOU,3,,2,2,1,,,,,,,,,1,2,32,,3.66,1,20.17,16.51
Brian Burns,2562242,DL,CAR,@MIA,4,1,1,2,,1,,,,,,,,,1,,,7.39,2,16.60,9.21
Davon Godchaux,2558012,DL,NE,TEN,6,1,,,,1,,,,,,,,,1,,,4.25,3,15.00,10.75
Adetokunbo Ogundeji,2565827,DL,ATL,@JAX,5,4,,1,,,,,,,,,,,,,,3.78,4,13.20,9.42
Cameron Heyward,2508109,DL,PIT,@CIN,3,5,1,1,,,,,,,,,,,1,,,7.51,5,13.10,5.59
Myles Garrett,2557965,DL,CLE,@BAL,2,3,1,1,,,,,,,,,,1,2,,,6.92,6,12.80,5.88
Greg Gaines,2562391,DL,LA,@GB,5,2,1,,,,,,,,,,,,1,,,6.19,7,12.60,6.41
Kenny Clark,2555282,DL,GB,LA,3,3,1,1,,,,,,,,,,,2,,,5.47,8,12.00,6.53
Joey Bosa,2555249,DL,LAC,@DEN,3,1,1,,,1,,,,,,,,,1,,,6.57,9,11.90,5.33
DeForest Buckner,2555275,DL,IND,TB,3,,1,1,,,,,,,,,,1,1,,,6.51,10,11.60,5.09
B.J. Hill,2560740,DL,CIN,PIT,3,1,1,2,,,,,,,,,,,1,,,3.21,11,11.40,8.19
Al Woods,496881,DL,SEA,@WAS,5,3,,,,,,,,,,,,,,,,3.55,12,10.90,7.35
Emmanuel Ogbah,2555278,DL,MIA,CAR,2,1,1,1,,,,,,,,,,1,1,,,4.63,13,10.70,6.07
Derek Barnett,2557984,DL,PHI,@NYG,4,1,,2,,,,,,,,,,,,,,4.29,14,10.60,6.31
Mario Addison,2530474,DL,BUF,@NO,2,2,1,2,,,,,,,,,,,1,,,3.03,15,10.50,7.47
Ed Oliver,2562322,DL,BUF,@NO,3,1,0.5,,,,,,,,,,,1,2,,,4.05,16,10.40,6.35
Trey Hendrickson,2557943,DL,CIN,PIT,2,,1,,,1,,,,,,,,,2,,,4.63,17,9.90,5.27
Darrell Taylor,2565198,DL,SEA,@WAS,3,1,1,1,,,,,,,,,,,1,,,4.34,18,9.90,5.56
Christian Wilkins,2562782,DL,MIA,CAR,2,3,1,1,,,,,,,,,,,1,,,4.84,19,9.80,4.96
Carl Granderson,2562273,DL,NO,BUF,2,1,1,2,,,,,,,,,,,1,,,4.01,20,9.70,5.69
Rasheem Green,2560998,DL,SEA,@WAS,1,1,,,,,,,,,,1,1,,,,,4.67,21,9.50,4.83
Stephen Weatherly,2555529,DL,DEN,LAC,2,,1,2,,,,,,,,,,,2,,,1.84,22,9.40,7.56
Jonathan Greenard,2564070,DL,HOU,NYJ,1,1,1,,,1,,,,,,,,,2,,,4.92,23,9.00,4.08
A'Shawn Robinson,2555265,DL,LA,@GB,3,3,,1,,,,,,,,,,,,,,6.23,24,9.00,2.77
