PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Darius Leonard,2560789,LB,IND,TB,12,3,,,,1,,,,,,,,1,,,,12.57,1,28.80,16.23
Bobby Wagner,2532966,LB,SEA,@WAS,10,4,,,,,,,,,,,,1,,,,13.20,2,22.70,9.5
Alex Singleton,2553739,LB,PHI,@NYG,7,4,,3,,,,,,,,,,1,,,,10.78,3,22.10,11.32
Shaquil Barrett,2550541,LB,TB,@IND,5,3,2,1,,1,1,,,,,,,,2,,3,6.45,4,22.00,15.55
Ja'Whaun Bentley,2561143,LB,NE,TEN,4,6,1,,,2,,,,,,,,,1,,,9.96,5,21.10,11.14
Jaelan Phillips,2566289,LB,MIA,CAR,3,1,3,3,,,,,,,,,,1,4,,,3.19,6,20.90,17.71
Azeez Al-Shaair,2562462,LB,SF,MIN,7,1,,,1,,1,,,,,,,1,,24,,10.01,7,20.50,10.49
Jordyn Brooks,2565135,LB,SEA,@WAS,10,4,,,,,,,,,,,,,,,,12.27,8,20.20,7.93
Shaq Thompson,2552447,LB,CAR,@MIA,10,3,,,,,,,,,,,,,,,,11.89,9,19.40,7.51
Jeremiah Owusu-Koramoah,2565983,LB,CLE,@BAL,6,7,0.5,1,,,,,,,,,,,1,,,3.21,10,18.80,15.59
Mykal Walker,2563530,LB,ATL,@JAX,6,6,,,,,,,,,,,,1,1,,,4.96,11,18.00,13.04
Kyzir White,2560928,LB,LAC,@DEN,9,3,,,,,,,,,,,,,,,,12.67,12,17.70,5.03
Patrick Queen,2563575,LB,BAL,CLE,8,,,2,,,1,,,,,,,,,,,8.01,13,17.60,9.59
Troy Reeder,2563313,LB,LA,@GB,6,7,,1,,,,,,,,,,,,,,9.19,14,17.30,8.11
Krys Barnes,2563971,LB,GB,LA,7,2,,,,,1,,,,,,,1,,,1,8.27,15,17.03,8.76
Anthony Walker,2558851,LB,CLE,@BAL,8,4,,,,,,,,,,,,,,,,13.35,16,16.80,3.45
Alex Anzalone,2558163,LB,DET,CHI,5,4,,,,,,,,,,,,2,,,,,17,16.70,
Keanu Neal,2555543,LB,DAL,LV,6,6,,1,,,,,,,,,,,,,,9.75,18,16.50,6.75
Kyle Van Noy,2543699,LB,NE,TEN,1,4,,,,1,,,,,,,,3,,,,7.58,19,15.90,8.32
Lavonte David,2532828,LB,TB,@IND,5,2,,1,,,1,,,,,,,1,,,12,11.84,20,15.50,3.66
Joe Schobert,2555166,LB,PIT,@CIN,8,2,,,,,,,,,,,,,,,,11.82,21,15.20,3.38
Micah Parsons,2566019,LB,DAL,LV,4,1,1,2,,,,,,,,,,,5,,,11.13,22,15.10,3.97
Kamu Grugier-Hill,2556363,LB,HOU,NYJ,6,1,1,1,,,,,,,,,,,1,,,10.76,23,15.00,4.24
Demario Davis,2533008,LB,NO,BUF,6,4,,1,,,,,,,,,,,,,,11.18,24,14.90,3.72
Zach Cunningham,2558094,LB,TEN,@NE,6,2,,2,,,,,,,,,,,,,,12.66,25,14.80,2.14
Matt Milano,2557969,LB,BUF,@NO,6,2,,2,,,,,,,,,,,,,,11.03,26,14.80,3.77
Jayon Brown,2558005,LB,TEN,@NE,5,3,,,,,,,,,,,,1,,,,12.22,27,13.40,1.18
Quincy Williams,2562954,LB,NYJ,@HOU,4,3,1,1,,,,,,,,,,,1,,,11.13,28,13.20,2.07
Tae Crowder,2564727,LB,NYG,PHI,4,2,,,1,,,,,,,,,1,,9,,11.65,29,12.70,1.05
Baron Browning,2566025,LB,DEN,LAC,5,2,,,,,,,,,,,,1,,,,1.21,30,12.60,11.39
Tyus Bowser,2558166,LB,BAL,CLE,2,2,1,1,,,,,,,,,,1,3,,,7.23,31,12.50,5.27
Foye Oluokun,2561132,LB,ATL,@JAX,5,5,,,,,,,,,,,,,,,,14.01,32,12.50,-1.51
Matt Judon,2555505,LB,NE,TEN,4,2,1,1,,,,,,,,,,,1,,,7.75,33,12.40,4.65
Bobby Okereke,2562416,LB,IND,TB,5,3,,1,,,,,,,,,,,,,,12.18,34,12.40,0.22
Kwon Alexander,2552592,LB,NO,BUF,3,1,,,1,,,,,,,,,1,,,,7.76,35,11.90,4.14
Cory Littleton,2556593,LB,LV,@DAL,5,4,,,,,,,,,,,,,,,,10.90,36,11.70,0.8
C.J. Mosley,2543464,LB,NYJ,@HOU,3,5,,,,,,,,,,,,1,,,,12.01,37,11.60,-0.41
Robert Quinn,2495485,LB,CHI,@DET,4,1,1,1,,,,,,,,,,,1,,,5.91,38,11.60,5.69
Nick Vigil,2555528,LB,MIN,@SF,4,4,,1,,,,,,,,,,,,,,9.83,39,11.50,1.67
Derick Roberson,2562870,LB,TEN,@NE,3,1,0.5,2,,,,,,,,,,,3,,,1.31,40,11.40,10.09
Anthony Barr,2543459,LB,MIN,@SF,5,3,,,,,,,,,,,,,,,,9.24,41,10.90,1.66
Tremaine Edmunds,2560713,LB,BUF,@NO,5,3,,,,,,,,,,,,,,,,12.31,42,10.90,-1.41
Rashan Gary,2562376,LB,GB,LA,2,1,1,,,1,,,,,,,,,2,,,5.73,43,10.70,4.97
Odafe Oweh,2565848,LB,BAL,CLE,2,,1,,,1,1,,,,,,,,1,,,4.09,44,10.40,6.31
Logan Wilson,2563752,LB,CIN,PIT,6,,,,,,,,,,,,,,,,,11.77,45,10.20,-1.57
Shaquille Quarterman,2564217,LB,JAX,ATL,5,2,,,,,,,,,,,,,,,,0.52,46,10.10,9.58
Myles Jack,2555329,LB,JAX,ATL,4,4,,,,,,,,,,,,,,,,11.71,47,10.00,-1.71
Alex Highsmith,2564982,LB,PIT,@CIN,3,2,,2,,,,,,,,,,,,,,9.21,48,9.70,0.49
Kenny Young,2560947,LB,DEN,LAC,4,3,,,,,,,,,,,,,,,,9.55,49,9.20,-0.35
Von Miller,2495202,LB,LA,@GB,3,2,,1,,,,,,,,,,,1,,,5.60,50,8.70,3.1
Trevis Gipson,2563695,LB,CHI,@DET,2,,,,,1,1,,,,,,,,1,,,9.00,51,8.40,-0.6
Dont'a Hightower,2533057,LB,NE,TEN,3,1,,,,,,,,,,,,1,,,,7.44,52,8.40,0.96
T.J. Edwards,2562648,LB,PHI,@NYG,3,4,,,,,,,,,,,,,,,,14.57,53,8.30,-6.27
Neville Hewitt,2553657,LB,HOU,NYJ,4,,,1,,,,,,,,,,,,,,7.78,54,8.30,0.52
Obo Okoronkwo,2560829,LB,LA,@GB,2,1,,,,1,,,,,,,,,1,,,2.59,55,8.20,5.61
Reggie Ragland,2555169,LB,NYG,PHI,3,2,,1,,,,,,,,,,,,,,5.80,56,8.20,2.4
Denzel Perryman,2552310,LB,LV,@DAL,2,5,,,,,,,,,,,,,1,,,13.95,57,7.90,-6.05
Tarell Basham,2558165,LB,DAL,LV,1,,1,,,1,,,,,,,,,1,,,3.88,58,7.70,3.82
Christian Jones,2550572,LB,CHI,@DET,3,3,,,,,,,,,,,,,,,,1.55,59,7.50,5.95
Eric Kendricks,2552312,LB,MIN,@SF,3,3,,,,,,,,,,,,,,,,12.53,60,7.50,-5.03
Duke Riley,2557967,LB,MIA,CAR,2,1,,,,,,,,,,,1,,,,,1.49,61,7.20,5.71
Andrew Van Ginkel,2562768,LB,MIA,CAR,1,1,,,,,,,,,,,,1,4,,,7.35,62,7.00,-0.35
De'Vondre Campbell,2555255,LB,GB,LA,4,,,,,,,,,,,,,,,,,12.72,63,6.80,-5.92
Markus Bailey,2563719,LB,CIN,PIT,3,2,,,,,,,,,,,,,,,,1.21,64,6.70,5.49
Jalen Reeves-Maybin,2557924,LB,DET,CHI,3,2,,,,,,,,,,,,,,,,7.98,65,6.70,-1.28
Jake Martin,2561092,LB,HOU,NYJ,1,1,1,1,,,,,,,,,,,1,,,4.09,66,6.50,2.41
Samson Ebukam,2558830,LB,SF,MIN,2,,,,,,,,,,,,,1,1,,,2.82,67,6.40,3.58
Uchenna Nwosu,2560826,LB,LAC,@DEN,1,2,,,,,,,,,,,,1,1,,,4.52,68,6.30,1.78
Preston Smith,2552276,LB,GB,LA,2,,,,,,2,,,,,,,1,,,6,4.72,69,6.10,1.38
Cole Holcomb,2562872,LB,WAS,SEA,2,2,,,,,1,,,,,,,,,,,13.23,70,6.00,-7.23
Devin Bush,2562243,LB,PIT,@CIN,2,3,,,,,,,,,,,,,,,,9.37,71,5.80,-3.57
Jermaine Carter,2561093,LB,CAR,@MIA,2,3,,,,,,,,,,,,,,,,8.12,72,5.80,-2.32
Ernest Jones,2566229,LB,LA,@GB,2,3,,,,,,,,,,,,,,,,,73,5.80,
Alec Ogletree,2540143,LB,CHI,@DET,2,3,,,,,,,,,,,,,,,,6.75,74,5.80,-0.95
Azeez Ojulari,2566367,LB,NYG,PHI,2,3,,,,,,,,,,,,,,,,5.88,75,5.80,-0.08
