PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Graham Gano,71309,K,NYG,WAS,2,,,,,,,,,,6.14,23,2.00,-4.14
Brett Maher,2540243,K,LA,PIT,,1,,,,1,,,,,7.73,24,1.00,-6.73
Matt Ammendola,2565555,K,FA,Bye,,,,,,,,,,,,25,0.00,
Brandon Aubrey,2571750,K,DAL,Bye,,,,,,,,,,,,26,0.00,
Mike Badgley,2560965,K,DET,@BAL,,,,,,,,,,,0.00,27,0.00,0.0
Rodrigo Blankenship,2564106,K,FA,Bye,,,,,,,,,,,,28,0.00,
Tanner Brown,2569984,K,FA,Bye,,,,,,,,,,,,29,0.00,
Randy Bullock,2533444,K,NYG,WAS,,,,,,,,,,,0.00,30,0.00,0.0
Mason Crosby,2507232,K,NYG,WAS,,,,,,,,,,,0.00,31,0.00,0.0
Christopher Dunn,2571521,K,FA,Bye,,,,,,,,,,,,32,0.00,
Ka'imi Fairbairn,2556521,K,HOU,Bye,,,,,,,,,,,,33,0.00,
Nick Folk,2507225,K,TEN,Bye,,,,,,,,,,,,34,0.00,
Elliott Fry,2562897,K,FA,Bye,,,,,,,,,,,,35,0.00,
Zane Gonzalez,2558178,K,FA,Bye,,,,,,,,,,,,36,0.00,
Robbie Gould,2506264,K,FA,Bye,,,,,,,,,,,,37,0.00,
Stephen Hauschka,2507374,K,FA,Bye,,,,,,,,,,,,38,0.00,
Lucas Havrisik,2569534,K,FA,Bye,,,,,,,,,,,,39,0.00,
Josh Lambo,2553833,K,FA,Bye,,,,,,,,,,,,40,0.00,
James McCourt,2569215,K,FA,Bye,,,,,,,,,,,,41,0.00,
Evan McPherson,2565953,K,CIN,Bye,,,,,,,,,,,,42,0.00,
Riley Patterson,2567013,K,CLE,@IND,,,,,,,,,,,7.01,43,0.00,-7.01
Eddy Pineiro,2560842,K,CAR,Bye,,,,,,,,,,,,44,0.00,
Jack Podlesny,2571174,K,FA,Bye,,,,,,,,,,,,45,0.00,
B.T. Potter,2571279,K,FA,Bye,,,,,,,,,,,,46,0.00,
Alex Quevedo,2570143,K,FA,Bye,,,,,,,,,,,,47,0.00,
John Parker Romo,2569101,K,FA,Bye,,,,,,,,,,,,48,0.00,
Austin Seibert,2562729,K,NYJ,Bye,,,,,,,,,,,,49,0.00,
Caleb Shudak,2568843,K,FA,Bye,,,,,,,,,,,,50,0.00,
Ryan Succop,89802,K,FA,Bye,,,,,,,,,,,,51,0.00,
Andre Szmyt,2570470,K,FA,Bye,,,,,,,,,,,,52,0.00,
Giorgio Tavecchio,2535686,K,FA,Bye,,,,,,,,,,,,53,0.00,
Matthew Trickett,2571749,K,FA,Bye,,,,,,,,,,,,54,0.00,
Jake Verity,2566731,K,FA,Bye,,,,,,,,,,,,55,0.00,
Tristan Vizcaino,2562807,K,FA,Bye,,,,,,,,,,,,56,0.00,
Parker White,2569756,K,FA,Bye,,,,,,,,,,,,57,0.00,
Trey Wolff,2571488,K,FA,Bye,,,,,,,,,,,,58,0.00,
Matthew Wright,2562968,K,CAR,Bye,,,,,,,,,,,,59,0.00,
Cade York,2567487,K,NYG,WAS,,,,,,,,,,,0.00,60,0.00,0.0
Greg Zuerlein,2534797,K,NYJ,Bye,,,,,,,,,,,,61,0.00,
Joey Slye,2563132,K,WAS,@NYG,1,,,,,,,,1,,5.91,62,-1.00,-6.91
