PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Dustin Hopkins,2539227,K,CLE,@IND,3,,,,,1,3,,,,6.04,1,22.00,15.96
Wil Lutz,2556601,K,DEN,GB,1,,,1,2,,1,,,,7.65,2,15.00,7.35
Younghoe Koo,2559205,K,ATL,@TB,1,,,1,,1,1,,,,6.59,3,13.00,6.41
Chad Ryland,2570125,K,NE,BUF,2,,,1,1,1,,,,,5.99,4,12.00,6.01
Blake Grupe,2571234,K,NO,JAX,1,,,1,1,1,,,,,6.37,5,11.00,4.63
Greg Joseph,2561534,K,MIN,SF,1,1,,2,,,1,,,,7.44,6,9.00,1.56
Jason Myers,2553112,K,SEA,ARI,2,,,1,,1,,,,,7.77,7,9.00,1.23
Chris Boswell,2550545,K,PIT,@LA,3,,,,,,1,,,,7.25,8,8.00,0.75
Matt Gay,2562271,K,IND,CLE,5,,,1,,,,,,,6.98,9,8.00,1.02
Brandon McManus,2541556,K,JAX,@NO,4,,,,,1,,,,,7.01,10,8.00,0.99
Justin Tucker,2536340,K,BAL,DET,5,,,,1,,,,,,7.54,11,8.00,0.46
Harrison Butker,2558245,K,KC,LAC,4,,,,1,,,,,,7.91,12,7.00,-0.91
Daniel Carlson,2560993,K,LV,@CHI,,,,1,,1,,,,,6.04,13,7.00,0.96
Cameron Dicker,2568435,K,LAC,@KC,2,,,,,,1,,,,6.35,14,7.00,0.65
Jake Elliott,2558172,K,PHI,MIA,4,,,1,,,,,,,6.30,15,7.00,0.7
Chase McLaughlin,2563203,K,TB,ATL,1,,,1,1,,,,,,6.97,16,7.00,0.03
Jake Moody,2570308,K,SF,@MIN,2,,,,,,1,,,,6.72,17,7.00,0.28
Jason Sanders,2561153,K,MIA,@PHI,2,,,,,1,,,,,6.82,18,6.00,-0.82
Tyler Bass,2563596,K,BUF,@NE,2,,,,1,,,,,,6.20,19,5.00,-1.2
Anders Carlson,2569750,K,GB,@DEN,2,,,1,,,,,,,6.04,20,5.00,-1.04
Cairo Santos,2550636,K,CHI,LV,3,1,,,,,1,,,,7.40,21,5.00,-2.4
Matt Prater,2506677,K,ARI,@SEA,1,,,,,1,,,,1,6.71,22,4.00,-2.71
