PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Davante Adams,2543495,WR,LAR,@PHI,,,,,,5.23,69.66,0.55,,,,0.07,12.74,11,1,0.00,-12.74
Jordan Addison,2570074,WR,MIN,CIN,,,,,,,,,,,,,0.00,151,2,0.00,0.0
Ife Adeyi,2574628,WR,FA,Bye,,,,,,,,,,,,,,152,3,0.00,
Nelson Agholor,2552600,WR,FA,Bye,,,,,,,,,,,,,,153,4,0.00,
Jamal Agnew,2558821,WR,ATL,@CAR,,,,,,,,,,,,,0.00,154,5,0.00,0.0
Brandon Aiyuk,2565093,WR,SF,ARI,,,,,,,,,,,,,0.00,155,6,0.00,0.0
Ajou Ajou,2574182,WR,FA,Bye,,,,,,,,,,,,,,156,7,0.00,
Kelly Akharaiyi,2573955,WR,FA,Bye,,,,,,,,,,,,,,157,8,0.00,
Maurice Alexander,2569528,WR,CHI,DAL,,,,,,,,,,,,,0.00,158,9,0.00,0.0
Kazmeir Allen,2571641,WR,FA,Bye,,,,,,,,,,,,,,159,10,0.00,
Keenan Allen,2540154,WR,LAC,DEN,,,,0.19,,4.97,59.44,0.34,,,,0.11,10.27,29,11,0.00,-10.27
Andrew Armstrong,2574316,WR,FA,Bye,,,,,,,,,,,,,,160,12,0.00,
Tutu Atwell,2566196,WR,LAR,@PHI,,,,,,0.6,7.85,0.03,,,,0.01,1.25,122,13,0.00,-1.25
Calvin Austin III,2568132,WR,PIT,@NE,,,,0.76,0.01,3.87,52.34,0.33,,,,0.05,9.19,41,14,0.00,-9.19
Kevin Austin Jr.,2568954,WR,NO,@SEA,,,,,,,,,,,,,0.00,161,15,0.00,0.0
Elic Ayomanor,2574142,WR,TEN,IND,,,,,,4.7,55.78,0.34,,,,0.06,9.85,33,16,0.00,-9.85
Andre Baccellia,2564250,WR,ARI,@SF,,,,,,,,,,,,,0.00,162,17,0.00,0.0
Alex Bachman,2563301,WR,LV,@WAS,,,,,,,,,,,,,0.00,163,18,0.00,0.0
Elijhah Badger,2574238,WR,FA,Bye,,,,,,,,,,,,,,164,19,0.00,
Javon Baker,2572285,WR,PHI,LAR,,,,,,,,,,,,,0.00,165,20,0.00,0.0
Kawaan Baker,2566349,WR,FA,Bye,,,,,,,,,,,,,,166,21,0.00,
Monaray Baldwin,2574318,WR,FA,Bye,,,,,,,,,,,,,,167,22,0.00,
Michael Bandy,2567175,WR,DEN,@LAC,,,,,,,,,,,,,0.00,168,23,0.00,0.0
Jahmal Banks,2573923,WR,FA,Bye,,,,,,,,,,,,,,169,24,0.00,
Rashod Bateman,2565836,WR,BAL,DET,,,,,,2.18,31.22,0.18,,,,0.03,5.23,72,25,0.00,-5.23
Jack Bech,2574285,WR,LV,@WAS,,,,,,0.66,7.68,0.05,,,,0.01,1.38,119,26,0.00,-1.38
Odell Beckham Jr.,2543496,WR,FA,Bye,,,,,,,,,,,,,,170,27,0.00,
David Bell,2567460,WR,CLE,GB,,,,,,,,,,,,,0.00,171,28,0.00,0.0
Ronnie Bell,2570290,WR,DET,@BAL,,,,,,,,,,,,,0.00,172,29,0.00,0.0
Junior Bergen,2574535,WR,SF,ARI,,,,,,,,,,,,,0.00,173,30,0.00,0.0
Braxton Berrios,2560975,WR,HOU,@JAX,,,,,,,,,,,,,0.00,174,31,0.00,0.0
Tarik Black,2565594,WR,FA,Bye,,,,,,,,,,,,,,175,32,0.00,
Chris Blair,2565588,WR,ATL,@CAR,,,,,,,,,,,,,0.00,176,33,0.00,0.0
DeMeer Blankumsee,2574364,WR,FA,Bye,,,,,,,,,,,,,,177,34,0.00,
Jordan Bly,2574415,WR,FA,Bye,,,,,,,,,,,,,,178,35,0.00,
Jake Bobo,2571378,WR,SEA,NO,,,,,,0.24,2.78,0.02,,,,,0.52,139,36,0.00,-0.52
Silas Bolden,2574339,WR,FA,Bye,,,,,,,,,,,,,,179,37,0.00,
Isaiah Bond,2574663,WR,CLE,GB,,,,,,0.71,7.53,0.05,,,,,1.41,118,38,0.00,-1.41
