PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Brandon Jones,2564469,DB,DEN,IND,3.88,1.16,0.06,0.11,0.11,0.11,0.11,,,,,,,0.22,0.44,1.94,,8.52,35,1,23.60,15.08
Dane Belton,2567988,DB,NYG,BAL,3.83,1.23,,0.09,,,,,,,,,,0.36,,,,7.52,57,2,21.80,14.28
Brian Branch,2569729,DB,DET,BUF,3.75,1.78,0.07,0.66,0.26,0.13,0.07,0.07,,,,,,0.99,0.33,4.47,,12.33,3,3,21.70,9.37
Derek Stingley Jr.,2567694,DB,HOU,MIA,2.04,0.74,,0.06,0.25,,,0.06,,,,,,0.93,,3.39,,7.15,68,4,21.03,13.88
Mike Hilton,2556559,DB,CIN,@TEN,3.76,1,0.06,0.44,0.06,,0.06,,,,,,,0.38,0.13,1.06,,8.34,37,5,18.60,10.26
Trent McDuffie,2567802,DB,KC,@CLE,2.51,0.97,0.14,0.14,0.1,0.1,,0.05,,,,,,0.39,0.39,2.08,,6.98,73,6,18.50,11.52
Christian Benford,2567322,DB,BUF,@DET,2.78,0.85,,0.24,0.18,0.06,0.06,,,,,,,0.72,,1.03,,7.77,51,7,18.10,10.33
Josh Newton,2571943,DB,CIN,@TEN,2.17,0.87,,,0.08,,,,,,,,,0.17,,,,4.48,138,8,17.40,12.92
Calen Bullock,2572081,DB,HOU,MIA,1.87,0.79,,0.06,0.06,,,,,,,,,0.12,,,,3.88,148,9,17.07,13.19
Cam Taylor-Britt,2567454,DB,CIN,@TEN,2.7,0.9,,0.06,0.13,0.06,,0.06,,,,,,0.77,,2.96,,7.61,56,10,15.93,8.32
Ugo Amadi,2562464,DB,NO,WAS,5.4,1.8,0.02,0.9,,0.04,,,0.13,,,,,0.26,,,0.13,11.88,4,11,15.20,3.32
Geno Stone,2563584,DB,CIN,@TEN,2.58,1.35,,,0.18,0.06,0.06,0.06,,,,,,0.49,,3.32,,7.16,66,12,15.20,8.04
Tyrique Stevenson,2569627,DB,CHI,@MIN,2.84,1.26,,0.05,0.16,0.05,,0.05,,,,,,0.77,,3.06,,8.05,46,13,14.50,6.45
