PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Roquan Smith,2560877,LB,CHI,HOU,6,10,,2,1,,,,,,,,,1,,18,,13.44,1,27.80,14.36
Rashaan Evans,2560718,LB,ATL,@SEA,9,3,,1,,,,,,,,,,2,,,,9.23,2,24.20,14.97
Jerome Baker,2560966,LB,MIA,BUF,9,4,0.5,1,,,,,,,,,,1,1,,,9.87,3,24.00,14.13
Alex Anzalone,2558163,LB,DET,@MIN,9,2,1,1,,,,,,,,,,1,2,,,10.75,4,23.90,13.15
Jordan Hicks,2552315,LB,MIN,DET,10,4,,,,,,,,,,,,1,,,,11.19,5,22.70,11.51
De'Vondre Campbell,2555255,LB,GB,@TB,8,6,,1,,,,,,,,,,1,,,,13.61,6,22.40,8.79
T.J. Edwards,2562648,LB,PHI,@WAS,9,1,1,2,,,,,,,,,,,2,,,13.10,7,22.10,9.0
Devin Lloyd,2567751,LB,JAX,@LAC,5,2,,,1,,,,,,,,,3,,10,,11.28,8,21.43,10.15
Zaire Franklin,2561155,LB,IND,KC,8,4,,1,,,,,,,,,,1,1,,,12.14,9,21.30,9.16
Josh Bynes,2530491,LB,BAL,@NE,8,2,,,1,,,,,,,,,1,,,,7.15,10,21.20,14.05
Drue Tranquill,2562765,LB,LAC,JAX,10,2,,,,,,,,,,,,1,,,,9.18,11,21.10,11.92
Akeem Davis-Gaither,2563728,LB,CIN,@NYJ,9,4,,1,,,,,,,,,,,,,,7.74,12,20.00,12.26
Nick Bolton,2566175,LB,KC,@IND,6,3,2,1,,,,,,,,,,,2,,,13.77,13,19.10,5.33
Josey Jewell,2560763,LB,DEN,SF,5,4,1,2,,,1,,,,,,,,2,,,9.08,14,18.70,9.62
Eric Kendricks,2552312,LB,MIN,DET,5,6,,,,,,,,,,,,2,,,,11.99,15,18.30,6.31
Darius Harris,2563108,LB,KC,@IND,6,7,,1,,,,,,,,,,,,,,8.52,16,17.30,8.78
C.J. Mosley,2543464,LB,NYJ,CIN,7,5,,,,,1,,,,,,,,,,,14.83,17,16.90,2.07
Mykal Walker,2563530,LB,ATL,@SEA,8,1,,,,,,,,,,,,1,,,,10.96,18,16.90,5.94
Melvin Ingram,2532870,LB,MIA,BUF,3,,2,1,,1,1,,,,,,,,3,,1,4.16,19,16.63,12.47
Myles Jack,2555329,LB,PIT,@CLE,7,5,,,,,,,,,,,,,,,,10.91,20,15.90,4.99
Jamin Davis,2566595,LB,WAS,PHI,5,1,2,1,,,,,,,,,,,1,,,11.34,21,15.30,3.96
Cole Holcomb,2562872,LB,WAS,PHI,5,4,,,,,,,,,,,,1,1,,,13.26,22,14.70,1.44
Kyzir White,2560928,LB,PHI,@WAS,8,1,,,,,,,,,,,,,,,,11.28,23,14.40,3.12
Devin Bush,2562243,LB,PIT,@CLE,6,5,,,,,,,,,,,,,,,,5.91,24,14.20,8.29
Foye Oluokun,2561132,LB,JAX,@LAC,7,1,,,,,1,,,,,,,,1,,,14.51,25,14.20,-0.31
Patrick Queen,2563575,LB,BAL,@NE,4,1,1,1,,,,,,,,,,1,1,,,10.49,26,14.10,3.61
Jacob Phillips,2563806,LB,CLE,PIT,2,5,1,1,,,,,,,,,,1,1,,,4.40,27,13.90,9.5
Logan Wilson,2563752,LB,CIN,@NYJ,3,4,,,1,,,,,,,,,1,,41,,12.97,28,13.67,0.7
Pete Werner,2566358,LB,NO,@CAR,6,4,,,,,,,,,,,,,,,,10.94,29,13.40,2.46
Bobby Wagner,2532966,LB,LA,@ARI,6,3,,,,,,,,,,,,,1,,,13.47,30,13.10,-0.37
Quincy Williams,2562954,LB,NYJ,CIN,6,1,,1,,,,,,,,,,,1,,,,31,13.00,
Demario Davis,2533008,LB,NO,@CAR,2,3,1,1,,,,,,,,,,1,2,,,10.59,32,12.80,2.21
