PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
DeVonta Smith,2566409,WR,PHI,@WAS,,,,,,8,169,1,,,,,8.38,1,26.90,18.52
Mack Hollins,2558262,WR,LV,@TEN,4,,,,,8,158,1,,,,,5.18,2,25.96,20.78
Marquise Brown,2562379,WR,ARI,LA,,,,,,14,140,,,,,,9.54,3,21.00,11.46
Chris Olave,2567973,WR,NO,@CAR,,,,,,9,147,,,,,,9.41,4,20.90,11.49
DeVante Parker,2552409,WR,NE,BAL,,,,,,5,156,,,,,,8.35,5,19.80,11.45
Amari Cooper,2552487,WR,CLE,PIT,,,,,,7,101,1,,,,,11.65,6,19.60,7.95
Zay Jones,2557863,WR,JAX,@LAC,,,,,,10,85,1,,,,,4.98,7,19.50,14.52
Russell Gage,2561061,WR,TB,GB,,,,,,12,87,1,,,,1,11.52,8,18.70,7.18
CeeDee Lamb,2563848,WR,DAL,@NYG,,,,,,8,87,1,,,,,10.46,9,18.70,8.24
Tyler Boyd,2555466,WR,CIN,@NYJ,,,,,,4,105,1,,,,,6.69,10,18.50,11.81
Isaiah McKenzie,2558129,WR,BUF,@MIA,,,,6,,7,76,1,,,,,6.93,11,17.70,10.77
A.J. Brown,2562238,WR,PHI,@WAS,,,,,,5,85,1,,,,,14.62,12,17.00,2.38
Romeo Doubs,2567586,WR,GB,@TB,,,,,,8,73,1,,,,1,5.38,13,16.30,10.92
Christian Kirk,2560781,WR,JAX,@LAC,,,,,,6,72,1,,,,,10.87,14,16.20,5.33
Laviska Shenault Jr.,2564232,WR,CAR,NO,,,,,,2,90,1,,,,,,15,16.00,
K.J. Osborn,2564574,WR,MIN,DET,,,,,,5,73,1,,,,,7.19,16,15.80,8.61
Adam Thielen,2541785,WR,MIN,DET,,,,,,6,61,1,,,,,9.54,17,15.10,5.56
DK Metcalf,2562685,WR,SEA,ATL,,,,,,5,64,1,,,,,11.34,18,14.90,3.56
Cooper Kupp,2557898,WR,LA,@ARI,,,,20,1,4,44,,,,,,22.37,19,14.40,-7.97
Allen Lazard,2560787,WR,GB,@TB,,,,,,4,45,1,,,,,9.74,20,14.20,4.46
Courtland Sutton,2560888,WR,DEN,SF,,,,,,8,97,,,,,,9.39,21,13.70,4.31
Diontae Johnson,2562674,WR,PIT,@CLE,,,,,,8,84,,,,,,12.36,22,13.40,1.04
Terry McLaurin,2562489,WR,WAS,PHI,,,,,,6,102,,,,,,9.78,23,13.20,3.42
Jaylen Waddle,2566292,WR,MIA,BUF,,,,9,,4,102,,,,,,13.40,24,13.10,-0.3
Drake London,2567250,WR,ATL,@SEA,,,,,,3,54,1,,,,,13.17,25,12.90,-0.27
Josh Palmer,2566502,WR,LAC,JAX,,,,,,6,99,,,,,,7.35,26,12.90,5.55
Josh Reynolds,2558194,WR,DET,@MIN,,,,,,6,96,,,,,,6.94,27,12.60,5.66
Greg Dortch,2562645,WR,ARI,LA,,,,,,9,80,,,,,,6.48,28,12.50,6.02
Tre'Quan Smith,2560878,WR,NO,@CAR,,,,,,4,105,,,,,,1.54,29,12.50,10.96
Tyler Lockett,2552430,WR,SEA,ATL,,,,,,9,76,,,,,,12.46,30,12.10,-0.36
Deebo Samuel,2562721,WR,SF,@DEN,,,,6,,5,73,,,,,,13.52,31,12.10,-1.42
Tee Higgins,2563731,WR,CIN,@NYJ,,,,,,5,93,,,,,,13.67,32,11.80,-1.87
Davante Adams,2543495,WR,LV,@TEN,,,,-4,,5,36,1,,,,,18.21,33,11.70,-6.51
Brandon Aiyuk,2565093,WR,SF,@DEN,,,,,,3,39,1,,,,,9.57,34,11.40,1.83
Ja'Marr Chase,2565941,WR,CIN,@NYJ,,,,-2,,6,29,1,,,,1,15.02,35,11.40,-3.62
JuJu Smith-Schuster,2558149,WR,KC,@IND,,,,,,5,89,,,,,,8.52,36,11.40,2.88
Marvin Jones,2532884,WR,JAX,@LAC,,,,,,4,33,1,,,,,9.10,37,11.30,2.2
Michael Pittman,2564136,WR,IND,KC,,,,,,8,72,,,,,,13.25,38,11.20,-2.05
Stefon Diggs,2552608,WR,BUF,@MIA,,,,,,7,74,,,,,,16.28,39,10.90,-5.38
Robert Woods,2540169,WR,TEN,LV,,,,,,4,85,,,,,,10.48,40,10.50,0.02
Amon-Ra St. Brown,2566073,WR,DET,@MIN,,,,,,6,73,,,,,,13.95,41,10.30,-3.65
Curtis Samuel,2558066,WR,WAS,PHI,,,,13,,7,48,,,,,,10.12,42,9.60,-0.52
Devin Duvernay,2563551,WR,BAL,@NE,,,,-2,,2,25,1,,,,,6.27,43,9.30,3.03
