PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Jerick McKinnon,2543715,RB,KC,@DEN,,,,22,,7,112,2,,,,,6.62,1,28.90,22.28
Christian McCaffrey,2557997,RB,SF,TB,,,,119,1,2,34,1,,,,,17.39,2,28.30,10.91
Miles Sanders,2562722,RB,PHI,@NYG,,,,144,2,1,11,,,,,,12.35,3,28.00,15.65
James Conner,2557978,RB,ARI,NE,,,,85,1,6,29,,,,,,12.69,4,21.40,8.71
Austin Ekeler,2559169,RB,LAC,MIA,,,,45,1,8,59,,,,,,16.75,5,20.40,3.65
Tony Pollard,2562699,RB,DAL,HOU,,,,42,1,4,20,1,,,,,11.03,6,20.20,9.17
Derrick Henry,2556075,RB,TEN,JAX,,,,121,1,3,34,,,,,2,16.34,7,18.80,2.46
Josh Jacobs,2562377,RB,LV,@LA,,,,99,1,2,15,,,,,,16.23,8,18.40,2.17
J.K. Dobbins,2563548,RB,BAL,@PIT,,,,120,1,,,,,,,,6.13,9,18.00,11.87
Chuba Hubbard,2565899,RB,CAR,@SEA,,,,74,1,3,25,,,,,,5.00,10,17.40,12.4
Ezekiel Elliott,2555224,RB,DAL,HOU,,,,62,1,3,19,,,,,,11.64,11,17.30,5.66
Pierre Strong,2567952,RB,NE,@ARI,,,,70,1,2,20,,,,,,1.01,12,16.80,15.79
Bam Knight,2568036,RB,NYJ,@BUF,,,,71,1,2,6,,,,,,5.50,13,14.70,9.2
Marlon Mack,2558123,RB,DEN,KC,,,,15,,2,62,1,,,,,3.41,14,14.70,11.29
Najee Harris,2566448,RB,PIT,BAL,,,,33,1,2,17,,,,,,10.56,15,12.00,1.44
Dameon Pierce,2567685,RB,HOU,@DAL,,,,78,1,,,,,,,1,11.83,16,11.80,-0.03
Joe Mixon,2557976,RB,CIN,CLE,,,,96,,2,10,,,,,,15.88,17,11.60,-4.28
Rachaad White,2568315,RB,TB,@SF,,,,56,,5,21,,,,,1,10.84,18,11.60,0.76
Raheem Blackshear,2569477,RB,CAR,@SEA,,,,32,1,1,17,,,,,,2.95,19,11.40,8.45
Isiah Pacheco,2567808,RB,KC,@DEN,,,,70,,3,23,,,,,,9.67,20,10.80,1.13
Samaje Perine,2558138,RB,CIN,CLE,,,,22,1,1,2,,,,,,7.39,21,10.60,3.21
Boston Scott,2561146,RB,PHI,@NYG,,,,33,1,1,4,,,,,,3.04,22,10.20,7.16
Justin Jackson,2560756,RB,DET,MIN,,,,19,1,1,12,,,,,,3.26,23,9.60,6.34
Cam Akers,2564319,RB,LA,LV,,,,42,1,1,1,,,,,1,9.00,24,8.80,-0.2
Kevin Harris,2567934,RB,NE,@ARI,,,,26,1,,,,,,,,3.39,25,8.60,5.21
Dalvin Cook,2557991,RB,MIN,@DET,,,,23,1,1,13,,,,,1,14.44,26,8.10,-6.34
D'Onta Foreman,2557994,RB,CAR,@SEA,,,,74,,1,1,,,,,,11.93,27,8.00,-3.93
Leonard Fournette,2557973,RB,TB,@SF,,,,13,,6,33,,,,,,7.61,28,7.60,-0.01
