PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Taron Johnson,2560766,DB,BUF,@IND,4.33,1.1,0.06,0.23,0.06,0.06,0.06,,,,,,,0.46,0.12,0.64,,9.33,15,1,21.77,12.44
Ugo Amadi,2562464,DB,NO,ATL,1.15,0.46,,0.06,0.06,,,,0.06,,,,,0.11,,,0.06,2.82,150,2,20.50,17.68
Budda Baker,2558009,DB,ARI,NYJ,5.97,2.73,,0.23,0.17,0.09,,,,,,,,0.4,0.17,,,12.93,3,3,20.30,7.37
Jeremy Chinn,2563632,DB,WAS,PIT,3.11,1.19,0.06,0.11,0.06,,0.06,,,,,,,0.28,0.11,0.79,,6.72,74,4,20.20,13.48
Brian Branch,2569729,DB,DET,@HOU,3.48,1.65,0.06,0.61,0.24,0.12,0.06,0.06,,,,,,0.92,0.31,4.15,,11.40,5,5,18.40,7.0
Carlton Davis,2561039,DB,DET,@HOU,1.72,0.5,,,0.11,,0.06,,,,,,,0.5,,1.89,,4.64,118,6,18.00,13.36
Kenny Moore II,2558976,DB,IND,BUF,3.85,1.51,0.06,0.33,0.17,,,0.06,,,,,,0.39,0.11,3.01,,9.26,16,7,17.60,8.34
Tyler Nubin,2572345,DB,NYG,@CAR,2.53,1.12,,,0.06,,,0.06,,,,,,0.34,,,,5.77,91,8,15.90,10.13
Tyrann Mathieu,2540180,DB,NO,ATL,2.65,1.44,0.06,0.12,0.17,,0.06,0.06,,,,,,0.52,0.06,4.83,,7.53,44,9,15.70,8.17
Nazeeh Johnson,2567793,DB,KC,DEN,0.3,0.12,,,0.06,,,,,,,,,0.24,,,,1.33,191,10,15.40,14.07
Nick Cross,2567700,DB,IND,BUF,6.34,1.81,,0.06,0.11,,,,,,,,,0.4,,,,12.07,4,11,15.00,2.93
Taylor Rapp,2562707,DB,BUF,@IND,3.93,2.19,0.06,0.12,0.12,,0.06,,,,,,,0.29,0.12,0.92,,8.80,27,12,14.70,5.9
Marlon Humphrey,2558067,DB,BAL,CIN,2.73,1.13,0.07,0.13,0.13,0.07,0.07,,,,,,,0.47,0.13,0.87,,7.15,55,13,14.00,6.85
Xavier Woods,2558159,DB,CAR,NYG,4.16,1.26,,0.11,0.11,,0.05,,,,,,,0.38,,,,8.55,30,14,13.63,5.08
Kevin Byard,2555158,DB,CHI,NE,4.83,2.78,,0.06,0.12,,,0.06,,,,,,0.42,0.06,3.74,,10.87,6,15,13.60,2.73
Kamari Lassiter,2572102,DB,HOU,DET,2.12,0.67,,,0.16,,,,,,,,,0.21,,,,4.67,117,16,13.50,8.83
Jordan Whitehead,2560930,DB,TB,SF,3.89,1.72,,,0.22,,,,,,,,,0.56,,,,9.04,19,17,13.50,4.46
Darnell Savage,2562724,DB,JAX,MIN,2.68,0.8,,0.11,0.11,,,,,,,,,0.27,0.05,1.93,,5.81,90,18,13.13,7.32
Dadrion Taylor-Demerson,2572432,DB,ARI,NYJ,0.22,0.34,,,,,0.06,,,,,,,,,,,0.59,239,19,13.10,12.51
Tyson Campbell,2566151,DB,JAX,MIN,3.69,1.23,,0.12,0.12,0.06,,,,,,,,0.68,,0.8,,8.81,26,20,13.00,4.19
Jaycee Horn,2565893,DB,CAR,NYG,1.39,0.48,,0.11,0.11,,,,,,,,,0.38,,1.55,,3.92,137,21,12.70,8.78
Jimmie Ward,2543741,DB,HOU,DET,2.42,1.45,,,0.06,0.06,,,,,,,,0.3,0.06,1.03,,5.73,93,22,12.67,6.94
Cam Taylor-Britt,2567454,DB,CIN,@BAL,2.53,0.84,,0.06,0.12,0.06,,0.06,,,,,,0.72,,2.77,,7.15,56,23,12.50,5.35
C.J. Gardner-Johnson,2562588,DB,PHI,@DAL,,,,,,,,,,,,,,,,,,0.00,362,24,12.00,12.0
Antoine Winfield Jr.,2565261,DB,TB,SF,3.68,1.81,0.2,0.35,0.12,0.18,0.12,,,,,,,0.47,0.41,1.58,,10.13,10,25,11.80,1.67
Brandon Jones,2564469,DB,DEN,@KC,3.7,1.11,0.05,0.11,0.11,0.11,0.11,,,,,,,0.21,0.42,1.85,,8.16,32,26,11.70,3.54
Alontae Taylor,2567979,DB,NO,ATL,3.21,1.26,0.26,,0.06,,,,,,,,,0.23,,,,6.88,65,27,11.70,4.82
Christian Benford,2567322,DB,BUF,@IND,2.78,0.85,,0.24,0.18,0.06,0.06,,,,,,,0.72,,1.03,,7.77,40,28,11.60,3.83
Caelen Carson,2571967,DB,DAL,PHI,3.5,1.05,,0.05,0.13,,,,,,,,,0.14,,,,6.76,72,29,11.60,4.84
Renardo Green,2572495,DB,SF,@TB,0.42,0.12,,,0.06,,,0.06,,,,,,0.24,,,,1.75,172,30,11.60,9.85
Josh Hayes,2570362,DB,TB,SF,1.28,0.97,,0.14,0.15,,0.28,,,,,,,0.28,,,,4.22,129,31,11.30,7.08
Tony Adams,2568444,DB,NYJ,@ARI,2.68,1.4,,0.25,0.06,,,,,,,,,0.32,,,,6.25,83,32,10.50,4.25
Kendall Fuller,2555349,DB,MIA,@LAR,2.5,0.91,,0.11,0.17,,,,,,,,,0.68,,2.33,,6.83,67,33,10.13,3.3
Ar'Darius Washington,2566632,DB,BAL,CIN,0.41,0.41,,,,,,0.06,,,,,,0.18,,,,1.55,177,34,10.00,8.45
Trent McDuffie,2567802,DB,KC,DEN,3.23,1.24,0.19,0.19,0.12,0.12,,0.06,,,,,,0.5,0.5,2.67,,8.92,23,35,9.60,0.68
Garrett Williams,2570221,DB,ARI,NYJ,2.24,0.41,,0.12,0.12,,,,,,,,,0.29,,0.94,,4.96,112,36,9.60,4.64
Dell Pettus,2573346,DB,NE,@CHI,1.18,0.57,,0.04,0.04,,,,,,,,,0.09,,,,2.54,156,37,9.50,6.96
Kyle Hamilton,2567274,DB,BAL,CIN,3.92,1.47,0.15,0.55,0.18,0.06,,0.06,,,,,,0.73,0.24,2.51,,10.45,9,38,9.20,-1.25
Elijah Hicks,2567397,DB,CHI,NE,3.13,2.12,,0.14,,0.15,,,,,,,,0.42,,,,7.75,41,39,9.10,1.35
Brandon Stephens,2565851,DB,BAL,CIN,3.43,1.19,,0.06,0.12,,,,,,,,,0.62,,2.75,,8.01,35,40,9.10,1.09
Starling Thomas V,2570963,DB,ARI,NYJ,2.66,0.87,,0.12,0.06,,,,,,,,,0.4,,0.23,,5.91,89,41,9.10,3.19
Montaric Brown,2567727,DB,JAX,MIN,1.3,0.45,,,0.03,,,,,,,,,0.19,,,,2.80,151,42,9.00,6.2
Dane Jackson,2563614,DB,CAR,NYG,2.56,0.69,,,0.13,0.06,,0.06,,,,,,0.63,,3.56,,6.85,66,43,9.00,2.15
Quan Martin,2570377,DB,WAS,PIT,3.05,1.53,0.05,0.16,0.16,0.05,,,,,,,,,,,,6.57,80,44,8.90,2.33
Justin Reid,2560851,DB,KC,DEN,3.71,1.11,0.13,0.2,0.07,0.07,,,,,,,,0.39,0.26,,,8.39,31,45,8.90,0.51
Jordan Battle,2569648,DB,CIN,@BAL,2.59,1.65,0.11,0.28,0.11,,,,,,,,,0.44,0.28,1.76,,7.20,51,46,8.70,1.5
Mike Brown,2569050,DB,TEN,@LAC,,,,,,,,,,,,,,,,,,0.00,297,47,8.70,8.7
Calen Bullock,2572081,DB,HOU,DET,1.83,0.77,,0.06,0.06,,,,,,,,,0.12,,,,3.81,139,48,8.70,4.89
Camryn Bynum,2566295,DB,MIN,@JAX,5.01,1.63,0.03,0.06,0.12,0.06,0.06,,,,,,,0.42,0.06,2.11,,9.88,12,49,8.70,-1.18
DeShon Elliott,2560715,DB,PIT,@WAS,3.98,1.25,0.06,0.11,0.06,,0.06,,,,,,,0.34,,,,8.13,33,50,8.70,0.57
Quentin Lake,2567844,DB,LAR,MIA,4.28,2.7,,,0.06,,,,,,,,,0.29,,,,8.98,20,51,8.70,-0.28
Clark Phillips III,2569546,DB,ATL,@NO,2.17,0.66,,0.12,,,,,,,,,,0.48,0.06,,,5.06,110,52,8.70,3.64
Andru Phillips,2572348,DB,NYG,@CAR,0.45,0.28,,,0.11,,,,,,,,,0.22,,,,1.78,171,53,8.60,6.82
Roger McCreary,2567655,DB,TEN,@LAC,2.04,0.52,0.05,0.14,0.05,0.05,,,,,,,,0.24,,,,4.63,119,54,8.50,3.87
Elijah Molden,2566115,DB,LAC,TEN,3.02,1.34,,,0.06,,,,,,,,,0.35,0.06,,,6.45,82,55,8.40,1.95
Jalen Pitre,2567688,DB,HOU,DET,3.61,1.81,,0.29,0.12,,0.06,0.06,,,,,,0.58,0.06,2.62,,9.22,17,56,8.40,-0.82
Mike Sainristil,2572582,DB,WAS,PIT,2.05,0.74,,,0.06,,,,,,,,,0.4,,,,4.73,115,57,8.20,3.47
Jarvis Brownlee Jr.,2572060,DB,TEN,@LAC,3.32,0.9,,0.52,,,,,,,,,,0.31,,,,7.08,59,58,8.10,1.02
Marcus Williams,2558847,DB,BAL,CIN,1.8,1.01,,0.06,0.11,,,,,,,,,0.45,,1.52,,4.96,113,59,8.10,3.14
Quinyon Mitchell,2572387,DB,PHI,@DAL,1.75,0.42,,0.06,0.12,,,0.06,,,,,,0.54,0.06,2.59,,5.09,109,60,8.00,2.91
Shemar Jean-Charles,2566079,DB,NO,ATL,2.08,0.73,,,0.24,,,,,,,,,0.49,,,,5.62,96,61,7.80,2.18
P.J. Locke,2563012,DB,DEN,@KC,2.73,0.83,0.09,0.23,0.05,0.05,,,,,,,,0.09,,,,5.69,94,62,7.80,2.11
Cam Hart,2572471,DB,LAC,TEN,1.92,0.57,,0.05,0.05,,,,,,,,,0.29,,,,4.20,131,63,7.60,3.4
Jevon Holland,2566283,DB,MIA,@LAR,3.57,1.69,0.06,0.18,0.12,0.12,0.06,0.06,,,,,,0.36,0.12,2.66,,8.95,21,64,7.60,-1.35
Byron Murphy,2562318,DB,MIN,@JAX,2.89,1.04,0.03,0.17,0.17,0.06,0.12,,,,,,,0.69,0.06,2.49,,8.04,34,65,7.57,-0.47
Will Harris,2562395,DB,NO,ATL,0.22,0.28,,,,0.06,,,,,,,,0.17,,,,1.13,207,66,7.50,6.37
Marcus Jones,2567943,DB,NE,@CHI,2.49,0.74,,0.04,0.09,0.09,0.09,,,,,,,0.17,,,,5.38,104,67,7.50,2.12
Joey Porter Jr.,2570251,DB,PIT,@WAS,2.75,0.76,,0.12,0.12,,,,,,,,,0.76,,0.76,,7.11,58,68,7.50,0.39
Pat Surtain II,2566043,DB,DEN,@KC,2.78,0.71,,0.05,0.11,,,0.05,,,,,,0.65,,3.16,,6.99,63,69,7.50,0.51
Josh Metellus,2564568,DB,MIN,@JAX,4.11,1.33,0.12,0.24,0.06,0.06,0.06,0.06,,,,,,0.3,0.54,2.48,,8.86,24,70,7.20,-1.66
Riley Moss,2569723,DB,DEN,@KC,3.65,1.23,,0.15,0.05,0.1,0.05,,,,,,,,,,,7.01,61,71,7.20,0.19
Jalen Ramsey,2555280,DB,MIA,@LAR,2.48,0.73,,0.18,0.24,0.06,,,,,,,,0.67,0.06,3.45,,7.30,49,72,7.20,-0.1
Deommodore Lenoir,2566535,DB,SF,@TB,3.38,1.66,,0.12,0.12,,,,,,,,,0.49,0.06,2.27,,8.00,36,73,6.90,-1.1
Terrion Arnold,2572009,DB,DET,@HOU,1.74,0.48,,,0.12,,,0.06,,,,,,0.6,,1.92,,5.12,108,74,6.70,1.58
Reed Blankenship,2568057,DB,PHI,@DAL,4.07,1.89,,0.06,0.11,,,,,,,,,0.52,0.06,0.75,,9.07,18,75,6.63,-2.44
Chamarri Conner,2569927,DB,KC,DEN,3.03,1.18,,0.06,0.12,0.06,0.06,,,,,,,0.31,,,,6.81,68,76,6.60,-0.21
Jaylon Jones,2569870,DB,IND,BUF,0.4,0.11,,,,,,,,,,,,,,,,0.67,233,77,6.60,5.93
Cam Lewis,2563205,DB,BUF,@IND,2.1,0.67,,0.15,0.05,0.05,,,,,,,,0.1,,,,4.38,123,78,6.60,2.22
Amik Robertson,2564430,DB,DET,@HOU,1.44,0.66,,0.06,0.06,0.06,,,,,,,,0.48,0.06,2.15,,4.37,125,79,6.60,2.23
Ronald Darby,2552689,DB,JAX,MIN,2.27,0.58,,0.06,0.06,,,,,,,,,0.58,,0.81,,5.53,98,80,6.10,0.57
Cordale Flott,2567997,DB,NYG,@CAR,1.95,0.77,,,0.06,0.06,,,,,,,,0.47,,2,,5.05,111,81,6.10,1.05
Trevon Diggs,2563836,DB,DAL,PHI,1.96,0.65,,,0.22,0.05,,0.05,,,,,,1.09,,4.02,,7.33,46,82,6.00,-1.33
Minkah Fitzpatrick,2560725,DB,PIT,@WAS,3.02,2.1,,0.06,0.17,,,0.06,,,,,,0.28,,3.64,,7.54,43,83,6.00,-1.54
Ka'dar Hollman,2562940,DB,HOU,DET,0.41,0.41,,,,,,,,,,,,0.24,0.06,,,1.49,180,84,6.00,4.51
Malik Mustapha,2572504,DB,SF,@TB,1.78,0.61,,0.11,0.11,,,,,,,,,0.22,,,,4.14,133,85,6.00,1.86
Jordan Poyer,2539290,DB,MIA,@LAR,2.94,1.5,0.06,0.17,0.12,0.06,,,,,,,,0.29,0.12,1.1,,7.14,57,86,6.00,-1.14
D.J. Reed,2560850,DB,NYJ,@ARI,3.91,0.93,,0.12,0.12,0.06,,,,,,,,0.62,,,,8.78,28,87,6.00,-2.78
Brenden Schooler,2568483,DB,NE,@CHI,0.37,0.27,,,,,,,,,,,,0.16,,,,1.12,211,88,6.00,4.88
Darious Williams,2561469,DB,LAR,MIA,2.42,0.52,,0.17,0.17,,,,,,,,,0.98,,1.96,,7.31,47,89,6.00,-1.31
Andre Cisco,2566154,DB,JAX,MIN,2.53,1.18,0.03,0.06,0.17,0.06,,0.06,,,,,,0.34,0.06,3.21,,6.69,76,90,5.70,-0.99
Rasul Douglas,2558168,DB,BUF,@IND,2.42,0.81,0.03,0.12,0.23,0.06,,0.06,,,,,,0.75,0.06,3.18,,7.62,42,91,5.70,-1.92
Stephon Gilmore,2533062,DB,MIN,@JAX,3.15,0.76,,,0.13,,,,,,,,,,,,,5.64,95,92,5.70,0.06
Jonathan Jones,2556571,DB,NE,@CHI,2.18,0.58,,,0.16,0.05,,,,,,,,0.42,,0.85,,5.43,102,93,5.70,0.27
Jalen Mills,2555383,DB,NYJ,@ARI,2.69,1.04,,0.21,0.1,0.1,,,,,,,,0.41,,,,6.70,75,94,5.70,-1.0
Benjamin St-Juste,2566604,DB,WAS,PIT,3.01,1.37,0.08,0.07,0.14,0.14,,,,,,,,,,,,6.58,78,95,5.70,-0.88
