PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
David Montgomery,2562502,RB,CHI,ARI,,,,90,1,8,51,,,,,,13.55,1,25.90,12.35
Javonte Williams,2566049,RB,DEN,@KC,,,,102,,6,76,1,,,,1,16.51,2,25.80,9.29
Jonathan Taylor,2564148,RB,IND,@HOU,,,,143,2,,,,,,,1,19.44,3,24.30,4.86
Sony Michel,2560809,RB,LA,JAX,,,,121,1,3,8,,,,,,12.67,4,20.40,7.73
Alexander Mattison,2562682,RB,MIN,@DET,,,,90,1,3,34,,,,,,15.48,5,19.90,4.42
Antonio Gibson,2565276,RB,WAS,@LV,,,,88,,5,23,1,,,,,13.11,6,19.60,6.49
Josh Jacobs,2562377,RB,LV,WAS,,,,52,1,9,38,,,,,,11.26,7,19.50,8.24
Leonard Fournette,2557973,RB,TB,@ATL,,,,44,,7,48,1,,,,,,8,18.70,
Devonta Freeman,2543583,RB,BAL,@PIT,,,,52,1,5,45,,,,,,10.99,9,18.20,7.21
James Conner,2557978,RB,ARI,@CHI,,,,75,,2,36,1,,,,,13.91,10,18.10,4.19
Damien Harris,2562281,RB,NE,@BUF,,,,111,1,,,,,,,,10.20,11,18.10,7.9
Travis Homer,2562665,RB,SEA,SF,,,,80,1,4,10,,,,,,2.95,12,18.00,15.05
Kenneth Gainwell,2566397,RB,PHI,@NYJ,,,,54,1,5,33,,,,,,6.87,13,17.20,10.33
Elijah Mitchell,2566538,RB,SF,@SEA,,,,66,1,3,18,,,,,,12.91,14,15.90,2.99
Miles Sanders,2562722,RB,PHI,@NYJ,,,,120,,3,22,,,,,,12.33,15,15.70,3.37
Mike Davis,2553439,RB,ATL,TB,,,,32,1,4,37,,,,,,6.43,16,14.90,8.47
Austin Ekeler,2559169,RB,LAC,@CIN,,,,59,1,5,45,,,,,2,15.32,17,14.90,-0.42
Tony Pollard,2562699,RB,DAL,@NO,,,,71,1,2,3,,,,,,9.99,18,14.40,4.41
Najee Harris,2566448,RB,PIT,BAL,,,,71,,5,36,,,,,,14.00,19,13.20,-0.8
Cordarrelle Patterson,2540145,RB,ATL,TB,,,,78,,3,18,,,,,,15.32,20,12.10,-3.22
Darrel Williams,2560935,RB,KC,DEN,,,,20,,3,60,,,,,,7.87,21,11.20,3.33
Saquon Barkley,2560968,RB,NYG,@MIA,,,,55,,6,19,,,,,,13.01,22,10.40,-2.61
Clyde Edwards-Helaire,2564271,RB,KC,DEN,,,,54,,3,28,,,,,,10.37,23,9.70,-0.67
Joe Mixon,2557976,RB,CIN,LAC,,,,54,1,,,,,,,1,16.21,24,9.40,-6.81
Tevin Coleman,2552453,RB,NYJ,PHI,,,,58,,3,19,,,,,,8.49,25,9.20,0.71
Deon Jackson,2565603,RB,IND,@HOU,,,,19,1,,,,,,,,1.29,26,7.90,6.61
Rhamondre Stevenson,2566343,RB,NE,@BUF,,,,78,,,,,,,,,8.85,27,7.80,-1.05
Brandon Bolden,2532797,RB,NE,@BUF,,,,28,,1,7,,,,1,,4.81,28,7.70,2.89
Mike Boone,2561099,RB,DEN,@KC,,,,35,,1,19,,,,,,1.58,29,7.60,6.02
Devontae Booker,2555223,RB,NYG,@MIA,,,,36,,4,18,,,,,,5.75,30,7.40,1.65
Nyheim Hines,2560742,RB,IND,@HOU,,,,24,,3,32,,,,,,6.50,31,7.10,0.6
Carlos Hyde,2543743,RB,JAX,@LA,,,,24,1,1,-1,,,,,1,,32,6.80,
Rashaad Penny,2560835,RB,SEA,SF,,,,35,,1,27,,,,,,3.55,33,6.70,3.15
Jamaal Williams,2558204,RB,DET,MIN,,,,71,,1,9,,,,,1,13.54,34,6.50,-7.04
Nick Bellore,2495262,RB,SEA,SF,,,,,,,,,,,,,0.36,35,6.00,5.64
Myles Gaskin,2562270,RB,MIA,NYG,,,,44,,2,5,,,,,,11.68,36,5.90,-5.78
Ty Montgomery,2552429,RB,NO,DAL,,,,21,,4,9,,,,,,3.65,37,5.80,2.15
Ezekiel Elliott,2555224,RB,DAL,@NO,,,,45,,2,2,,,,,,13.29,38,5.70,-7.59
Adrian Peterson,2507164,RB,SEA,SF,,,,16,1,,,,,,,1,,39,5.60,
Samaje Perine,2558138,RB,CIN,LAC,,,,36,,2,5,,,,,,3.38,40,5.10,1.72
Rex Burkhead,2539265,RB,HOU,IND,,,,30,,1,15,,,,,,11.20,41,5.00,-6.2
Latavius Murray,2541161,RB,BAL,@PIT,,,,1,,2,34,,,,,,4.26,42,4.50,0.24
Zack Moss,2563617,RB,BUF,NE,,,,21,,2,12,,,,,,6.35,43,4.30,-2.05
Kyle Juszczyk,2540230,RB,SF,@SEA,,,,,,2,21,,,,,,3.54,44,3.90,0.36
Devin Singletary,2562734,RB,BUF,NE,,,,36,,,,,,,,,8.49,45,3.60,-4.89
Wendell Smallwood,2555461,RB,WAS,@LV,,,,13,,2,12,,,,,,2.01,46,3.50,1.49
Godwin Igwebuike,2560749,RB,DET,MIN,,,,8,,1,13,,,,,,4.49,47,3.40,-1.09
Khalil Herbert,2565926,RB,CHI,ARI,,,,16,,1,11,,,,,,3.49,48,3.20,-0.29
Mark Ingram,2495466,RB,NO,DAL,,,,28,,1,-2,,,,,,13.73,49,3.10,-10.63
Justin Jackson,2560756,RB,LAC,@CIN,,,,15,,2,6,,,,,,1.47,50,3.10,1.63
