PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
George Kittle,2558266,TE,SF,@SEA,,,,5,,9,181,2,,,,,11.79,1,35.10,23.31
Dallas Goedert,2560995,TE,PHI,@NYJ,,,,,,6,105,2,,,,,9.08,2,25.50,16.42
Rob Gronkowski,497240,TE,TB,@ATL,,,,,,4,58,2,,,,,9.77,3,19.80,10.03
T.J. Hockenson,2562378,TE,DET,MIN,,,,,,4,49,1,,,,,,4,14.60,
Logan Thomas,2543767,TE,WAS,@LV,,,,,,3,48,1,,,,,,5,12.30,
Brock Wright,2567221,TE,DET,MIN,,,,,,2,28,1,,,,,0.00,6,9.80,9.8
Tyler Conklin,2561027,TE,MIN,@DET,,,,,,7,56,,,,,,6.74,7,9.10,2.36
Jimmy Graham,497236,TE,CHI,ARI,,,,,,1,1,1,,,1,,2.91,8,8.60,5.69
Ryan Griffin,2541316,TE,NYJ,PHI,,,,,,2,15,1,,,,,4.60,9,8.50,3.9
Evan Engram,2557858,TE,NYG,@MIA,,,,,,4,61,,,,,,7.88,10,8.10,0.22
Mike Gesicki,2560994,TE,MIA,NYG,,,,,,7,46,,,,,,7.66,11,8.10,0.44
John Bates,2566580,TE,WAS,@LV,,,,,,3,42,,,,,,1.35,12,7.40,6.05
Tyler Higbee,2555364,TE,LA,JAX,,,,,,5,48,,,,,,7.38,13,7.30,-0.08
Cole Kmet,2563704,TE,CHI,ARI,,,,,,3,41,,,,,,8.07,14,7.30,-0.77
Mark Andrews,2560957,TE,BAL,@PIT,,,,,,4,50,,,,,,9.39,15,7.00,-2.39
Cameron Brate,2550656,TE,TB,@ATL,,,,,,1,3,1,,,,,3.74,16,6.80,3.06
Kyle Pitts,2565830,TE,ATL,TB,,,,,,4,48,,,,,,10.29,17,6.80,-3.49
Dalton Schultz,2560866,TE,DAL,@NO,,,,,,5,43,,,,,,8.71,18,6.80,-1.91
Nick Vannett,2555289,TE,NO,DAL,,,,,,3,48,,,,,,1.68,19,6.30,4.62
Pat Freiermuth,2566442,TE,PIT,BAL,,,,,,3,26,,,,1,,7.57,20,6.10,-1.47
Noah Fant,2562383,TE,DEN,@KC,,,,,,4,33,,,,,,8.07,21,5.30,-2.77
Jared Cook,71265,TE,LAC,@CIN,,,,,,3,29,,,,,,6.62,22,4.40,-2.22
Travis Kelce,2540258,TE,KC,DEN,,,,,,3,27,,,,,,12.26,23,4.20,-8.06
James O'Shaughnessy,2553318,TE,JAX,@LA,,,,,,2,13,,,,,,5.81,24,4.00,-1.81
Foster Moreau,2562317,TE,LV,WAS,,,,,,1,34,,,,,,4.84,25,3.90,-0.94
Albert Okwuegbunam,2563911,TE,DEN,@KC,,,,,,3,21,,,,,,4.81,26,3.60,-1.21
C.J. Uzomah,2552559,TE,CIN,LAC,,,,,,3,20,,,,,,5.20,27,3.50,-1.7
Juwan Johnson,2564676,TE,NO,DAL,,,,,,1,27,,,,,,2.00,28,3.20,1.2
Kyle Rudolph,2495438,TE,NYG,@MIA,,,,,,2,18,,,,,,3.67,29,2.80,-0.87
Will Dissly,2561046,TE,SEA,SF,,,,,,2,7,,,,,,2.62,30,2.70,0.08
Dawson Knox,2562681,TE,BUF,NE,,,,,,2,14,,,,,,7.73,31,2.40,-5.33
Pharaoh Brown,2559018,TE,HOU,IND,,,,,,4,23,,,,,1,3.94,32,2.30,-1.64
Zach Gentry,2562654,TE,PIT,BAL,,,,,,2,10,,,,,,1.37,33,2.00,0.63
Jack Doyle,2540232,TE,IND,@HOU,,,,,,1,13,,,,,,6.03,34,1.80,-4.23
Demetrius Harris,2541187,TE,ARI,@CHI,,,,,,2,7,,,,,,0.00,35,1.70,1.7
Brevin Jordan,2566130,TE,HOU,IND,,,,,,2,7,,,,,,3.72,36,1.70,-2.02
Eric Tomlinson,2553744,TE,BAL,@PIT,,,,,,,,,,,,,0.22,37,1.70,1.48
Charlie Woerner,2565129,TE,SF,@SEA,,,,,,,,,,,,,0.70,38,1.70,1.0
Kenny Yeboah,2565768,TE,NYJ,PHI,,,,,,,,,,,,,0.61,39,1.70,1.09
Jonnu Smith,2558207,TE,NE,@BUF,,,,-1,,1,12,,,,,,5.23,40,1.60,-3.63
Zach Ertz,2540158,TE,ARI,@CHI,,,,,,1,10,,,,,,8.84,41,1.50,-7.34
Hunter Long,2566286,TE,MIA,NYG,,,,,,1,8,,,,,,0.81,42,1.30,0.49
Donald Parham,2562394,TE,LAC,@CIN,,,,,,2,3,,,,,,,43,1.30,
Kylen Granson,2566145,TE,IND,@HOU,,,,,,1,6,,,,,,1.85,44,1.10,-0.75
Josh Oliver,2562693,TE,BAL,@PIT,,,,,,,,,,,,,0.61,45,0.80,0.19
Sammis Reyes,2565807,TE,WAS,@LV,,,,,,,,,,,,,0.28,46,0.80,0.52
Mo Alie-Cox,2558832,TE,IND,@HOU,,,,,,1,,,,,,,3.27,47,0.50,-2.77
Kendall Blanton,2562234,TE,LA,JAX,,,,,,1,6,,,,,1,0.90,48,0.10,-0.8
Jordan Akins,2560951,TE,HOU,IND,,,,,,,,,,,,,0.00,49,0.00,0.0
Stephen Anderson,2556463,TE,LAC,@CIN,,,,,,,,,,,,,1.04,50,0.00,-1.04
Dan Arnold,2559385,TE,JAX,@LA,,,,,,,,,,,,,,51,0.00,
Devin Asiasi,2564586,TE,NE,@BUF,,,,,,,,,,,,,0.00,52,0.00,0.0
Antony Auclair,2559044,TE,HOU,IND,,,,,,,,,,,,,0.46,53,0.00,-0.46
Marcus Baugh,2560971,TE,FA,Bye,,,,,,,,,,,,,,54,0.00,
Evan Baylis,2559299,TE,FA,Bye,,,,,,,,,,,,,,55,0.00,
Andrew Beck,2562626,TE,DEN,@KC,,,,,,,,,,,,,,56,0.00,
Nate Becker,2563191,TE,FA,Bye,,,,,,,,,,,,,,57,0.00,
Ryan Becker,2564886,TE,FA,Bye,,,,,,,,,,,,,,58,0.00,
Blake Bell,2552478,TE,KC,DEN,,,,,,,,,,,,,0.79,59,0.00,-0.79
Kelvin Benjamin,2543471,TE,FA,Bye,,,,,,,,,,,,,,60,0.00,
Jibri Blount,2565672,TE,FA,Bye,,,,,,,,,,,,,,61,0.00,
Nick Bowers,2564415,TE,LV,WAS,,,,,,,,,,,,,0.00,62,0.00,0.0
Nick Boyle,2552402,TE,BAL,@PIT,,,,,,,,,,,,,0.00,63,0.00,0.0
Jacob Breeland,2565321,TE,FA,Bye,,,,,,,,,,,,,,64,0.00,
Daniel Brown,2553900,TE,NYJ,PHI,,,,,,,,,,,,,,65,0.00,
Harrison Bryant,2563767,TE,CLE,Bye,,,,,,,,,,,,,,66,0.00,
Hunter Bryant,2563923,TE,DET,MIN,,,,,,,,,,,,,0.00,67,0.00,0.0
Ian Bunting,2563073,TE,DAL,@NO,,,,,,,,,,,,,0.00,68,0.00,0.0
Trey Burton,2550284,TE,FA,Bye,,,,,,,,,,,,,,69,0.00,
Matt Bushman,2565639,TE,KC,DEN,,,,,,,,,,,,,1.01,70,0.00,-1.01
Jake Butt,2557859,TE,FA,Bye,,,,,,,,,,,,,,71,0.00,
Stephen Carlson,2563044,TE,CLE,Bye,,,,,,,,,,,,,,72,0.00,
Derek Carrier,2534241,TE,LV,WAS,,,,,,,,,,,,,0.00,73,0.00,0.0
Cethan Carter,2558929,TE,MIA,NYG,,,,,,,,,,,,,0.59,74,0.00,-0.59
Darion Clark,2563434,TE,FA,Bye,,,,,,,,,,,,,,75,0.00,
Jason Croom,2559159,TE,PHI,@NYJ,,,,,,,,,,,,,,76,0.00,
Dominique Dafney,2565540,TE,GB,Bye,,,,,,,,,,,,,,77,0.00,
Darrell Daniels,2558886,TE,ARI,@CHI,,,,,,,,,,,,,0.82,78,0.00,-0.82
Zach Davidson,2566301,TE,MIN,@DET,,,,,,,,,,,,,0.00,79,0.00,0.0
Tyler Davis,2564178,TE,GB,Bye,,,,,,,,,,,,,,80,0.00,
Josiah Deguara,2563980,TE,GB,Bye,,,,,,,,,,,,,,81,0.00,
Seth DeValve,2556365,TE,FA,Bye,,,,,,,,,,,,,,82,0.00,
Brandon Dillon,2562984,TE,NYJ,PHI,,,,,,,,,,,,,0.00,83,0.00,0.0
Ross Dwelley,2561060,TE,SF,@SEA,,,,,,,,,,,,,0.59,84,0.00,-0.59
Eric Ebron,2543466,TE,PIT,BAL,,,,,,,,,,,,,,85,0.00,
Tyler Eifert,2540148,TE,FA,Bye,,,,,,,,,,,,,,86,0.00,
Ben Ellefson,2564181,TE,MIN,@DET,,,,,,,,,,,,,0.00,87,0.00,0.0
Luke Farrell,2566160,TE,JAX,@LA,,,,,,,,,,,,,0.97,88,0.00,-0.97
Darren Fells,2540928,TE,TB,@ATL,,,,,,,,,,,,,0.00,89,0.00,0.0
Anthony Firkser,2558942,TE,TEN,Bye,,,,,,,,,,,,,,90,0.00,
Austin Fort,2563037,TE,TEN,Bye,,,,,,,,,,,,,,91,0.00,
Jody Fortson,2563259,TE,KC,DEN,,,,,,,,,,,,,,92,0.00,
Jordan Franks,2561330,TE,FA,Bye,,,,,,,,,,,,,,93,0.00,
