PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Kamu Grugier-Hill,2556363,LB,HOU,IND,10,10,1,3,,,,,,,,,,,1,,,11.37,1,32.00,20.63
Azeez Al-Shaair,2562462,LB,SF,@SEA,11,4,0.5,1,,1,,,,,,,,,1,,,11.50,2,28.40,16.9
T.J. Watt,2558064,LB,PIT,BAL,5,1,3.5,3,,1,,,,,,,,,6,,,9.18,3,27.30,18.12
Jordan Hicks,2552315,LB,ARI,@CHI,9,4,2,2,,,,,,,,,,,2,,,12.28,4,26.50,14.22
Blake Lynch,2564562,LB,MIN,@DET,6,3,2,1,,1,1,,,,,,,,1,,,6.68,5,23.10,16.42
Nick Vigil,2555528,LB,MIN,@DET,9,6,,,,,,,,,,,,,1,,,8.41,6,20.60,12.19
Drue Tranquill,2562765,LB,LAC,@CIN,6,4,1,1,,,,,,,,,,1,1,,,9.96,7,19.90,9.94
Denzel Perryman,2552310,LB,LV,WAS,9,3,,1,,,,,,,,,,,1,,,13.94,8,19.70,5.76
Cole Holcomb,2562872,LB,WAS,@LV,7,3,,,,,,,,,,,,2,,,,13.26,9,19.30,6.04
Foye Oluokun,2561132,LB,ATL,TB,8,7,,,,,,,,,,,,,,,,14.11,10,19.20,5.09
Bobby Wagner,2532966,LB,SEA,SF,6,3,,,1,,,,,,,,,1,,3,,13.23,11,18.70,5.47
C.J. Mosley,2543464,LB,NYJ,PHI,9,4,,,,,,,,,,,,,,,,12.11,12,18.50,6.39
Deion Jones,2555162,LB,ATL,TB,6,2,,,,,,,,,,,,2,,,,13.20,13,16.80,3.6
Quincy Williams,2562954,LB,NYJ,PHI,7,6,,,,,,,,,,,,,,,,8.86,14,16.70,7.84
Jordyn Brooks,2565135,LB,SEA,SF,6,6,,1,,,,,,,,,,,,,,12.31,15,16.50,4.19
