PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Devon Witherspoon,2570323,DB,SEA,@NYG,6,1,2,2,1,,,1,,,,,,1,3,97,,9.39,1,31.33,21.94
Harrison Smith,2532948,DB,MIN,@CAR,8,6,3,2,,1,,,,,,,,,3,,,8.07,2,29.60,21.53
DaRon Bland,2567490,DB,DAL,NE,3,1,,,2,,,1,,,,,,3,,64,,8.66,3,25.73,17.07
Jerry Jacobs,2566896,DB,DET,@GB,5,,,,2,,,,,,,,,4,,34,,9.14,4,25.63,16.49
Darious Williams,2561469,DB,JAX,ATL,4,1,,,1,,,1,,,,,,3,,61,,6.69,5,23.63,16.94
Antoine Winfield Jr.,2565261,DB,TB,@NO,6,3,1,2,,1,1,,,,,,,1,1,,,10.53,6,23.30,12.77
Kyle Dugger,2564601,DB,NE,@DAL,12,3,,1,,,,,,,,,,,1,,,9.13,7,21.80,12.67
Kamren Curl,2565270,DB,WAS,@PHI,9,3,1,1,,,,,,,,,,,1,,,9.67,8,19.30,9.63
Camryn Bynum,2566295,DB,MIN,@CAR,9,3,,,,1,,,,,,,,,,,,8.04,9,18.80,10.76
Tre'von Moehrig,2566268,DB,LV,@LAC,6,,,,1,,,,,,,,,2,,16,,7.15,10,18.03,10.88
Rudy Ford,2558174,DB,GB,DET,7,1,,,1,,,,,,,,,1,,21,,7.73,11,17.80,10.07
Kenny Moore II,2558976,DB,IND,LA,5,3,,,1,,,,,,,,,2,,,,8.84,12,17.80,8.96
Sam Franklin Jr.,2563638,DB,CAR,MIN,2,2,,,1,,,1,,,,,,1,,99,,3.15,13,17.50,14.35
Emmanuel Forbes,2570371,DB,WAS,@PHI,7,2,,,,,,,,,,,,2,,,,7.67,14,16.70,9.03
Isaac Yiadom,2560946,DB,NO,TB,5,1,,,1,,,,,,,,,2,,,,1.08,15,16.60,15.52
Delarrin Turner-Yell,2567532,DB,DEN,@CHI,9,,,,,,,,,,,,,1,1,,,8.91,16,16.50,7.59
Nick Scott,2562905,DB,CIN,@TEN,9,2,,1,,,,,,,,,,,,,,8.29,17,16.20,7.91
Reed Blankenship,2568057,DB,PHI,WAS,4,4,,,,,,,,,,,,3,,,,10.03,18,15.90,5.87
Darius Slay,2540288,DB,PHI,WAS,10,1,,,,,,,,,,,,,,,,7.40,19,15.60,8.2
Asante Samuel Jr.,2566511,DB,LAC,LV,6,,,,1,,,,,,,,,1,,8,,8.07,20,15.27,7.2
Richie Grant,2565818,DB,ATL,@JAX,9,2,,,,,,,,,,,,,1,,,9.75,21,15.20,5.45
Jessie Bates,2560970,DB,ATL,@JAX,5,3,,1,,1,,,,,,,,,1,,,8.82,22,14.80,5.98
Kyle Hamilton,2567274,DB,BAL,@CLE,5,,,,1,,,,,,,,,1,,,,9.53,23,13.50,3.97
Daxton Hill,2567451,DB,CIN,@TEN,3,5,,,1,,,,,,,,,1,,,,9.69,24,13.50,3.81
Micah Hyde,2539240,DB,BUF,MIA,4,1,,,1,,,,,,,,,1,,23,,7.40,25,13.37,5.97
Tyson Campbell,2566151,DB,JAX,ATL,5,1,,,,,,,,,,,,2,,,,8.54,26,13.10,4.56
Jeremy Chinn,2563632,DB,CAR,MIN,6,,1,1,,,,,,,,,,,1,,,8.14,27,13.00,4.86
Minkah Fitzpatrick,2560725,DB,PIT,@HOU,7,4,,,,,,,,,,,,,,,,9.78,28,12.90,3.12
Julian Love,2562414,DB,SEA,@NYG,6,4,,1,,,,,,,,,,,,,,10.25,29,12.90,2.65
Julius Brents,2569840,DB,IND,LA,8,1,,,,,,,,,,,,,,,,3.99,30,12.60,8.61
Mike Edwards,2562259,DB,KC,@NYJ,4,,1,1,,,,,,,,,,1,1,,,3.94,31,12.50,8.56
Steven Nelson,2552265,DB,HOU,PIT,3,1,,,1,,,,,,,,,1,,33,,6.99,32,12.20,5.21
Andre Cisco,2566154,DB,JAX,ATL,4,,,1,1,,,,,,,,,1,,18,,7.99,33,12.10,4.11
Michael Davis,2559164,DB,LAC,LV,8,,,,,,,,,,,,,,,,,9.63,34,12.00,2.37
Julian Blackmon,2564103,DB,IND,LA,7,2,,,,,,,,,,,,,,,,8.62,35,11.70,3.08
Dallis Flowers,2568906,DB,IND,LA,3,1,,1,,,,,,,,,,2,,,,6.38,36,11.60,5.22
Brian Branch,2569729,DB,DET,@GB,5,2,,,,,,,,,,,,1,,,,9.74,37,11.20,1.46
Quandre Diggs,2552262,DB,SEA,@NYG,3,,,,1,,,,,,,,,1,,21,,6.64,38,11.20,4.56
Taron Johnson,2560766,DB,BUF,MIA,3,1,,,,1,,,,,,,,1,,,,8.39,39,11.10,2.71
Levi Wallace,2560914,DB,PIT,@HOU,4,,,,,,,,,,,,,2,,,,8.40,40,11.00,2.6
Jabrill Peppers,2557980,DB,NE,@DAL,5,3,,1,,,,,,,,,,,,,,9.01,41,10.80,1.79
Geno Stone,2563584,DB,BAL,@CLE,2,1,,,1,,,,,,,,,1,,36,,8.17,42,10.80,2.63
Brandon Stephens,2565851,DB,BAL,@CLE,2,,,,1,,,,,,,,,1,,52,,9.49,43,10.73,1.24
Cam Taylor-Britt,2567454,DB,CIN,@TEN,4,2,,,,1,,,,,,,,,,,,8.92,44,10.70,1.78
Tracy Walker III,2560913,DB,DET,@GB,3,2,,1,,1,,,,,,,,,,,,9.54,45,10.70,1.16
Dee Delaney,2561041,DB,TB,@NO,3,,,,1,,,,,,,,,1,,4,,2.01,46,10.63,8.62
Amani Hooker,2562666,DB,TEN,CIN,4,1,,1,,,,,,,,,,1,,,,9.69,47,10.60,0.91
Terell Smith,2569636,DB,CHI,DEN,4,1,,1,,,,,,,,,,1,,,,7.99,48,10.60,2.61
Shaquill Griffin,2558259,DB,CAR,MIN,2,,,,,,,,,,,,,3,,,,7.77,49,10.50,2.73
Riq Woolen,2568288,DB,SEA,@NYG,4,3,,,,,,,,,,,,1,,,,6.30,50,10.30,4.0
Benjamin St-Juste,2566604,DB,WAS,@PHI,4,1,,,,1,,,,,,,,,,,,7.86,51,10.10,2.24
Kevin Byard,2555158,DB,PHI,WAS,6,,,,,,1,,,,,,,,,,,9.04,52,10.00,0.96
Josh Metellus,2564568,DB,MIN,@CAR,2,5,,1,,,,,,,,,,1,,,,11.18,53,10.00,-1.18
Arthur Maulet,2559087,DB,BAL,@CLE,3,2,,1,,,,,,,,,,1,,,,2.15,54,9.70,7.55
Grayland Arnold,2564814,DB,HOU,PIT,5,1,,1,,,,,,,,,,,,,,3.08,55,9.60,6.52
Pat Surtain II,2566043,DB,DEN,@CHI,3,,,,,,,,,,,,,2,,,,7.16,56,9.50,2.34
D.J. Reed,2560850,DB,NYJ,KC,5,3,,,,,,,,,,,,,,,,9.14,57,9.30,0.16
Greg Newsome II,2565980,DB,CLE,BAL,3,1,,1,,,,,,,,,,1,,,,6.42,58,9.10,2.68
Russ Yeast,2567865,DB,LA,@IND,4,1,,,,,,,,,,,,1,,,,8.45,59,9.10,0.65
Kei'Trel Clark,2570230,DB,ARI,@SF,5,,,1,,,,,,,,,,,,,,9.18,60,9.00,-0.18
Shaun Wade,2565854,DB,NE,@DAL,6,,,,,,,,,,,,,,,,,2.94,61,9.00,6.06
Roger McCreary,2567655,DB,TEN,CIN,4,2,,1,,,,,,,,,,,,,,4.58,62,8.70,4.12
Carlton Davis,2561039,DB,TB,@NO,4,,,,,,,,,,,,,1,,,,8.51,63,8.50,-0.01
Zyon McCollum,2568309,DB,TB,@NO,4,,,,,,,,,,,,,1,,,,7.74,64,8.50,0.76
K'Von Wallace,2564871,DB,TEN,CIN,4,4,,,,,,,,,,,,,,,,9.75,65,8.40,-1.35
Patrick Peterson,2495504,DB,PIT,@HOU,3,2,,,,,,,,,,,,1,,,,8.16,66,8.20,0.04
Ashtyn Davis,2564793,DB,NYJ,KC,1,1,,,1,,,,,,,,,1,,1,,0.60,67,8.13,7.53
Damarri Mathis,2567529,DB,DEN,@CHI,5,1,,,,,,,,,,,,,,,,9.10,68,8.10,-1.0
Trent McDuffie,2567802,DB,KC,@NYJ,5,1,,,,,,,,,,,,,,,,8.35,69,8.10,-0.25
Taylor Rapp,2562707,DB,BUF,MIA,5,1,,,,,,,,,,,,,,,,8.77,70,8.10,-0.67
