PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,y,ProjectionDiff
Mike Hughes,2560746,DB,KC,@PHI,9,1,,,,1,,,,,,,,1,,,,7.24,1,22.10,7.24,14.86
Eric Stokes,2566097,DB,GB,PIT,8,,,,1,,,,,,,,,2,,,,8.85,2,22.10,8.85,13.25
Antoine Winfield Jr.,2565261,DB,TB,@NE,5,2,,,1,1,,,,,,,,1,,,,10.00,3,19.60,10.0,9.6
Trevon Diggs,2563836,DB,DAL,CAR,4,,,,2,,,,,,,,,2,,23,,10.56,4,19.57,10.56,9.01
Desmond King,2557927,DB,HOU,@BUF,8,1,,1,,1,,,,,,,,,,,,4.11,5,19.40,4.11,15.29
Quandre Diggs,2552262,DB,SEA,@SF,5,2,,,1,,,,,,,,,2,,5,,8.75,6,18.77,8.75,10.02
Malcolm Jenkins,79848,DB,NO,NYG,8,4,,1,,,,,,,,,,,,,,11.00,7,18.30,11.0,7.3
Marcus Williams,2558847,DB,NO,NYG,4,2,,,1,1,,,,,,,,1,,3,,8.68,8,18.00,8.68,9.32
Lonnie Johnson,2562295,DB,HOU,@BUF,5,3,,,1,,,,,,,,,1,,32,,4.12,9,17.97,4.12,13.85
Anthony Brown,2555531,DB,DAL,CAR,6,,,,,,,,,,,,,3,,,,10.04,10,17.70,10.04,7.66
Justin Simmons,2555550,DB,DEN,BAL,6,2,,,,,,,,,,,,2,,,,10.02,11,16.80,10.02,6.78
Erik Harris,2555568,DB,ATL,WAS,4,2,,,,,,,,,,,,3,1,,,9.10,12,16.40,9.1,7.3
Bryce Hall,2564796,DB,NYJ,TEN,3,2,0.5,,,,,,,,,,,3,2,,,9.25,13,16.20,9.25,6.95
Javelin Guidry,2565504,DB,NYJ,TEN,9,1,,,,,,,,,,,,,,,,3.72,14,16.10,3.72,12.38
Kareem Jackson,496735,DB,DEN,BAL,8,3,,,,,,,,,,,,,,,,9.24,15,16.00,9.24,6.76
Bobby McCain,2552434,DB,WAS,@ATL,5,,,,,,,,,,,,,3,,,,3.07,16,16.00,3.07,12.93
Terrance Mitchell,2543637,DB,HOU,@BUF,3,3,,,,1,,,,,,,,2,,,,8.27,17,16.00,8.27,7.73
Caden Sterns,2566040,DB,DEN,BAL,3,,2,2,,,,,,,,,,1,2,,,2.16,18,15.60,2.16,13.44
