PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingInt,PassingTD,RushingPassingYDS,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,y,ProjectionDiff
C.J. Uzomah,2552559,TE,CIN,JAX,,,,,5,95,2,,,,,4.70,1,24.00,4.7,19.3
Dawson Knox,2562681,TE,BUF,HOU,,,,,5,37,2,,,,,8.35,2,18.20,8.35,9.85
Mo Alie-Cox,2558832,TE,IND,@MIA,,,,,3,42,2,,,,,3.40,3,17.70,3.4,14.3
Jared Cook,71265,TE,LAC,LV,,,,,6,70,1,,,,,8.87,4,16.00,8.87,7.13
Maxx Williams,2552468,TE,ARI,@LA,,,,,5,66,1,,,,,,5,15.10,,
Dalton Schultz,2560866,TE,DAL,CAR,,,,,6,58,1,,,,,8.13,6,14.80,8.13,6.67
Darren Waller,2552408,TE,LV,@LAC,,,,,4,50,1,,,,,14.27,7,14.70,14.27,0.43
Mike Gesicki,2560994,TE,MIA,IND,,,,,5,57,1,,,,,7.40,8,14.20,7.4,6.8
Noah Fant,2562383,TE,DEN,BAL,,,,,6,46,1,,,,,8.76,9,13.60,8.76,4.84
Dallas Goedert,2560995,TE,PHI,KC,,,,,5,56,1,,,,1,8.16,10,12.10,8.16,3.94
Hunter Henry,2555341,TE,NE,TB,,,,,4,32,1,,,,,7.29,11,11.20,7.29,3.91
Mark Andrews,2560957,TE,BAL,@DEN,,,,,5,67,,,,,,8.86,12,9.20,8.86,0.34
Zach Ertz,2540158,TE,ARI,@LA,,,,,6,60,,,,,,4.04,13,9.00,4.04,4.96
Juwan Johnson,2564676,TE,NO,NYG,,,,,2,20,1,,,,,1.95,14,9.00,1.95,7.05
Jonnu Smith,2558207,TE,NE,TB,,,,,3,14,1,,,,,5.03,15,8.90,5.03,3.87
Donald Parham,2562394,TE,LAC,LV,,,,,2,17,1,,,,,2.98,16,8.70,2.98,5.72
Ross Dwelley,2561060,TE,SF,SEA,,,,,1,21,1,,,,,1.35,17,8.60,1.35,7.25
