PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingInt,PassingTD,RushingPassingYDS,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,y,ProjectionDiff
Cordarrelle Patterson,2540145,RB,ATL,WAS,,,,34,5,82,3,,,,,9.02,1,32.10,9.02,23.08
Austin Ekeler,2559169,RB,LAC,LV,,,,117,3,28,1,,,,,16.90,2,28.00,16.9,11.1
Saquon Barkley,2560968,RB,NYG,@NO,,,,52,5,74,1,,,,1,11.61,3,25.10,11.61,13.49
Derrick Henry,2556075,RB,TEN,@NYJ,,,,157,2,20,,,,,,,4,24.70,,
David Montgomery,2562502,RB,CHI,DET,,,,106,,,,,,,,14.16,5,22.60,14.16,8.44
Ezekiel Elliott,2555224,RB,DAL,CAR,,,,143,,,,,,,,12.67,6,20.30,12.67,7.63
James Robinson,2564223,RB,JAX,@CIN,,,,78,1,-2,,,,,,13.76,7,20.10,13.76,6.34
Jonathan Taylor,2564148,RB,IND,@MIA,,,,103,3,11,,,,,,12.68,8,18.90,12.68,6.22
Clyde Edwards-Helaire,2564271,RB,KC,@PHI,,,,102,2,12,1,,,,,,9,18.40,,
Najee Harris,2566448,RB,PIT,@GB,,,,62,6,29,,,,,,15.08,10,18.10,15.08,3.02
Kenneth Gainwell,2566397,RB,PHI,KC,,,,31,6,58,,,,,,6.36,11,17.90,6.36,11.54
James Conner,2557978,RB,ARI,@LA,,,,50,2,16,,,,,1,7.33,12,17.60,7.33,10.27
Chase Edmonds,2560711,RB,ARI,@LA,,,,120,4,19,,,,,,11.48,13,15.90,11.48,4.42
Kareem Hunt,2557917,RB,CLE,@MIN,,,,69,2,17,,,,,,,14,15.60,,
Leonard Fournette,2557973,RB,TB,@NE,,,,92,3,47,,,,,,12.91,15,15.40,12.91,2.49
Alex Collins,2555430,RB,SEA,@SF,,,,44,2,34,,,,,,2.76,16,14.80,2.76,12.04
Antonio Gibson,2565276,RB,WAS,@ATL,,,,63,2,12,,,,,,11.95,17,14.50,11.95,2.55
J.D. McKissic,2556440,RB,WAS,@ATL,,,,15,5,44,1,,,,,6.83,18,14.40,6.83,7.57
Darrell Henderson,2562574,RB,LA,ARI,,,,89,5,27,,,,,,11.13,19,14.10,11.13,2.97
Damien Williams,2550512,RB,CHI,DET,,,,55,2,15,,,,,,5.20,20,14.00,5.2,8.8
Joe Mixon,2557976,RB,CIN,JAX,,,,67,1,,,,,,,15.83,21,13.20,15.83,-2.63
Darrel Williams,2560935,RB,KC,@PHI,,,,42,2,16,,,,,,4.95,22,12.80,4.95,7.85
Jeremy McNichols,2557977,RB,TEN,@NYJ,,,,11,8,74,,,,,,4.09,23,12.50,4.09,8.41
Zack Moss,2563617,RB,BUF,HOU,,,,61,,,,,,,,9.69,24,12.10,9.69,2.41
Alvin Kamara,2558019,RB,NO,NYG,,,,120,,,,,,,,20.20,25,12.00,20.2,-8.2
Latavius Murray,2541161,RB,BAL,@DEN,,,,59,,,,,,,,7.96,26,11.90,7.96,3.94
Brandon Bolden,2532797,RB,NE,TB,,,,,6,51,,,,,,3.27,27,11.50,3.27,8.23
Nick Chubb,2561021,RB,CLE,@MIN,,,,100,1,5,,,,,,14.02,28,11.00,14.02,-3.02
A.J. Dillon,2563986,RB,GB,PIT,,,,81,1,16,,,,,,5.12,29,10.20,5.12,5.08
Michael Carter,2566382,RB,NYJ,TEN,,,,38,1,-4,,,,,,12.16,30,9.90,12.16,-2.26
Mike Davis,2553439,RB,ATL,WAS,,,,14,2,12,1,,,,,13.69,31,9.60,13.69,-4.09
Aaron Jones,2558116,RB,GB,PIT,,,,48,3,51,,,,,1,16.05,32,9.40,16.05,-6.65
Trey Sermon,2566544,RB,SF,SEA,,,,89,,,,,,,,13.10,33,8.90,13.1,-4.2
Ronald Jones,2560770,RB,TB,@NE,,,,25,,,,,,,,6.26,34,8.50,6.26,2.24
Josh Jacobs,2562377,RB,LV,@LAC,,,,40,5,17,,,,,,9.74,35,8.20,9.74,-1.54
Chuba Hubbard,2565899,RB,CAR,@DAL,,,,57,2,14,,,,,,9.81,36,8.10,9.81,-1.71
Rodney Smith,2563680,RB,FA,Bye,,,,,5,48,,,,,,,37,8.10,,
Melvin Gordon,2552469,RB,DEN,BAL,,,,56,2,11,,,,,,11.65,38,7.70,11.65,-3.95
Javonte Williams,2566049,RB,DEN,BAL,,,,48,3,11,,,,,,6.26,39,7.40,6.26,1.14
Devin Singletary,2562734,RB,BUF,HOU,,,,79,1,7,,,,,1,9.19,40,7.10,9.19,-2.09
DeeJay Dallas,2565144,RB,SEA,@SF,,,,,,,,,,,,1.83,41,6.90,1.83,5.07
D'Andre Swift,2563965,RB,DET,@CHI,,,,16,4,33,,,,,,12.35,42,6.90,12.35,-5.45
Tony Pollard,2562699,RB,DAL,CAR,,,,67,,,,,,,,7.93,43,6.70,7.93,-1.23
Jamaal Williams,2558204,RB,DET,@CHI,,,,66,,,,,,,,10.16,44,6.60,10.16,-3.56
Ty Montgomery,2552429,RB,NO,NYG,,,,7,3,42,,,,,,2.98,45,6.40,2.98,3.42
David Johnson,2553435,RB,HOU,@BUF,,,,21,3,27,,,,,,4.80,46,6.30,4.8,1.5
Miles Sanders,2562722,RB,PHI,KC,,,,13,3,34,,,,,,,47,6.20,,
Kyle Juszczyk,2540230,RB,SF,SEA,,,,,4,41,,,,,,4.62,48,6.10,4.62,1.48
Dalvin Cook,2557991,RB,MIN,CLE,,,,34,2,10,,,,,,17.54,49,5.40,17.54,-12.14
Nick Bellore,2495262,RB,SEA,@SF,,,,,,,,,,,,0.00,50,4.20,0.0,4.2
Tevin Coleman,2552453,RB,NYJ,TEN,,,,14,2,17,,,,,,2.55,51,4.10,2.55,1.55
Mark Ingram,2495466,RB,NO,NYG,,,,24,,,,,,,,8.46,52,4.10,8.46,-4.36
Chris Carson,2558865,RB,SEA,@SF,,,,30,1,1,,,,,,,53,3.60,,
Damien Harris,2562281,RB,NE,TB,,,,-4,2,30,,,,,,11.80,54,3.60,11.8,-8.2
Justin Jackson,2560756,RB,LAC,LV,,,,-4,4,17,,,,,,4.45,55,3.30,4.45,-1.15
Malcolm Brown,2552382,RB,MIA,IND,,,,23,1,4,,,,,,,56,3.20,,
Larry Rountree III,2566505,RB,LAC,LV,,,,31,,,,,,,,0.00,57,3.10,0.0,3.1
