PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,y,ProjectionDiff
Quincy Williams,2562954,LB,NYJ,TEN,10,2,1,2,,,,,,,,,,1,1,,,9.97,1,26.60,9.97,16.63
C.J. Mosley,2543464,LB,NYJ,TEN,10,3,1,1,,,,,,,,,,,1,,,12.04,2,23.40,12.04,11.36
Alec Ogletree,2540143,LB,CHI,DET,10,2,,1,,,,,,,,,,1,,,,6.54,3,22.60,6.54,16.06
Eric Wilson,2559012,LB,HOU,@BUF,6,5,,,1,,,,,,,,,1,1,7,,11.32,4,20.93,11.32,9.61
Foye Oluokun,2561132,LB,ATL,WAS,6,6,1,,,,,,,,,,,1,2,,,12.99,5,20.50,12.99,7.51
Cory Littleton,2556593,LB,LV,@LAC,9,5,,,,,,,,,,,,,,,,9.14,6,19.30,9.14,10.16
Roquan Smith,2560877,LB,CHI,DET,8,2,1,1,,,,,,,,,,,1,,,14.30,7,19.20,14.3,4.9
Denzel Perryman,2552310,LB,LV,@LAC,8,4,,1,,,,,,,,,,,,,,11.53,8,18.30,11.53,6.77
Trevis Gipson,2563695,LB,CHI,DET,3,1,1,2,,1,,,,,,,,1,1,,,2.13,9,17.40,2.13,15.27
Harold Landry,2560784,LB,TEN,@NYJ,5,2,1,3,,,,,,,,,,,1,,,8.68,10,17.10,8.68,8.42
Darius Leonard,2560789,LB,IND,@MIA,5,3,,1,,,1,,,,,,,1,,,8,14.65,11,16.17,14.65,1.52
Robert Quinn,2495485,LB,CHI,DET,5,,1,1,,1,,,,,,,,,1,,,4.67,12,16.00,4.67,11.33
Cole Holcomb,2562872,LB,WAS,@ATL,4,5,,1,,1,,,,,,,,,,,,11.20,13,15.80,11.2,4.6
Jordyn Brooks,2565135,LB,SEA,@SF,4,3,1,1,,,,,,,,,,1,1,,,9.55,14,15.70,9.55,6.15
Matt Judon,2555505,LB,NE,TB,4,3,1,2,,,,,,,,,,,2,,,8.06,15,15.20,8.06,7.14
Blake Lynch,2564562,LB,MIN,CLE,7,1,,,,,,,,,,,,1,,,,5.14,16,15.20,5.14,10.06
Logan Wilson,2563752,LB,CIN,JAX,4,6,1,1,,,,,,,,,,,,,,10.28,17,15.10,10.28,4.82
Bobby Wagner,2532966,LB,SEA,@SF,5,5,,,,,,,,,,,,1,,,,13.61,18,15.00,13.61,1.39
T.J. Watt,2558064,LB,PIT,@GB,3,1,2,2,,,1,,,,,,,,2,,,7.19,19,14.90,7.19,7.71
Pete Werner,2566358,LB,NO,NYG,6,4,,1,,,,,,,,,,,,,,6.41,20,14.90,6.41,8.49
Andrew Van Ginkel,2562768,LB,MIA,IND,5,1,,2,,,,,,,,,,1,,,,6.75,21,14.80,6.75,8.05
De'Vondre Campbell,2555255,LB,GB,PIT,5,4,,,,,,,,,,,,1,1,,,12.87,22,14.70,12.87,1.83
Tremaine Edmunds,2560713,LB,BUF,HOU,4,2,,,1,,,,,,,,,1,,4,,11.86,23,14.53,11.86,2.67
Dee Ford,2543494,LB,SF,SEA,2,1,2,1,,1,,,,,,,,,2,,,,24,14.20,,
Lavonte David,2532828,LB,TB,@NE,5,2,,1,,,,,,,,,,1,,,,11.69,25,14.10,11.69,2.41
Deion Jones,2555162,LB,ATL,WAS,4,7,,1,,,,,,,,,,,,,,11.72,26,13.90,11.72,2.18
Devin Bush,2562243,LB,PIT,@GB,5,1,1,1,,,,,,,,,,,2,,,10.15,27,13.80,10.15,3.65
Terrell Lewis,2564370,LB,LA,ARI,4,,1,1,,1,,,,,,,,,,,,6.96,28,13.80,6.96,6.84
Rashan Gary,2562376,LB,GB,PIT,4,2,1,1,,,,,,,,,,,3,,,5.18,29,13.40,5.18,8.22
Eric Kendricks,2552312,LB,MIN,CLE,6,4,,,,,,,,,,,,,,,,13.43,30,13.40,13.43,-0.03
Joe Schobert,2555166,LB,PIT,@GB,5,3,,,,,,,,,,,,1,,,,13.88,31,13.40,13.88,-0.48
Tyler Matakevich,2555171,LB,BUF,HOU,4,,,,1,,,,,,,,,1,,15,,7.07,32,13.30,7.07,6.23
Malcolm Smith,2499278,LB,CLE,@MIN,6,2,,1,,,,,,,,,,,,,,7.40,33,13.30,7.4,5.9
Germaine Pratt,2562702,LB,CIN,JAX,5,4,,1,,,,,,,,,,,,,,6.65,34,13.20,6.65,6.55
Fred Warner,2560917,LB,SF,SEA,5,4,,1,,,,,,,,,,,,,,12.35,35,13.20,12.35,0.85
Tyus Bowser,2558166,LB,BAL,@DEN,2,2,2,2,,,,,,,,,,,2,,,5.81,36,13.00,5.81,7.19
Chris Board,2561301,LB,BAL,@DEN,6,3,,,,,,,,,,,,,,,,2.64,37,12.60,2.64,9.96
Alex Singleton,2553739,LB,PHI,KC,6,3,,,,,,,,,,,,,,,,12.29,38,12.60,12.29,0.31
Leonard Floyd,2555285,LB,LA,ARI,5,,1,1,,,,,,,,,,,1,,,7.50,39,12.50,7.5,5.0
Joe Tryon-Shoyinka,2566574,LB,TB,@NE,2,,2,2,,,,,,,,,,,4,,,2.07,40,12.40,2.07,10.33
Christian Kirksey,2543720,LB,HOU,@BUF,4,3,,,,,,,,,,,,1,1,,,,41,12.20,,
Shaquil Barrett,2550541,LB,TB,@NE,3,,1,1,,,,,,,,,,1,2,,,6.81,42,12.10,6.81,5.29
Devin White,2562781,LB,TB,@NE,5,,,,,,,,,,,,,1,2,,,13.85,43,12.00,13.85,-1.85
Jordan Hicks,2552315,LB,ARI,@LA,6,2,,,,,,,,,,,,,,,,12.36,44,11.80,12.36,-0.56
Azeez Al-Shaair,2562462,LB,SF,SEA,4,6,,,,,,,,,,,,,,,,10.86,45,11.60,10.86,0.74
A.J. Johnson,2561704,LB,DEN,BAL,5,3,,,,,,,,,,,,,,,,,46,10.90,,
Tae Crowder,2564727,LB,NYG,@NO,4,5,,,,,,,,,,,,,,,,12.58,47,10.80,12.58,-1.78
Kamu Grugier-Hill,2556363,LB,HOU,@BUF,4,3,,1,,,,,,,,,,,,,,7.93,48,10.70,7.93,2.77
Bobby Okereke,2562416,LB,IND,@MIA,2,6,,,,,,,,,,,,1,,,,11.10,49,10.70,11.1,-0.4
Rashaan Evans,2560718,LB,TEN,@NYJ,6,,,,,,,,,,,,,,,,,9.24,50,10.20,9.24,0.96
Jeremiah Owusu-Koramoah,2565983,LB,CLE,@MIN,5,2,,,,,,,,,,,,,,,,,51,10.10,,
Reggie Ragland,2555169,LB,NYG,@NO,4,4,,,,,,,,,,,,,,,,4.47,52,10.00,4.47,5.53
Kyler Fackrell,2555340,LB,LAC,LV,2,,1,1,,,,,,,,,,1,1,,,5.59,53,9.90,5.59,4.31
Micah Parsons,2566019,LB,DAL,CAR,3,1,1,1,,,,,,,,,,,1,,,7.22,54,9.90,7.22,2.68
Alex Anzalone,2558163,LB,DET,@CHI,4,3,,,,,,,,,,,,,1,,,9.00,55,9.70,9.0,0.7
Demario Davis,2533008,LB,NO,NYG,5,1,,,,,,,,,,,,,,,,12.39,56,9.30,12.39,-3.09
Elandon Roberts,2556119,LB,MIA,IND,5,1,,,,,,,,,,,,,,,,8.49,57,9.30,8.49,0.81
Isaiah Simmons,2564940,LB,ARI,@LA,4,3,,,,,,,,,,,,,,,,11.68,58,9.20,11.68,-2.48
Derrick Barnes,2566055,LB,DET,@CHI,4,1,,1,,,,,,,,,,,,,,6.79,59,9.10,6.79,2.31
Oren Burks,2560984,LB,GB,PIT,3,3,,1,,,,,,,,,,,,,,2.02,60,9.00,2.02,6.98
