PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,y,ProjectionDiff
Quinnen Williams,2562599,DL,NYJ,TEN,6,1,2,1,,,,,,,,,,,2,,,5.40,1,17.50,5.4,12.1
Sebastian Joseph-Day,2561079,DL,LA,ARI,7,1,1,1,,,,,,,,,,,1,,,,2,16.70,,
Danielle Hunter,2552603,DL,MIN,CLE,5,2,1,1,,,,,,,,,,,1,,,,3,14.10,,
Michael Danna,2564262,DL,KC,@PHI,3,1,2,2,,,,,,,,,,,2,,,4.98,4,13.90,4.98,8.92
Randy Gregory,2552446,DL,DAL,CAR,2,1,2,2,,,,,,,,,,,4,,,4.27,5,13.20,4.27,8.93
Cameron Heyward,2508109,DL,PIT,@GB,5,3,,1,,,,,,,,,,,1,,,7.76,6,12.90,7.76,5.14
Myles Garrett,2557965,DL,CLE,@MIN,3,2,0.5,2,,,,,,,,,,,4,,,6.61,7,12.70,6.61,6.09
Christian Wilkins,2562782,DL,MIA,IND,4,3,,2,,,,,,,,,,,1,,,5.25,8,12.70,5.25,7.45
Sheldon Richardson,2540142,DL,MIN,CLE,4,1,,,,,,,,,,,,2,,,,2.75,9,12.60,2.75,9.85
John Franklin-Myers,2560731,DL,NYJ,TEN,3,1,1,2,,,,,,,,,,,3,,,3.71,10,12.40,3.71,8.69
Charles Harris,2558001,DL,DET,@CHI,3,1,1,,,1,,,,,,,,,2,,,2.57,11,12.40,2.57,9.83
Dexter Lawrence,2562301,DL,NYG,@NO,4,2,,1,,,,,,,,,,1,,,,4.45,12,12.40,4.45,7.95
Darius Philon,2552676,DL,LV,@LAC,2,1,2,2,,,,,,,,,,,2,,,2.32,13,12.20,2.32,9.88
Kemoko Turay,2560905,DL,IND,@MIA,2,1,2,2,,,,,,,,,,,2,,,1.76,14,12.20,1.76,10.44
William Gholston,2540176,DL,TB,@NE,4,,1,1,,,,,,,,,,,3,,,3.01,15,11.80,3.01,8.79
Jonathan Allen,2557844,DL,WAS,@ATL,3,5,,1,,,,,,,,,,,2,,,6.41,16,11.60,6.41,5.19
Javon Hargrave,2555239,DL,PHI,KC,3,3,1,1,,,,,,,,,,,1,,,5.38,17,11.50,5.38,6.12
Grover Stewart,2558766,DL,IND,@MIA,2,1,1,,,1,,,,,,,,,2,,,5.15,18,10.70,5.15,5.55
Justin Madubuike,2563563,DL,BAL,@DEN,2,,1,1,,,,,,,,,,1,2,,,3.18,19,10.40,3.18,7.22
Kingsley Keke,2562300,DL,GB,PIT,1,,1,,,1,,,,,,,,1,,,,2.96,20,9.70,2.96,6.74
Chris Wormley,2557862,DL,PIT,@GB,3,1,,,,1,,,,,,,,,,,,5.52,21,9.40,5.52,3.88
Christian Covington,2552602,DL,LAC,LV,3,,1,1,,,,,,,,,,,1,,,3.12,22,9.10,3.12,5.98
Everson Griffen,496790,DL,MIN,CLE,3,,1,1,,,,,,,,,,,1,,,3.53,23,9.10,3.53,5.57
Star Lotulelei,2539329,DL,BUF,HOU,3,,1,1,,,,,,,,,,,1,,,2.22,24,9.10,2.22,6.88
Emmanuel Ogbah,2555278,DL,MIA,IND,2,2,1,1,,,,,,,,,,,1,,,5.68,25,9.00,5.68,3.32
Bryce Huff,2565510,DL,NYJ,TEN,1,1,1.5,1,,,,,,,,,,,3,,,,26,8.50,,
Brian Burns,2562242,DL,CAR,@DAL,3,1,,,,,,,,,,,,1,,,,8.38,27,8.40,8.38,0.02
Sam Hubbard,2560745,DL,CIN,JAX,4,2,,,,,,,,,,,,,,,,7.62,28,8.40,7.62,0.78
Deatrich Wise,2558000,DL,NE,TB,3,1,,,,,,,,,,,,1,,,,4.96,29,8.40,4.96,3.44
Nick Bosa,2562629,DL,SF,SEA,1,2,1,1,,,,,,,,,,,3,,,6.52,30,8.30,6.52,1.78
Austin Bryant,2562240,DL,DET,@CHI,4,,,1,,,,,,,,,,,,,,2.09,31,8.30,2.09,6.21
Jeffery Simmons,2562733,DL,TEN,@NYJ,4,,,1,,,,,,,,,,,,,,4.42,32,8.30,4.42,3.88
Joey Bosa,2555249,DL,LAC,LV,1,,1,,,1,,,,,,,,,2,,,5.81,33,8.20,5.81,2.39
Chauncey Golston,2566007,DL,DAL,CAR,3,2,0.5,,,,,,,,,,,,1,,,2.79,34,8.20,2.79,5.41
Adam Gotsis,2555502,DL,JAX,@CIN,2,1,1,1,,,,,,,,,,,1,,,3.00,35,8.20,3.0,5.2
Osa Odighizuwa,2566016,DL,DAL,CAR,2,1,0.5,1,,,,,,,,,,,3,,,4.04,36,8.20,4.04,4.16
Denico Autry,2550646,DL,TEN,@NYJ,3,,,2,,,,,,,,,,,,,,4.16,37,8.10,4.16,3.94
Chase Young,2565294,DL,WAS,@ATL,3,1,,1,,,,,,,,,,,1,,,6.60,38,7.90,6.6,1.3
