PlayerName,PlayerId,Pos,Team,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Maxx Crosby,2562439,DL,LV,51,27,11.5,19,,3,1,,,,,,1,4,29,,,1,198.80
Jonathan Allen,2557844,DL,WAS,42,17,7.5,16,1,2,,,,,,,,3,17,1,,2,150.53
Christian Wilkins,2562782,DL,MIA,48,33,2.5,14,,2,1,,,,,,,2,6,,2,3,150.07
Nick Bosa,2562629,DL,SF,34,7,15.5,16,,1,,,,,,,,1,38,,,4,143.40
Myles Garrett,2557965,DL,CLE,28,14,13.5,15,,2,,,,,,,,4,22,,,5,136.30
Brian Burns,2562242,DL,CAR,31,27,10.5,14,,1,,,,,,,,2,18,,,6,133.80
Quinnen Williams,2562599,DL,NYJ,31,16,11,12,,1,1,,,,,,1,3,23,,12,7,132.40
Alex Highsmith,2564982,DL,PIT,31,20,11,9,,5,,,,,,,,1,16,,,8,132.20
Danielle Hunter,2552603,DL,MIN,40,15,8.5,12,,,,,,,,,,3,16,,,9,130.50
Daron Payne,2560834,DL,WAS,23,30,8.5,15,,,1,,,,1,,,5,16,,,10,128.10
DeForest Buckner,2555275,DL,IND,35,26,6.5,9,,1,1,,,,,,,3,17,,,11,127.30
Sam Hubbard,2560745,DL,CIN,33,24,6.5,11,,1,,,,,,,,3,21,,,12,126.30
Grover Stewart,2558766,DL,IND,42,20,4,9,,,1,,,,,,2,2,6,,,13,123.90
Demarcus Lawrence,2543490,DL,DAL,36,18,6,9,,2,2,,1,,,,,,12,,19,14,120.73
Josh Sweat,2560889,DL,PHI,30,14,9.5,14,,1,,,,,,,,,21,,,15,116.20
Jeffery Simmons,2562733,DL,TEN,24,24,7.5,9,,1,,,,,,,,7,12,,,16,115.50
Javon Hargrave,2555239,DL,PHI,30,19,10,9,,1,2,,,,,,,1,14,,,17,114.70
Cameron Heyward,2508109,DL,PIT,30,25,6.5,8,,1,1,,,,,,,2,16,,,18,113.50
Dexter Lawrence,2562301,DL,NYG,26,31,6.5,5,,2,,,,,,,,2,24,,,19,113.50
Chris Jones,2556369,DL,KC,22,10,11,12,,2,1,,,,,,,4,18,,2,20,112.47
Zach Allen,2562219,DL,ARI,22,25,5.5,9,,,,,,,,,,8,19,,,21,111.40
Grady Jarrett,2552327,DL,ATL,27,26,6,11,,,,,,,,,,3,14,,,22,109.70
Zach Sieler,2561129,DL,MIA,34,24,2.5,4,,2,,,,,,,,4,9,,,23,109.50
J.J. Watt,2495488,DL,ARI,21,6,9.5,12,,1,1,,,,,,,6,19,,,24,106.50
Deatrich Wise,2558000,DL,NE,27,23,6.5,6,,2,,,,,,,,3,9,,,25,105.30
Aaron Donald,2543485,DL,LA,27,22,5,10,,1,1,,,,,,,2,11,,,26,103.50
Montez Sweat,2562749,DL,WAS,23,16,7,12,,,,,,,,,,2,26,,,27,101.90
Aidan Hutchinson,2567547,DL,DET,27,13,7,7,2,,1,,,,,,,2,13,20,,28,100.97
Derrick Brown,2563629,DL,CAR,27,29,1,5,1,,,,,,,,,6,7,,,29,100.60
Cameron Jordan,2495184,DL,NO,26,21,5.5,10,,1,,,,,,,,2,10,,,30,100.50
Dre'Mont Jones,2562412,DL,DEN,24,23,6.5,9,,1,,,,,,,,,10,,,31,94.20
Kayvon Thibodeaux,2568015,DL,NYG,25,13,3,4,,2,2,,1,,,,,3,11,,1,32,90.93
Greg Rousseau,2565875,DL,BUF,22,9,7,8,,1,,,,,,,,4,12,,,33,90.10
Kwity Paye,2565612,DL,IND,30,8,6,9,,,,,,,,,,,9,,,34,87.40
Sebastian Joseph-Day,2561079,DL,LAC,24,25,1,8,,1,1,,,,1,,,,5,,,35,85.80
Trey Hendrickson,2557943,DL,CIN,19,10,6,5,,2,,,,,,,,3,22,,,36,85.30
Travon Walker,2567778,DL,JAX,22,23,3.5,4,1,1,,,,,,,,2,8,9,,37,85.10
Calais Campbell,744,DL,BAL,18,18,5.5,4,,2,,,,,,,1,2,14,,,38,84.00
Brandon Graham,496788,DL,PHI,16,12,8.5,9,,2,,,,,,,,1,13,,,39,83.30
Justin Jones,2560769,DL,CHI,20,20,2,8,,,1,,,,,,,4,5,,,40,79.50
Kenny Clark,2555282,DL,GB,25,22,3,5,,,,,,,,,,,8,,,41,77.60
Frank Clark,2552629,DL,KC,18,14,5,6,,1,1,,,,1,,,1,11,,,42,77.30
Fletcher Cox,2533051,DL,PHI,19,18,6,6,,1,1,,,,,,,,10,,,43,77.20
Harrison Phillips,2560840,DL,MIN,25,29,1.5,3,,,1,,,,,,,,6,,,44,77.20
Markus Golden,2552273,DL,ARI,21,20,2.5,7,,,,,,,,,,,19,,,45,76.70
Yannick Ngakoue,2555421,DL,IND,16,11,9.5,7,,1,,,,,,,,,15,,,46,76.50
Dorance Armstrong,2560959,DL,DAL,14,11,8,7,,1,2,,,,,,2,,13,,1,47,75.13
Rasheem Green,2560998,DL,HOU,24,12,3.5,5,,,,,,,,,,2,7,,,48,73.40
DaVon Hamilton,2564190,DL,JAX,21,23,1.5,4,,1,1,,,,,,,1,5,,,49,72.60
D.J. Jones,2558265,DL,DEN,22,12,2,3,,,,,,,,,,6,4,,,50,72.50
Roy Robertson-Harris,2556665,DL,JAX,24,15,1,5,,,,,,,,,,3,5,,,51,72.30
Dante Fowler Jr.,2553431,DL,DAL,21,4,5,7,,1,,,,,,,,2,7,,,52,71.40
Vita Vea,2560909,DL,TB,15,16,6.5,7,,1,,,,,,,,,11,,,53,70.80
Leonard Williams,2552486,DL,NYG,24,15,1.5,3,,1,2,,,,,,,,10,,,54,70.80
D.J. Wonnum,2564583,DL,MIN,25,7,3.5,5,,1,,,,,,,,,9,,,55,70.60
Carl Lawson,2557901,DL,NYJ,13,14,6,7,,1,,,,,,,,,21,,,56,69.80
Jarran Reed,2555238,DL,GB,24,18,1.5,4,,,1,,,,,,,,9,,,57,69.70
Osa Odighizuwa,2566016,DL,DAL,21,13,3,6,,1,,,,,,,,,10,,,58,69.60
Shy Tuttle,2563242,DL,NO,22,19,2,1,,,,,,,,,,4,3,,,59,69.60
Denico Autry,2550646,DL,TEN,12,8,7,6,,1,,,,,,,1,2,16,,,60,69.30
A.J. Epenesa,2563605,DL,BUF,12,5,5.5,6,,2,1,,,,,,,5,8,,,61,68.90
Carl Granderson,2562273,DL,NO,22,18,3,5,,,1,,,,,,,,5,,,62,68.80
Arnold Ebiketie,2567238,DL,ATL,20,9,2.5,3,,2,,,,,,,,2,11,,,63,68.20
George Karlaftis,2567796,DL,KC,14,13,3.5,5,,,,,,,,,,6,8,,,64,67.70
Ed Oliver,2562322,DL,BUF,15,14,1.5,7,,1,1,,,,1,,,1,13,,,65,67.70
Maliek Collins,2555400,DL,HOU,22,10,2.5,7,,,,,,,,,,1,7,,,66,66.90
Broderick Washington,2563593,DL,BAL,20,17,1,2,,,,,,,,,,5,3,,,67,66.60
Davon Godchaux,2558012,DL,NE,19,33,1.5,2,,,,,,,,,,,3,,,68,66.20
Dean Lowry,2555274,DL,GB,23,20,0.5,1,,,,,,,,,1,1,5,,,69,65.60
Sheldon Rankins,2555242,DL,NYJ,22,11,3,4,,1,,,,,,,,,7,,,70,65.20
DeShawn Williams,2553623,DL,DEN,16,15,4.5,4,,,,,,,,,,3,7,,,71,65.20
Khalen Saunders,2562723,DL,KC,19,24,2.5,2,,,,,,,,,,1,6,,,72,65.00
Yetur Gross-Matos,2563641,DL,CAR,15,28,1.5,4,,,3,,,,,,1,,8,,-2,73,64.83
Marquis Haynes,2561009,DL,CAR,14,8,4,5,,,1,,1,,,,,3,10,,44,74,64.67
David Onyemata,2556274,DL,NO,19,13,3.5,4,,,1,,,,,,,1,9,,,75,63.70
Darrell Taylor,2565198,DL,SEA,17,1,5,5,,3,1,,,,,,,,8,,21,76,63.40
Justin Madubuike,2563563,DL,BAL,15,14,3.5,6,,,,,,,,,,3,6,,,77,63.20
Poona Ford,2561195,DL,SEA,19,9,3,6,,,,,,,,,,2,7,,,78,63.00
Dawuane Smoot,2557839,DL,JAX,13,8,5,6,,1,1,,,,,,,2,12,,,79,63.00
Mike Purcell,2541634,DL,DEN,19,23,1.5,1,,,1,,,,1,,,,3,,,80,61.70
Shelby Harris,2549926,DL,SEA,16,13,2,5,,,,,,,,,,4,5,,,81,61.60
John Franklin-Myers,2560731,DL,NYJ,15,15,4,3,,,,,,,,,,1,17,,,82,61.00
Greg Gaines,2562391,DL,LA,15,19,4,6,,,,,,,,,,,6,,,83,60.70
DaQuan Jones,2543504,DL,BUF,18,16,2,2,,,1,,,,,,1,,10,,,84,59.40
Lawrence Guy,2495481,DL,NE,15,27,2,3,,,,,,,,,,,5,,,85,58.10
A'Shawn Robinson,2555265,DL,LA,22,20,,2,,,,,,,,,,,3,,,86,57.90
Arden Key,2560779,DL,JAX,14,7,4.5,5,,,1,,,,,,,2,10,,,87,56.90
Dalvin Tomlinson,2557846,DL,MIN,17,19,1.5,1,,1,1,,,,,,,,7,,,88,56.60
Milton Williams,2566418,DL,PHI,14,14,3,6,,,,,,,,,,1,5,,,89,55.00
Matthew Ioannidis,2555240,DL,CAR,14,16,1,4,,1,,,,,,,,1,8,,,90,54.60
Shaq Lawson,2555252,DL,BUF,14,9,3.5,4,,1,,,,,,,,1,9,,,91,54.50
Roy Lopez,2566133,DL,HOU,16,12,1,4,,,,,,,1,,,1,3,,,92,52.80
John Cominsky,2562249,DL,DET,12,6,3,4,,,,,,,,,1,3,10,,,93,52.70
Quinton Jefferson,2555358,DL,SEA,14,9,4,4,,,,,,,,,,1,8,,,94,51.50
William Gholston,2540176,DL,TB,19,19,,1,,,,,,,,,,,4,,,95,51.00
D.J. Reader,2555388,DL,CIN,16,6,,1,,1,2,,,,,,,4,4,,,96,51.00
Kentavius Street,2560885,DL,NO,13,11,3,5,,,,,,,,,,1,7,,,97,50.40
Armon Watts,2562773,DL,CHI,18,14,1,4,,,,,,,,,,,1,,,98,50.30
Bilal Nichols,2560821,DL,LV,12,19,1.5,4,,,,,,,,,,,11,,,99,50.10
Rakeem Nunez-Roches,2552674,DL,TB,16,12,2,5,,,,,,,,,,,3,,,100,49.80
Micheal Clemons,2568024,DL,NYJ,16,11,2,3,,,,,,,,,1,,4,,,101,49.50
Teair Tart,2565474,DL,TEN,13,8,,2,1,,,,,,,,,5,4,,,102,49.50
Jermaine Johnson II,2568033,DL,NYJ,15,7,2.5,3,,,,,,,1,,1,,3,,,103,49.10
Jordan Elliott,2563779,DL,CLE,14,13,2,4,,,,,,,,,1,,3,,,104,48.70
Alim McNeill,2566061,DL,DET,13,18,1,5,,,,,,,,,,,5,,,105,48.50
James Smith-Williams,2565291,DL,WAS,11,11,2,4,,,,,,,,,,1,15,,,106,47.50
Dayo Odeyingbo,2565609,DL,IND,13,11,3.5,3,,,,,,,,,,,9,,,107,46.90
Andrew Billings,2555267,DL,LV,14,20,1,2,,,,,,,,,,,3,,,108,46.30
Efe Obada,2553310,DL,WAS,10,9,3,3,,,,,,,,,1,2,7,,,109,46.20
Ta'Quon Graham,2565815,DL,ATL,15,19,,1,,,1,,,,,,,,8,,19,110,45.83
Alex Wright,2567484,DL,CLE,13,10,,2,,,,,,,,,,5,,,,111,45.60
Chris Wormley,2557862,DL,PIT,13,16,0.5,3,,1,1,,,,,,,,1,,,112,45.40
Charles Omenihu,2562324,DL,SF,6,11,4,3,,1,,,,,,,,1,14,,,113,44.50
Kevin Givens,2562655,DL,SF,11,9,2,7,,,,,,,,,,1,3,,,114,44.40
Foley Fatukasi,2560722,DL,JAX,13,9,1.5,2,,,,,,,,,,3,2,,,115,43.80
Myjai Sanders,2568123,DL,ARI,12,3,3,2,,1,1,,,,,,,2,5,,,116,43.80
Hassan Ridgeway,2555514,DL,SF,14,14,1,3,,,,,,,,,,,4,,,117,43.50
Patrick Jones II,2566307,DL,MIN,12,8,3,6,,,,,,,,,,,3,,,118,43.30
Michael Hoecht,2564346,DL,LA,13,8,2,1,,1,,,,,,,1,,5,,,119,43.00
Austin Johnson,2556368,DL,LAC,16,6,1,3,,,,,,,,,,1,3,,,120,42.50
