PlayerName,PlayerId,Pos,Team,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Foye Oluokun,2561132,LB,JAX,111,45,1,11,,,2,,,,,,,1,7,,,1,251.20
Jordyn Brooks,2565135,LB,SEA,96,53,1,2,,1,1,,,,,,,4,3,,3,2,226.70
Nick Bolton,2566175,LB,KC,88,49,2,9,2,1,,,,,,,,2,7,15,,3,225.80
Roquan Smith,2560877,LB,BAL,80,50,4.5,9,3,,,,,,,,,5,4,41,,4,224.87
Zaire Franklin,2561155,LB,IND,85,56,1,9,,2,,,,,,,,4,4,,,5,223.80
Rashaan Evans,2560718,LB,ATL,77,67,2,6,,1,2,,,,,,,4,2,,8,6,214.27
Drue Tranquill,2562765,LB,LAC,82,36,4,7,1,1,,,,,,,,4,7,20,,7,207.87
Jordan Hicks,2552315,LB,MIN,79,34,3,2,1,1,,,,,,,,9,4,19,,8,202.63
T.J. Edwards,2562648,LB,PHI,73,51,2,8,,,1,,,,,,,7,5,,,9,201.90
C.J. Mosley,2543464,LB,NYJ,77,53,1,4,1,,1,,,,,,,6,2,,,10,201.80
Eric Kendricks,2552312,LB,MIN,77,42,1,8,,,1,,1,,,,,5,2,,,11,197.00
Bobby Wagner,2532966,LB,LA,64,54,5,8,1,,,,,,,,1,4,7,,,12,194.00
Dre Greenlaw,2562428,LB,SF,75,36,,3,1,2,2,,1,,,,,6,,,23,13,193.07
Patrick Queen,2563575,LB,BAL,70,27,4.5,8,2,1,,,,,,,,5,11,11,,14,190.47
Devin White,2562781,LB,TB,62,44,5.5,8,,2,,,,,,,,5,13,,,15,189.60
Bobby Okereke,2562416,LB,IND,76,44,,4,,1,2,,,,,,,5,,,,16,188.40
Cody Barton,2562472,LB,SEA,70,44,2,3,2,,,,,,,,,5,2,11,,17,183.57
Alex Singleton,2553739,LB,DEN,74,50,,5,,,,,,,,,,3,3,,,18,182.30
Christian Kirksey,2543720,LB,HOU,69,38,3,7,1,,1,,,,,,,4,7,,,19,182.20
Matt Milano,2557969,LB,BUF,61,24,1.5,12,2,,2,1,,,,,,8,6,43,,20,181.33
Quay Walker,2567631,LB,GB,64,41,1.5,5,,3,1,,,,,,,5,4,,63,21,180.20
Alex Anzalone,2558163,LB,DET,66,39,1.5,5,1,1,1,,,,,,,6,6,4,,22,180.03
Fred Warner,2560917,LB,SF,61,37,2,3,1,1,,,,,,,,10,6,20,,23,177.47
Frankie Luvu,2561366,LB,CAR,59,27,6,13,1,1,,1,,,,,,3,8,33,,24,177.00
Josey Jewell,2560763,LB,DEN,56,50,2.5,7,2,2,1,,,,,,,3,4,21,,25,175.90
Lavonte David,2532828,LB,TB,65,38,3,7,,1,1,,,,,,,4,3,,,26,173.40
Logan Wilson,2563752,LB,CIN,72,34,1.5,3,1,,,,,,,,,3,6,41,,27,170.47
Shaq Thompson,2552447,LB,CAR,65,45,0.5,8,,,1,,,,,,,4,3,,,28,170.00
Micah Parsons,2566019,LB,DAL,40,19,13,14,,3,2,,1,,,,,3,24,,36,29,167.40
Mykal Walker,2563530,LB,ATL,54,50,1,4,2,1,,,,,,,,6,1,33,,30,166.90
Demario Davis,2533008,LB,NO,49,40,6.5,9,1,,1,,,,,,,5,8,4,,31,162.93
Zaven Collins,2566421,LB,ARI,52,35,2,9,1,1,,1,,,,,,4,4,30,,32,157.90
Isaiah Simmons,2564940,LB,ARI,54,20,3,4,2,2,1,1,,,,,,6,3,61,,33,157.33
Germaine Pratt,2562702,LB,CIN,47,45,1,6,2,1,1,,,,,,,7,1,3,-7,34,156.27
Jerome Baker,2560966,LB,MIA,58,31,4,6,,1,,,,,,,,3,5,,,35,153.90
Nicholas Morrow,2559054,LB,CHI,67,28,,10,,,,,,,,,,1,,,,36,153.80
Devin Lloyd,2567751,LB,JAX,51,47,,,2,,2,,,,,,,7,2,23,28,37,153.50
David Long,2562799,LB,TEN,52,34,,7,2,,,,,,,,,5,3,4,,38,147.23
Ernest Jones,2566229,LB,LA,56,42,,3,1,1,,,,,,,,2,1,,,39,145.80
Myles Jack,2555329,LB,PIT,59,41,,3,,,,,,,,,,3,1,,,40,145.60
Jamin Davis,2566595,LB,WAS,57,30,3,7,,,2,,,,,,,1,5,,,41,144.40
Denzel Perryman,2552310,LB,LV,52,27,1,13,1,,,,,,,,,1,5,24,,42,140.80
Ja'Whaun Bentley,2561143,LB,NE,44,53,3,4,1,,,,,,,,,1,6,7,,43,138.43
Matt Judon,2555505,LB,NE,29,21,14.5,12,,1,1,,,,,,,3,26,,1,44,138.13
Tremaine Edmunds,2560713,LB,BUF,54,32,1,5,,,,,,,,,,4,2,,,45,137.90
Uchenna Nwosu,2560826,LB,SEA,36,20,9,9,,3,1,,,,,,,3,20,,,46,137.70
Leighton Vander Esch,2560908,LB,DAL,54,36,1,4,,1,,,,,,,,1,1,,,47,135.10
Elandon Roberts,2556119,LB,MIA,54,32,2.5,7,,,,,,,,,,,4,,,48,134.90
Za'Darius Smith,2552279,LB,MIN,31,10,10,15,,2,,,,,,,,5,21,,,49,133.20
Willie Gay Jr.,2564280,LB,KC,41,26,2.5,8,1,,1,1,,,,,,5,4,47,,50,132.07
Pete Werner,2566358,LB,NO,56,22,,3,,2,,,,,,,,3,,,,51,131.80
Malcolm Rodriguez,2567562,LB,DET,54,20,1,7,,1,1,,,,,,,2,3,,2,52,131.37
Kyzir White,2560928,LB,PHI,50,35,,2,,,,,,,,,,5,1,,,53,129.00
De'Vondre Campbell,2555255,LB,GB,46,32,,6,1,,,1,,,,,,2,1,63,,54,127.90
Quincy Williams,2562954,LB,NYJ,54,22,2,8,,,,,,,,,,,5,,,55,127.90
Haason Reddick,2557887,LB,PHI,27,12,12,8,,4,3,,,,,,,3,19,,1,56,125.53
Jeremiah Owusu-Koramoah,2565983,LB,CLE,44,26,,7,,2,,,,,,,,4,1,,,57,123.60
Kenneth Murray,2565063,LB,LAC,43,22,,6,1,1,,,,,,,,3,1,16,,58,115.23
Khalil Mack,2543463,LB,LAC,29,16,7,10,,2,2,,,,,,,2,10,,44,59,111.57
Jaelan Phillips,2566289,LB,MIA,27,22,7,7,,1,2,,,,,,1,2,20,,,60,111.50
Kaden Elliss,2562901,LB,NO,34,30,5.5,4,,1,,,,,,,,2,7,,,61,110.80
Jack Sanborn,2567424,LB,CHI,50,14,2,5,,,1,,,,,,,,3,,,62,110.20
Devin Bush,2562243,LB,PIT,42,34,,2,,,,,,,,,,2,2,,,63,107.60
Preston Smith,2552276,LB,GB,31,19,7.5,9,,,,,,,,,,1,17,,,64,107.40
Josh Allen,2562619,LB,JAX,26,17,5,9,,2,1,,,,,,,2,17,,1,65,102.83
Sione Takitaki,2562753,LB,CLE,36,35,1,4,,1,,,,,,,,,1,,,66,101.20
Kwon Alexander,2552592,LB,NYJ,39,22,0.5,5,,1,,,,,,,,1,1,,,67,98.90
Divine Deablo,2566253,LB,LV,38,36,,1,,,,,,,,,,1,,,,68,97.40
Lorenzo Carter,2561015,LB,ATL,23,23,4,5,1,,1,1,,1,,,,2,10,28,,69,96.43
Leonard Floyd,2555285,LB,LA,24,26,7,8,,,1,,,,,,,,15,,,70,96.10
Dylan Cole,2559152,LB,TEN,40,21,1,4,,,,,,,,,,1,1,,,71,95.80
Bradley Chubb,2561020,LB,MIA,20,18,8,5,,3,,,,,,,,1,18,,,72,93.90
Cole Holcomb,2562872,LB,WAS,37,32,,1,,,,,,,,,,1,1,,,73,93.00
Christian Harris,2567679,LB,HOU,31,24,,4,,1,,,,,,,,2,2,,,74,87.40
Carlos Dunlap,496780,LB,KC,22,14,4,5,,1,,,,,,,,6,8,,,75,86.60
Chandler Jones,2533538,LB,LV,20,15,4.5,3,,1,3,,1,,,,,3,15,,48,76,86.60
Robert Spillane,2561596,LB,PIT,32,18,1,3,,,,,,,,,,4,2,,,77,86.30
Jihad Ward,2555248,LB,NYG,24,11,3,7,,2,,,,,,,,3,10,,,78,85.60
Josh Uche,2564649,LB,NE,21,4,10.5,8,,2,,,,,,,,,12,,,79,84.90
Troy Andersen,2567235,LB,ATL,32,23,,3,,,,,,,,,1,1,1,,,80,83.30
E.J. Speed,2562955,LB,IND,29,20,1,6,,1,,,,,,,,1,1,,,81,82.80
Rashan Gary,2562376,LB,GB,21,11,6,7,,1,1,,,,,,,1,12,,,82,80.00
T.J. Watt,2558064,LB,PIT,19,10,4,5,2,1,,,,,,,,4,7,,,83,79.80
Jahlani Tavai,2562755,LB,NE,29,24,1.5,2,,,,,,,,,,1,4,,,84,79.00
Von Miller,2495202,LB,BUF,18,3,8,10,,1,,,,,,,,2,12,,,85,78.50
Samson Ebukam,2558830,LB,SF,20,14,4.5,6,,1,1,,,,,,,1,10,,,86,75.20
Rashad Weaver,2566124,LB,TEN,15,6,5.5,6,,2,,,,,,,,4,15,,,87,74.80
Jacob Phillips,2563806,LB,CLE,29,17,2,2,,,,,,,,,,1,2,,,88,73.40
