PlayerName,PlayerId,Pos,Team,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
Josh Jacobs,2562377,RB,LV,,,,1495,11,46,363,,,,,3,19.93,291,46,337,46,55,84,3,33,16,1,272.30
Austin Ekeler,2559169,RB,LAC,,,,692,9,95,635,5,,,,4,24.34,165,95,260,95,115,83,20,33,22,2,260.60
Christian McCaffrey,2557997,RB,SF,34,1,,927,6,74,623,4,,,,1,17.13,200,74,274,74,94,79,7,26,15,3,257.29
Derrick Henry,2556075,RB,TEN,4,1,,1303,12,30,379,,,,,5,29.55,296,30,326,30,38,79,6,36,17,4,250.09
Nick Chubb,2561021,RB,CLE,,,,1252,12,20,172,,,,1,1,21.34,252,20,272,20,29,69,2,56,16,5,224.40
Saquon Barkley,2560968,RB,NYG,,,,1170,9,47,294,,,,1,1,20.45,269,47,316,47,62,76,1,33,18,6,223.90
Tony Pollard,2562699,RB,DAL,,,,969,9,33,310,3,,,,,20.80,177,33,210,33,46,72,6,21,11,7,218.10
Dalvin Cook,2557991,RB,MIN,,,,1045,8,33,265,2,,,,3,22.05,230,33,263,33,48,69,7,35,20,8,206.90
Rhamondre Stevenson,2566343,RB,NE,,,,914,5,60,381,1,,,,1,19.57,183,60,243,60,73,82,5,23,14,9,200.60
Miles Sanders,2562722,RB,PHI,,,,1110,11,19,72,,,,,1,16.62,215,19,234,19,24,79,,34,16,10,194.70
Aaron Jones,2558116,RB,GB,,,,937,2,52,364,5,,,1,4,21.54,181,52,233,52,63,83,8,24,8,11,194.10
Joe Mixon,2557976,RB,CIN,,,,722,6,48,357,2,,,,,16.43,183,48,231,48,61,79,9,37,27,12,182.60
Jamaal Williams,2558204,RB,DET,,,,839,14,9,57,,,,1,3,22.19,217,9,226,9,13,69,1,46,31,13,174.10
Leonard Fournette,2557973,RB,TB,,,1,568,3,59,410,3,,,,,23.85,159,59,218,59,68,87,7,23,16,14,163.00
Najee Harris,2566448,RB,PIT,4,,,790,6,32,165,2,,,,2,25.01,211,32,243,32,40,80,4,27,18,15,157.36
Ezekiel Elliott,2555224,RB,DAL,,,,774,10,16,86,,,,,,20.80,188,16,204,16,20,80,1,28,18,16,155.70
Kenneth Walker III,2568282,RB,SEA,,,,696,9,23,148,,,,,,20.68,150,23,173,23,31,74,1,34,6,17,149.90
Dameon Pierce,2567685,RB,HOU,,,,939,4,30,165,1,,,,4,16.12,220,30,250,30,39,77,6,53,15,18,149.10
