PlayerName,PlayerId,Pos,Team,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Jalen Pitre,2567688,DB,HOU,74,43,1,5,3,,1,,,,,,,6,1,51,,1,196.40
L'Jarius Sneed,2564304,DB,KC,66,29,3.5,4,2,3,1,,,,,,,10,5,32,5,2,195.63
Julian Love,2562414,DB,NYG,73,41,1,6,2,1,1,,,,,,,4,1,44,,3,191.37
Rayshawn Jenkins,2558182,DB,JAX,60,35,,1,3,2,,1,,,,,,11,1,64,,4,183.13
Derwin James,2560760,DB,LAC,61,45,4,5,1,2,,,,,,,,4,5,,,5,178.20
Budda Baker,2558009,DB,ARI,69,33,,1,2,1,,,,,,,,6,2,54,,6,173.50
Talanoa Hufanga,2566529,DB,SF,54,22,2,5,4,2,,1,,,,,,8,2,61,,7,168.93
Donovan Wilson,2562604,DB,DAL,68,20,4,5,1,2,1,,,,,,,2,8,,,8,167.60
Harrison Smith,2532948,DB,MIN,62,15,,1,5,1,,,,,,,,10,,58,,9,166.83
Jonathan Owens,2561255,DB,HOU,73,36,,,,,,,,,,,,4,,,,10,162.90
Jalen Ramsey,2555280,DB,LA,53,22,2,4,1,3,1,,,,,,,11,2,25,12,11,162.43
DeShon Elliott,2560715,DB,DET,70,21,,5,1,1,1,,,,,,,3,3,,,12,160.30
Richie Grant,2565818,DB,ATL,55,42,,3,2,,,,,,,,,7,1,22,,13,157.33
Eddie Jackson,2558176,DB,CHI,59,21,,1,4,2,,,,,,,,6,,44,,14,156.07
Rasul Douglas,2558168,DB,GB,59,14,1,4,3,1,,,,,,,,9,1,21,,15,155.20
Grant Delpit,2563773,DB,CLE,62,26,,3,1,,,,,,,,,7,,-4,,16,151.57
Charvarius Ward,2561417,DB,SF,54,22,,2,1,1,1,,,,,,,11,,9,40,17,149.53
C.J. Gardner-Johnson,2562588,DB,PHI,55,5,1,4,6,,,,,,,,,8,2,54,,18,149.30
Minkah Fitzpatrick,2560725,DB,PIT,45,29,,1,4,,,1,,,,,1,9,1,94,,19,148.33
Taron Johnson,2560766,DB,BUF,58,21,,5,1,,1,,,,,,,8,,2,,20,147.47
John Johnson,2558183,DB,CLE,58,23,0.5,3,1,2,2,,,,,,,4,2,,,21,146.00
Vonn Bell,2555530,DB,CIN,48,19,1,4,4,1,,,,,,,,7,3,56,,22,143.17
Jaquan Brisker,2567370,DB,CHI,58,20,3,5,1,1,1,,,,,,,1,3,6,,23,140.30
Damar Hamlin,2565872,DB,BUF,59,26,1.5,4,,1,,,,,,,,2,3,,,24,140.10
Tariq Woolen,2568288,DB,SEA,39,12,,1,6,,2,1,,,,,1,13,,47,7,25,139.70
Jordan Whitehead,2560930,DB,NYJ,51,27,,4,2,,,,,,,,,7,,5,,26,138.97
Jevon Holland,2566283,DB,MIA,57,16,1.5,,2,1,,,,,,,,6,1,64,,27,138.83
Kevin Byard,2555158,DB,TEN,56,32,,,2,,,,,,,,,4,,27,,28,138.70
D.J. Reed,2560850,DB,NYJ,55,11,,1,1,1,,,,,,,,11,,,,29,138.30
Darrick Forrest,2566598,DB,WAS,47,25,,1,3,2,1,,,,,,,7,,1,12,30,137.83
Jalen Thompson,2563339,DB,ARI,56,25,,,1,,1,,,,,,,7,1,,,31,137.70
Roger McCreary,2567655,DB,TEN,62,13,,2,1,,,,,,,,,6,,4,,32,137.43
Rodney McLeod,2534832,DB,IND,50,26,,7,1,,,,,,,,,7,,,,33,137.30
Nick Scott,2562905,DB,LA,52,26,,1,2,2,,,,,,,,5,,,,34,137.20
Kyle Dugger,2564601,DB,NE,45,18,1,4,2,1,1,1,1,,,,,6,2,16,59,35,136.90
Patrick Peterson,2495504,DB,MIN,46,8,,3,3,,,,,,,,1,13,,53,,36,136.87
Sauce Gardner,2568027,DB,NYJ,40,18,,3,2,,,,,,,,,16,1,19,,37,135.03
Desmond King,2557927,DB,HOU,48,22,,8,1,,2,,,,,,,7,2,29,20,38,134.83
Mike Jackson,2562434,DB,SEA,56,7,,3,,,2,,,1,,,,9,1,,8,39,134.57
Jeff Okudah,2563944,DB,DET,55,11,,2,1,1,,1,,,,,,7,,20,,40,134.47
Tyrann Mathieu,2540180,DB,NO,52,18,1,2,2,,1,,,,,,,7,1,3,,41,133.90
Carlton Davis,2561039,DB,TB,50,11,,2,1,1,1,,,,,,,11,1,,,42,132.80
Ryan Neal,2561381,DB,SEA,45,21,1,4,1,2,,,,,,,,8,1,13,,43,132.73
Marlon Humphrey,2558067,DB,BAL,44,18,3,3,3,,2,,,,,,,7,4,26,,44,132.57
Andre Cisco,2566154,DB,JAX,46,18,,,3,,,1,,,,,,9,,68,,45,131.87
Trevon Diggs,2563836,DB,DAL,46,9,,,3,,1,,,,,,,13,,10,17,46,130.30
Kamren Curl,2565270,DB,WAS,58,25,1,6,,,,,,,,,,,,,,47,129.60
Adrian Amos,2552385,DB,GB,52,25,1,6,,,1,,,,,,,3,2,,-1,48,128.87
Jaylinn Hawkins,2563500,DB,ATL,41,32,,,2,1,1,,,,,,,6,1,14,,49,128.77
Marcus Epps,2562946,DB,PHI,54,22,,3,,1,,,,,,,,4,,,,50,127.40
Jonathan Jones,2556571,DB,NE,40,11,,,3,2,,1,,,,,1,9,,87,,51,126.70
Tyson Campbell,2566151,DB,JAX,43,12,,1,2,1,1,,,,,,,12,,3,,52,125.80
