PlayerName,PlayerId,Pos,Team,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
Brandin Cooks,2543498,WR,HOU,,,,7,,44,520,1,,,,,34.70,2,44,46,44,71,62,12,,3,58,80.70
Nico Collins,2566127,WR,HOU,,,,,,37,481,2,,,,,34.70,,37,37,37,66,56,11,,3,59,80.30
Mecole Hardman,2562580,WR,KC,,,,31,2,25,297,4,,,,1,23.69,4,25,29,25,34,74,9,2,7,60,80.30
Keenan Allen,2540154,WR,LAC,,,,,,42,486,2,,,,1,24.54,,42,42,42,58,72,10,,2,61,79.60
Josh Reynolds,2558194,WR,DET,,,,,,34,427,3,,,,,28.89,,34,34,34,52,65,11,,7,62,79.40
Alec Pierce,2567715,WR,IND,,,,,,32,510,2,,,,1,26.36,,32,32,32,64,50,5,,3,63,78.00
Marvin Jones,2532884,WR,JAX,,,,,,35,424,3,,,,,23.41,,35,35,35,64,55,7,1,4,64,77.90
Russell Gage,2561061,WR,TB,,,,,,40,313,4,,,1,1,25.99,,40,40,40,55,73,15,,8,65,77.00
Marquise Goodwin,2539964,WR,SEA,,,,5,,27,387,4,,,,,30.49,2,27,29,27,38,71,4,,,66,76.70
Olamide Zaccheaus,2562808,WR,ATL,,,,7,,32,478,2,,,,1,30.01,2,32,34,32,47,68,3,,,67,76.20
Richie James,2560761,WR,NYG,,,,6,,42,403,3,,,,3,34.27,2,42,44,42,52,81,4,,2,68,75.60
Corey Davis,2557848,WR,NYJ,,,,,,26,460,2,,,,,30.08,,26,26,26,48,54,7,1,2,69,71.00
Romeo Doubs,2567586,WR,GB,,,,11,,36,369,3,,,,2,27.79,1,36,37,36,55,65,6,1,,70,71.00
Demarcus Robinson,2555478,WR,BAL,,,,,,44,419,1,,,,2,30.76,,44,44,44,62,71,16,,,71,71.00
Kalif Raymond,2556661,WR,DET,,,,24,,39,454,,1,,,3,28.89,5,39,44,39,54,72,7,,1,72,69.30
Michael Gallup,2560735,WR,DAL,,,,,,31,339,3,,,,,24.69,,31,31,31,57,54,9,,3,73,69.10
Nick Westbrook-Ikhine,2565477,WR,TEN,,,,,,22,370,3,,,,,24.01,,22,22,22,43,51,7,,3,74,68.70
Allen Robinson,2543509,WR,LA,,,,,,33,339,3,,,,,21.41,,33,33,33,52,63,12,2,10,75,68.40
Rondale Moore,2566433,WR,ARI,,,,-5,,41,414,1,,,,,28.83,6,41,47,41,56,73,14,1,3,76,67.40
Ben Skowronek,2566247,WR,LA,,,,17,1,39,376,,,,,,21.41,1,39,40,39,61,64,3,1,2,77,66.53
DeVante Parker,2552409,WR,NE,,,,,,25,460,1,,,,,26.56,,25,25,25,40,63,2,,1,78,66.20
Robert Woods,2540169,WR,TEN,,,,,,40,418,1,,,,1,24.01,,40,40,40,72,56,11,,4,79,65.80
Trent Sherfield,2561272,WR,MIA,,,,,,26,362,2,,,,,24.15,,26,26,26,43,60,8,,2,80,65.40
Quez Watkins,2564880,WR,PHI,,,,1,,30,321,3,,,,1,31.97,3,30,33,30,41,73,4,1,1,81,64.90
Elijah Moore,2566385,WR,NYJ,,,,5,,32,402,1,,,,,30.08,5,32,37,32,59,54,7,,2,82,64.40
Treylon Burks,2567643,WR,TEN,,,,12,,25,359,1,,1,,,24.01,2,25,27,25,37,68,3,,1,83,62.60
DJ Chark,2561018,WR,DET,,,,,,21,324,3,,,,,28.89,,21,21,21,39,54,3,,2,84,62.60
Rashid Shaheed,2569110,WR,NO,,,,50,1,15,334,2,,,,1,27.41,3,15,18,15,19,79,1,,1,85,61.90
Randall Cobb,2495448,WR,GB,,,,,,29,381,1,,,,1,27.79,,29,29,29,44,66,6,,1,86,61.00
Nelson Agholor,2552600,WR,NE,,,,,,31,362,2,,,,2,26.56,,31,31,31,51,61,2,,2,87,60.70
Greg Dortch,2562645,WR,ARI,,,,4,,34,324,2,,,,1,28.83,2,34,36,34,39,87,8,1,3,88,59.80
Jamal Agnew,2558821,WR,JAX,,,,92,,20,167,3,,,1,,23.41,10,20,30,20,27,74,6,,3,89,57.60
Terrace Marshall Jr.,2565902,WR,CAR,,,,,,22,397,1,,,,,34.04,,22,22,22,38,58,5,,2,90,56.70
Julio Jones,2495454,WR,TB,,,,32,,22,284,2,,,,,25.99,4,22,26,22,39,56,5,1,4,91,56.30
Jauan Jennings,2565114,WR,SF,,,,,,30,339,1,,,,1,27.45,,30,30,30,48,63,3,,2,92,53.70
Equanimeous St. Brown,2560883,WR,CHI,,,,54,,18,300,1,,,,1,29.64,6,18,24,18,34,53,2,,,93,52.07
Isaiah Hodgins,2563611,WR,NYG,,,,,,25,261,2,,,1,1,34.27,,25,25,25,31,81,2,2,2,94,50.60
Jarvis Landry,2543488,WR,NO,,,,,,25,272,1,,,1,1,27.41,,25,25,25,39,64,6,,2,95,48.20
Laviska Shenault Jr.,2564232,WR,CAR,,,,57,1,21,198,1,,,,,34.04,7,21,28,21,25,84,2,,,96,48.00
Dante Pettis,2560836,WR,CHI,,,,37,,15,215,2,,,,1,29.64,2,15,17,15,29,52,3,,2,97,47.10
Rashod Bateman,2565836,WR,BAL,,,,,,15,285,2,,,,1,30.76,,15,15,15,28,54,2,,1,98,46.80
Van Jefferson,2564358,WR,LA,,,,,,15,212,3,,,,,21.41,,15,15,15,29,52,3,,1,99,46.70
Tre'Quan Smith,2560878,WR,NO,,,,,,18,272,1,,,,,27.41,,18,18,18,26,69,2,,1,100,45.60
KhaDarel Hodge,2561653,WR,ATL,,,,,,12,197,1,,,1,,30.01,,12,12,12,19,63,,,,101,44.70
Kendall Hinton,2563893,WR,DEN,,,,13,,24,311,,,,,,28.82,1,24,25,24,31,77,4,,3,102,44.40
Braxton Berrios,2560975,WR,NYJ,2,1,,91,2,17,121,,,,,2,30.08,9,17,26,17,31,55,5,1,2,103,43.58
Michael Thomas,2556370,WR,NO,,,,,,16,171,3,,,,,27.41,,16,16,16,22,73,2,1,2,104,43.10
Damiere Byrd,2553499,WR,ATL,,,,,,10,241,2,,,,,30.01,,10,10,10,18,56,,,,105,42.80
Ashton Dulin,2562646,WR,IND,,,,8,,15,207,1,,,,,26.36,2,15,17,15,22,68,3,1,2,106,41.80
Justin Watson,2560051,WR,KC,,,,,,13,221,2,,,,,23.69,,13,13,13,26,50,1,,1,107,40.60
Robbie Anderson,2556462,WR,ARI,,,,,,19,269,1,,,,1,28.83,,19,19,19,43,44,6,,,108,40.40
Tyquan Thornton,2567958,WR,NE,,,,16,1,17,166,1,,,,,26.56,3,17,20,17,33,52,3,2,3,109,40.40
Wan'Dale Robinson,2568012,WR,NYG,,,,-1,,23,227,1,,,,,34.27,2,23,25,23,31,74,2,,,110,40.10
Tutu Atwell,2566196,WR,LA,,,,23,,12,247,1,,,,,21.41,8,12,20,12,25,48,2,2,1,111,39.00
Kendrick Bourne,2558914,WR,NE,,,,8,,24,273,,,,,2,26.56,4,24,28,24,32,75,2,2,1,112,37.10
Zach Pascal,2558877,WR,PHI,,,,,,14,144,1,,,,,31.97,1,14,15,14,18,78,1,1,,113,36.70
Trenton Irwin,2562900,WR,CIN,,,,11,,11,174,2,,,,,25.70,1,11,12,11,17,65,2,1,2,114,36.00
David Bell,2567460,WR,CLE,,,,,,23,196,,,,,,27.14,,23,23,23,31,74,3,,,115,34.40
Shi Smith,2565908,WR,CAR,,,,,,17,209,1,,,,3,34.04,,17,17,17,34,50,4,,1,116,33.80
Phillip Dorsett,2552424,WR,HOU,,,,,,14,198,1,,,,,34.70,,14,14,14,31,45,4,,,117,32.80
Ray-Ray McCloud,2560801,WR,SF,,,,7,,13,201,1,,,,2,27.45,3,13,16,13,22,59,,1,1,118,31.30
Scott Miller,2562865,WR,TB,,,,8,,22,177,,,,,,25.99,1,22,23,22,37,59,4,,3,119,31.20
Dyami Brown,2566586,WR,WAS,,,,15,,5,143,2,,,,,29.04,1,5,6,5,15,33,,,,120,31.10
River Cracraft,2559485,WR,MIA,,,,,,8,97,2,,,,,24.15,,8,8,8,13,62,3,,2,121,30.80
A.J. Green,2495450,WR,ARI,,,,,,19,128,1,,,1,,28.83,,19,19,19,40,48,8,,3,122,30.30
Marquez Callaway,2565310,WR,NO,,,,,,16,158,1,,,,,27.41,,16,16,16,31,52,4,1,1,123,29.80
Skyy Moore,2567805,WR,KC,,,,24,,18,212,,,,,3,23.69,3,18,21,18,28,64,1,1,2,124,29.10
Brandon Powell,2561261,WR,LA,,,,56,,19,139,,,,,1,21.41,13,19,32,19,24,79,3,1,2,125,28.80
Sammy Watkins,2543457,WR,FA,,,,,,13,206,,,,,,,,,,,,,,,,126,28.80
Hunter Renfrow,2562712,WR,LV,,,,,,22,206,,,,,3,32.18,,22,22,22,32,69,2,,1,127,28.30
Sterling Shepard,2555295,WR,NYG,,,,,,13,154,1,,,,,34.27,,13,13,13,24,54,1,,,128,27.90
Byron Pringle,2560844,WR,CHI,,,,,,7,96,2,,,,,29.64,,7,7,7,9,78,1,,1,129,26.80
Denzel Mims,2564802,WR,NYJ,,,,,,11,186,,,,,,30.08,,11,11,11,24,46,1,,,130,24.10
Kadarius Toney,2566376,WR,KC,,,,56,,9,74,1,,,,,23.69,4,9,13,9,12,75,1,,1,131,23.50
Keelan Cole,2559153,WR,LV,,,,,,9,136,1,,,,1,32.18,,9,9,9,18,50,3,,1,132,23.10
Khalil Shakir,2567334,WR,BUF,,,,,,8,128,1,,,,,27.76,,8,8,8,17,47,,,,133,22.80
KJ Hamler,2563890,WR,DEN,,,,23,,7,165,,,,,,28.82,2,7,9,7,14,50,,1,,134,22.30
Tom Kennedy,2563319,WR,FA,,,,,,8,141,,,,,,,,,,,,,,,,135,21.50
Ced Wilson,2560936,WR,MIA,,,,8,,12,136,,,,,,24.15,1,12,13,12,18,67,,,,136,20.40
Anthony Schwartz,2565986,WR,CLE,,,,57,1,4,51,,,,,1,27.14,4,4,8,4,10,40,1,,,137,19.30
DeSean Jackson,1581,WR,BAL,,,,,,7,134,,,,,,30.76,,7,7,7,13,54,2,,,138,18.60
Jalen Virgil,2568756,WR,DEN,,,,,,2,75,1,,,,1,28.82,,2,2,2,4,50,,,,139,18.40
N'Keal Harry,2562659,WR,CHI,,,,,,5,93,1,,,,,29.64,,5,5,5,6,83,1,,,140,17.80
Jalen Reagor,2564850,WR,MIN,,,,20,,6,87,1,,,,3,26.63,3,6,9,6,11,55,1,,1,141,17.40
Jeff Smith,2562845,WR,NYJ,,,,,,8,134,,,,,,30.08,,8,8,8,11,73,1,,,142,17.40
Michael Bandy,2567175,WR,LAC,,,,,,10,89,,,,,,24.54,,10,10,10,21,48,1,,,143,16.60
David Sills,2562732,WR,NYG,,,,,,11,106,,,,,,34.27,,11,11,11,17,65,2,,,144,16.10
Miles Boykin,2562631,WR,PIT,,,,,,2,11,,,,,,26.89,,2,2,2,3,67,,,,145,15.70
Amari Rodgers,2566091,WR,HOU,,,,3,,10,133,1,,,,5,34.70,1,10,11,10,16,63,1,,,146,15.60
Stanley Morgan,2562504,WR,CIN,,,,,,,,,,,,,25.70,,,,,1,,1,,1,147,15.10
Breshad Perriman,2552597,WR,TB,,,,-7,,8,101,1,,,,2,25.99,2,8,10,8,17,47,,,,148,15.10
Samori Toure,2567628,WR,GB,,,,,,5,82,1,,,,1,27.79,,5,5,5,10,50,1,,,149,15.07
Steven Sims,2563033,WR,PIT,,,,54,,10,63,,,,,2,26.89,12,10,22,10,18,56,,,1,150,14.70
Lawrence Cager,2565492,WR,NYG,,,,,,5,49,1,,,,,34.27,,5,5,5,9,56,1,,1,151,13.40
Dax Milne,2566601,WR,WAS,,,,,,6,37,1,,,,,29.04,,6,6,6,7,86,3,,,152,12.70
Marcus Johnson,2556855,WR,NYG,,,,,,6,63,,,,,,34.27,,6,6,6,16,38,3,,,153,12.60
Cam Sims,2561067,WR,WAS,,,,,,7,73,,,,,,29.04,,7,7,7,16,44,2,,,154,12.50
D'Wayne Eskridge,2566553,WR,SEA,,,,10,,7,58,,,,,,30.49,2,7,9,7,13,54,2,,1,155,12.00
Jake Kumerow,2553548,WR,BUF,,,,,,4,64,,,,,,27.76,,4,4,4,7,57,,,,156,11.80
Kevin White,2553432,WR,NO,,,,,,2,74,,,,,,27.41,,2,2,2,5,40,,,,157,11.70
Cody Hollister,2558955,WR,TEN,,,,,,3,54,,,,,,24.01,,3,3,3,5,60,1,,,158,11.00
Jameson Williams,2567565,WR,DET,,,,,,1,41,1,,,,,28.89,,1,1,1,4,25,,,,159,10.60
Velus Jones Jr.,2567409,WR,CHI,,,,48,,4,27,1,,,,3,29.64,7,4,11,4,7,57,1,2,1,160,10.30
Matthew Slater,4487,WR,NE,,,,,,,,,,,,,26.56,,,,,,,,,,161,9.90
Jamison Crowder,2552415,WR,BUF,,,,,,6,60,,,,,1,27.76,,6,6,6,13,46,,,,162,9.70
Jalen Nailor,2567925,WR,MIN,,,,,,2,28,,,,,,26.63,,2,2,2,5,40,,,,163,9.70
Gunner Olszewski,2563329,WR,PIT,,,,29,,5,53,,,,,2,26.89,5,5,10,5,7,71,1,,1,164,9.20
James Proche,2563572,WR,BAL,,,1,,,8,62,,,,,,30.76,,8,8,8,14,57,3,,1,165,9.00
Ty Montgomery,2552429,WR,NE,,,,-2,,3,15,1,,,,,26.56,2,3,5,3,4,75,1,,1,166,8.80
Mike Thomas,2556381,WR,FA,,,,,,2,38,,,,1,,,,,,,,,,,,167,8.50
Tyrie Cleveland,2563881,WR,DEN,,,,,,2,28,,,,,,28.82,,2,2,2,7,29,1,,,168,8.00
Kyle Philips,2567664,WR,TEN,,,,,,8,78,,,,,2,24.01,,8,8,8,13,62,,,,169,7.80
Quintez Cephus,2563926,WR,DET,,,,,,2,15,,,,,,28.89,,2,2,2,3,67,,,,170,7.60
Dareke Young,2568291,WR,SEA,,,,,,,,,,,,,30.49,,,,,,,,,,171,7.60
Jalen Guyton,2562844,WR,LAC,,,,,,2,64,,,,,,24.54,,2,2,2,4,50,,,,172,7.40
Mike Strachan,2565615,WR,IND,,,,,,3,59,,,,,,26.36,,3,3,3,8,38,4,,3,173,7.40
Kenny Golladay,2558052,WR,NYG,,,,,,4,51,,,,,,34.27,,4,4,4,10,40,,,,174,7.10
Trent Taylor,2558202,WR,CIN,,,,15,,6,62,,,,,2,25.70,4,6,10,6,10,60,,2,,175,6.70
Chris Conley,2552652,WR,TEN,,,,,,4,46,,,,,,24.01,,4,4,4,7,57,,,,176,6.60
Tim Jones,2565624,WR,JAX,,,,,,3,30,,,,,,23.41,,3,3,3,4,75,,,,177,6.10
Andre Baccellia,2564250,WR,ARI,,,,,,5,32,,,,,,28.83,,5,5,5,7,71,1,,,178,5.70
Cole Beasley,2535698,WR,BUF,,,,,,5,26,,,,,,27.76,,5,5,5,6,83,,,,179,5.10
DJ Turner,2565666,WR,FA,,,,26,,,,,,,,1,,,,,,,,,,,180,4.10
Simi Fehoko,2566004,WR,DAL,,,,,,3,24,,,,,,24.69,,3,3,3,4,75,,,,181,3.90
Dezmon Patmon,2564130,WR,IND,12,,,,,2,24,,,,,,26.36,,2,2,2,6,33,1,,,182,3.88
Jaelon Darden,2566562,WR,CLE,,,,2,,2,26,,,,,,27.14,1,2,3,2,2,100,,,,183,3.80
Penny Hart,2562804,WR,SEA,,,,,,2,18,,,,,,30.49,,2,2,2,2,100,,,,184,3.60
Tylan Wallace,2565857,WR,BAL,,,,,,3,21,,,,,,30.76,,3,3,3,6,50,,,,185,3.60
Mike Woods,2567481,WR,CLE,,,,-5,,3,25,,,,,,27.14,1,3,4,3,8,38,3,,,186,3.50
Dan Chisena,2564514,WR,MIN,,,,,,,,,,,,,26.63,,,,,,,,,,187,3.40
Andy Isabella,2562669,WR,BAL,,,,,,2,21,,,,,,30.76,,2,2,2,6,33,,,,188,3.10
Bryan Edwards,2564418,WR,KC,,,,,,3,15,,,,,,23.69,,3,3,3,5,60,3,,1,189,3.00
Lil'Jordan Humphrey,2562668,WR,FA,,,,,,2,20,,,,,,,,,,,,,,,,190,3.00
Dennis Houston,2568693,WR,DAL,,,,,,2,16,,,,,,24.69,,2,2,2,6,33,,,,191,2.60
Racey McMath,2566112,WR,TEN,,,,,,1,1,,,,,,24.01,,1,1,1,6,17,,,,192,2.30
Austin Trammell,2566728,WR,LA,,,,,,2,13,,,,,,21.41,,2,2,2,4,50,,,,193,2.30
Jalen Tolbert,2567508,WR,DAL,,,,,,2,12,,,,,,24.69,,2,2,2,3,67,1,,,194,2.20
Juwann Winfree,2562956,WR,GB,,,,,,1,17,,,,,,27.79,,1,1,1,4,25,,,,195,2.20
Lance McCutcheon,2567847,WR,LA,,,,,,,,,,,,,21.41,,,,,4,,1,,,196,1.70
Ben Victor,2564781,WR,BAL,,,,,,,,,,,,,30.76,,,,,,,,,,197,1.70
Malik Turner,2561671,WR,LV,,,,,,,,,,,,,32.18,,,,,,,,,,198,1.60
Danny Gray,2568210,WR,SF,,,,,,1,10,,,,,,27.45,,1,1,1,7,14,,,,199,1.50
Freddie Swain,2565195,WR,DEN,,,,,,1,9,,,,,,28.82,,1,1,1,1,100,,,,200,1.40
Tyron Johnson,2562932,WR,CIN,,,,,,1,8,,,,,,25.70,,1,1,1,1,100,,,,201,1.30
Jalen Camp,2566148,WR,HOU,,,,,,1,7,,,,,,34.70,,1,1,1,1,100,,,,202,1.20
Jason Moore,2562860,WR,FA,,,,,,1,5,,,,,,,,,,,,,,,,203,1.00
Raleigh Webb,2568378,WR,NE,,,,,,,,,,,,,26.56,,,,,,,,,,204,0.80
Cody White,2564313,WR,PIT,,,,,,1,2,,,,,,26.89,,1,1,1,1,100,,,,205,0.70
Laquon Treadwell,2555214,WR,SEA,,,,,,1,1,,,,,,30.49,,1,1,1,1,100,1,,,206,0.60
Nsimba Webster,2563316,WR,CHI,,,,,,2,14,,,,,1,29.64,,2,2,2,3,67,,,,207,0.40
Deonte Harty,2563155,WR,NO,,,,,,2,13,,,,,1,27.41,,2,2,2,2,100,,,,208,0.30
C.J. Board,2558911,WR,TEN,,,,,,1,6,,,,,1,24.01,,1,1,1,1,100,,,,209,0.10
Keshunn Abram,2568018,WR,FA,,,,,,,,,,,,,,,,,,,,,,,210,0.00
Rodney Adams,2558047,WR,NYJ,,,,,,,,,,,,,30.08,,,,,,,,,,211,0.00
Landen Akers,2566193,WR,FA,,,,,,,,,,,,,,,,,,,,,,,212,0.00
Devon Allen,2568051,WR,PHI,,,,,,,,,,,,,31.97,,,,,,,,,,213,0.00
J.J. Arcega-Whiteside,2562466,WR,FA,,,,,,,,,,,,,,,,,,,,,,,214,0.00
Calvin Austin III,2568132,WR,PIT,,,,,,,,,,,,,26.89,,,,,,,,,,215,0.00
Alex Bachman,2563301,WR,HOU,,,,,,,,,,,,,34.70,,,,,,,,,,216,0.00
Kawaan Baker,2566349,WR,FA,,,,,,,,,,,,,,,,,,,,,,,217,0.00
Omar Bayless,2563623,WR,FA,,,,,,,,,,,,,,,,,,,,,,,218,0.00
Odell Beckham Jr.,2543496,WR,FA,,,,,,,,,,,,,,,,,,,,,,,219,0.00
Trinity Benson,2563035,WR,DET,,,,,,,,,,,,,28.89,,,,,,,,,,220,0.00
Tarik Black,2565594,WR,FA,,,,,,,,,,,,,,,,,,,,,,,221,0.00
Chris Blair,2565588,WR,FA,,,,,,,,,,,,,,,,,,,,,,,222,0.00
Slade Bolden,2567268,WR,FA,,,,,,,,,,,,,,,,,,,,,,,223,0.00
Lynn Bowden,2564412,WR,NE,,,,,,,,,,,,,26.56,,,,,,,,,,224,0.00
Ja'Marcus Bradley,2563761,WR,PIT,,,,,,,,,,,,,26.89,,,,,,,,,,225,0.00
Rico Bussey,2565780,WR,FA,,,,,,,,,,,,,,,,,,,,,,,226,0.00
Deon Cain,2560987,WR,FA,,,,,,,,,,,,,,,,,,,,,,,227,0.00
Dylan Cantrell,2560990,WR,FA,,,,,,,,,,,,,,,,,,,,,,,228,0.00
Irvin Charles,2568021,WR,NYJ,,,,,,,,,,,,,30.08,,,,,,,,,,229,0.00
