PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Roberto Aguayo,2555408,K,FA,Bye,,,,,,,,,,,,1,0.00,
Matt Ammendola,2565555,K,NYJ,MIA,,,,,,,,,,,0.00,2,0.00,0.0
Mike Badgley,2560965,K,IND,@BUF,,,,,,,,,,,6.45,3,0.00,-6.45
Dan Bailey,2495259,K,FA,Bye,,,,,,,,,,,,4,0.00,
Tyler Bass,2563596,K,BUF,IND,,,,,,,,,,,6.88,5,0.00,-6.88
Rodrigo Blankenship,2564106,K,IND,@BUF,,,,,,,,,,,,6,0.00,
Chris Blewitt,2562800,K,FA,Bye,,,,,,,,,,,,7,0.00,
Chris Boswell,2550545,K,PIT,@LAC,,,,,,,,,,,6.81,8,0.00,-6.81
Randy Bullock,2533444,K,TEN,HOU,,,,,,,,,,,7.77,9,0.00,-7.77
Harrison Butker,2558245,K,KC,DAL,,,,,,,,,,,7.51,10,0.00,-7.51
Daniel Carlson,2560993,K,LV,CIN,,,,,,,,,,,7.44,11,0.00,-7.44
Chandler Catanzaro,2550325,K,FA,Bye,,,,,,,,,,,,12,0.00,
Mason Crosby,2507232,K,GB,@MIN,,,,,,,,,,,7.72,13,0.00,-7.72
Dominik Eberle,2565360,K,FA,Bye,,,,,,,,,,,,14,0.00,
Jake Elliott,2558172,K,PHI,NO,,,,,,,,,,,5.80,15,0.00,-5.8
Ka'imi Fairbairn,2556521,K,HOU,@TEN,,,,,,,,,,,7.03,16,0.00,-7.03
Sam Ficken,2557430,K,TEN,HOU,,,,,,,,,,,,17,0.00,
Nick Folk,2507225,K,NE,@ATL,,,,,,,,,,,7.62,18,0.00,-7.62
Kai Forbath,2495150,K,FA,Bye,,,,,,,,,,,,19,0.00,
Graham Gano,71309,K,NYG,@TB,,,,,,,,,,,6.48,20,0.00,-6.48
Matt Gay,2562271,K,LA,Bye,,,,,,,,,,,,21,0.00,
