PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Davante Adams,2543495,WR,GB,@MIN,,,,,,,,,,,,,14.99,1,0.00,-14.99
Rodney Adams,2558047,WR,CHI,BAL,,,,,,,,,,,,,0.00,2,0.00,0.0
Quincy Adeboyejo,2558906,WR,FA,Bye,,,,,,,,,,,,,,3,0.00,
Nelson Agholor,2552600,WR,NE,@ATL,,,,,,,,,,,,,8.18,4,0.00,-8.18
Jamal Agnew,2558821,WR,JAX,SF,,,,,,,,,,,,,6.67,5,0.00,-6.67
Brandon Aiyuk,2565093,WR,SF,@JAX,,,,,,,,,,,,,8.78,6,0.00,-8.78
Landen Akers,2566193,WR,LA,Bye,,,,,,,,,,,,,,7,0.00,
Keenan Allen,2540154,WR,LAC,PIT,,,,,,,,,,,,,11.75,8,0.00,-11.75
Geronimo Allison,2556460,WR,FA,Bye,,,,,,,,,,,,,,9,0.00,
Danny Amendola,2649,WR,HOU,@TEN,,,,,,,,,,,,,3.83,10,0.00,-3.83
Robby Anderson,2556462,WR,CAR,WAS,,,,,,,,,,,,,5.89,11,0.00,-5.89
J.J. Arcega-Whiteside,2562466,WR,PHI,NO,,,,,,,,,,,,,0.67,12,0.00,-0.67
Marcell Ateman,2560961,WR,LV,CIN,,,,,,,,,,,,,0.00,13,0.00,0.0
Tutu Atwell,2566196,WR,LA,Bye,,,,,,,,,,,,,,14,0.00,
Tavon Austin,2539336,WR,JAX,SF,,,,,,,,,,,,,1.58,15,0.00,-1.58
Andre Baccellia,2564250,WR,ARI,@SEA,,,,,,,,,,,,,0.00,16,0.00,0.0
Alex Bachman,2563301,WR,NYG,@TB,,,,,,,,,,,,,0.00,17,0.00,0.0
Manasseh Bailey,2564817,WR,FA,Bye,,,,,,,,,,,,,,18,0.00,
Kawaan Baker,2566349,WR,NO,@PHI,,,,,,,,,,,,,0.00,19,0.00,0.0
Rashod Bateman,2565836,WR,BAL,@CHI,,,,,,,,,,,,,4.99,20,0.00,-4.99
Cameron Batson,2561521,WR,TEN,HOU,,,,,,,,,,,,,,21,0.00,
Omar Bayless,2563623,WR,FA,Bye,,,,,,,,,,,,,,22,0.00,
Cole Beasley,2535698,WR,BUF,IND,,,,,,,,,,,,,12.06,23,0.00,-12.06
Odell Beckham Jr.,2543496,WR,LA,Bye,,,,,,,,,,,,,,24,0.00,
Chad Beebe,2561482,WR,MIN,GB,,,,,,,,,,,,,,25,0.00,
Reggie Begelton,2563446,WR,FA,Bye,,,,,,,,,,,,,,26,0.00,
Travis Benjamin,2532790,WR,SF,@JAX,,,,,,,,,,,,,2.48,27,0.00,-2.48
Trinity Benson,2563035,WR,DET,@CLE,,,,,,,,,,,,,4.09,28,0.00,-4.09
Braxton Berrios,2560975,WR,NYJ,MIA,,,,,,,,,,,,,2.59,29,0.00,-2.59
Tarik Black,2565594,WR,IND,@BUF,,,,,,,,,,,,,0.00,30,0.00,0.0
Justin Blackmon,2533038,WR,FA,Bye,,,,,,,,,,,,,,31,0.00,
Chris Blair,2565588,WR,GB,@MIN,,,,,,,,,,,,,0.00,32,0.00,0.0
Christian Blake,2561443,WR,ATL,NE,,,,,,,,,,,,,1.23,33,0.00,-1.23
C.J. Board,2558911,WR,NYG,@TB,,,,,,,,,,,,,,34,0.00,
Victor Bolden,2558912,WR,FA,Bye,,,,,,,,,,,,,,35,0.00,
Kendrick Bourne,2558914,WR,NE,@ATL,,,,,,,,,,,,,7.46,36,0.00,-7.46
Lynn Bowden,2564412,WR,MIA,@NYJ,,,,,,,,,,,,,,37,0.00,
Tyler Boyd,2555466,WR,CIN,@LV,,,,,,,,,,,,,8.58,38,0.00,-8.58
Miles Boykin,2562631,WR,BAL,@CHI,,,,,,,,,,,,,0.65,39,0.00,-0.65
Ja'Marcus Bradley,2563761,WR,CLE,DET,,,,,,,,,,,,,0.00,40,0.00,0.0
A.J. Brown,2562238,WR,TEN,HOU,,,,,,,,,,,,,14.25,41,0.00,-14.25
Antonio Brown,2508061,WR,TB,NYG,,,,,,,,,,,,,11.47,42,0.00,-11.47
