PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
Davante Adams,2543495,WR,GB,CHI,,,,,,10,121,2,,,,,52.20,,10,10,10,13,77,2,1,2,1,29.10
Cooper Kupp,2557898,WR,LA,@ARI,,,,,,13,123,1,,,,,55.30,,13,13,13,15,87,5,4,3,2,24.80
Tyler Lockett,2552430,WR,SEA,@HOU,,,,,,5,142,1,,,1,,36.90,,5,5,5,9,56,,,,3,24.70
Hunter Renfrow,2562712,WR,LV,@KC,,,,,,13,117,1,,,,1,33.50,,13,13,13,14,93,4,3,1,4,23.90
Ja'Marr Chase,2565941,WR,CIN,SF,,,,6,,5,77,2,,,,,44.00,1,5,6,5,8,63,1,1,,5,22.80
Robby Anderson,2556462,WR,CAR,ATL,,,,,,7,84,1,,,,,37.50,,7,7,7,12,58,1,1,1,6,19.60
Mike Evans,2543468,WR,TB,BUF,,,,,,6,91,1,,,,,49.10,,6,6,6,6,100,1,1,,7,18.10
Allen Lazard,2560787,WR,GB,CHI,,,,14,,6,75,1,,,,,52.20,1,6,7,6,7,86,1,1,1,8,17.90
Jakeem Grant,2556190,WR,CHI,@GB,,,,5,,1,46,1,1,,,,38.70,1,1,2,1,3,33,,,,9,17.60
K.J. Osborn,2564574,WR,MIN,PIT,,,,,,3,83,1,,,,,36.20,,3,3,3,9,33,,,,10,17.50
Justin Jefferson,2564556,WR,MIN,PIT,,,,-4,,7,79,1,,,,,36.20,1,7,8,7,15,47,4,2,2,11,17.00
Odell Beckham Jr.,2543496,WR,LA,@ARI,,,,,,6,77,1,,,,,55.30,,6,6,6,7,86,1,1,1,12,16.70
Jalen Guyton,2562844,WR,LAC,NYG,,,,,,3,87,1,,,,,40.40,,3,3,3,3,100,,,,13,16.20
Cam Sims,2561067,WR,WAS,DAL,,,,,,3,69,1,,,,,27.10,,3,3,3,4,75,,,,14,16.10
Brandon Aiyuk,2565093,WR,SF,@CIN,,,,4,,6,62,1,,,,,35.10,1,6,7,6,10,60,2,1,1,15,15.60
Chris Godwin,2558105,WR,TB,BUF,,,,,,10,105,,,,,,49.10,,10,10,10,15,67,3,2,1,16,15.50
