PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
Josh Allen,2560955,QB,BUF,@TB,308,2,1,109,1,,,,,,,,35.22,12,,12,,,,,4,2,1,35.22
Tom Brady,2504211,QB,TB,BUF,363,2,,16,1,,,,,,,,31.12,7,,7,,,,,1,1,2,31.12
Aaron Rodgers,2506363,QB,GB,CHI,341,4,,,,,,,,,,1,27.47,1,,1,,,,,,,3,27.57
Justin Herbert,2565045,QB,LAC,NYG,275,3,,19,,,,,,,,,24.70,4,,4,,,,,1,,4,24.90
Taysom Hill,2558954,QB,NO,@NYJ,175,,,73,2,,,,,,,2,24.23,11,,11,,,,,3,1,5,24.23
Ben Roethlisberger,2506109,QB,PIT,@MIN,308,3,1,5,,,,,,,1,1,23.82,1,,1,,,,,,,6,23.82
Matthew Stafford,79860,QB,LA,@ARI,287,3,,,,,,,,,,1,22.48,,,,,,,,,,7,22.48
Joe Burrow,2563722,QB,CIN,SF,348,2,,3,,,,,,,,1,21.22,2,,2,,,,,,,8,21.22
Jimmy Garoppolo,2543801,QB,SF,@CIN,296,2,,3,,,,,,,,1,19.14,1,,1,,,,,,,9,19.14
Russell Wilson,2532975,QB,SEA,@HOU,260,2,,8,,,,,,,1,1,18.90,2,,2,,,,,,,10,18.90
Justin Fields,2565920,QB,CHI,@GB,224,2,2,74,,,,,,,,1,18.36,9,,9,,,,,2,2,11,18.36
Mike Glennon,2539275,QB,NYG,@LAC,191,2,1,7,1,,,,,,,1,18.34,1,,1,,,,,1,1,12,18.34
Patrick Mahomes,2558125,QB,KC,LV,258,2,,20,,,,,,,,1,18.12,4,,4,,,,,3,1,13,18.32
Davis Mills,2566136,QB,HOU,SEA,331,1,,8,,,,,,,,,18.04,2,,2,,,,,1,,14,18.04
Ryan Tannehill,2532956,QB,TEN,JAX,191,,,29,1,,,,,,,,16.24,4,,4,,,,,2,1,15,16.54
Kyler Murray,2562382,QB,ARI,LA,383,,2,61,,,,,,,,1,15.39,7,,7,,,,,,,16,15.39
Tyler Huntley,2563560,QB,BAL,@CLE,270,1,,45,,,,,,,,2,16.48,6,,6,,,,,,,17,15.30
Teddy Bridgewater,2543465,QB,DEN,DET,179,2,,,,,,,,,,,15.16,,,,,,,,,,18,15.16
Baker Mayfield,2560800,QB,CLE,BAL,190,2,1,14,,,,,,,,,15.00,6,,6,,,,,,,19,15.00
Kirk Cousins,2532820,QB,MIN,PIT,216,2,2,14,,,,,,,,,14.04,2,,2,,,,,,,20,14.04
Cam Newton,2495455,QB,CAR,ATL,178,,1,47,1,,,,,,,2,16.09,10,,10,,,,,1,,21,12.69
Matt Ryan,310,QB,ATL,@CAR,190,1,,3,,,,,,,,,11.90,4,,4,,,,,1,,22,11.90
Jared Goff,2555334,QB,DET,@DEN,215,1,1,10,,,,,,,,,11.60,2,,2,,,,,1,1,23,11.60
Zach Wilson,2566391,QB,NYJ,NO,202,,,33,,,,,,,,,11.38,4,,4,,,,,2,1,24,11.38
Derek Carr,2543499,QB,LV,@KC,263,1,1,,,,,,,,,1,10.52,,,,,,,,,,25,10.52
Dak Prescott,2555260,QB,DAL,@WAS,211,1,2,15,,,,,,,,1,8.87,7,,7,,,,,3,,26,8.87
Taylor Heinicke,2553656,QB,WAS,DAL,122,1,1,8,,,,,,,1,1,8.90,3,,3,,,,,,,27,7.68
