PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Jonathan Taylor,2564148,RB,IND,TEN,,,,75.37,0.61,1.98,15.07,0.06,,,,0.18,13.69,11,1,39.80,26.11
Chuba Hubbard,2565899,RB,CAR,ARI,,,,63.86,0.52,2.67,18.61,0.07,,,,0.25,12.62,18,2,30.50,17.88
De'Von Achane,2570062,RB,MIA,SF,,,,57.37,0.45,4.58,34.05,0.23,,,,0.14,15.23,8,3,28.00,12.77
Saquon Barkley,2560968,RB,PHI,@WAS,,,,98.5,0.74,2.62,19.42,0.12,,,,0.2,17.86,2,4,27.00,9.14
James Conner,2557978,RB,ARI,@CAR,,,,75.91,0.57,3.47,25.91,0.11,,,,0.17,15.66,7,5,24.60,8.94
James Cook,2567328,RB,BUF,NE,,,,72.86,0.54,2.14,16.54,0.1,,,,0.14,13.57,12,6,24.10,10.53
Jahmyr Gibbs,2569747,RB,DET,@CHI,,,,98.79,0.83,3.75,28.04,0.14,,,,0.19,20.00,1,7,23.40,3.4
Bijan Robinson,2569558,RB,ATL,NYG,,,,81.63,0.57,3.93,29.34,0.14,,,,0.2,16.92,4,8,23.30,6.38
Jerome Ford,2567469,RB,CLE,@CIN,,,,52.86,0.38,2.72,19.31,0.06,,,,0.09,11.04,21,9,21.60,10.56
Tyjae Spears,2569795,RB,TEN,@IND,,,,28.71,0.17,2.37,17.38,0.11,,,,0.09,7.29,35,10,21.60,14.31
Derrick Henry,2556075,RB,BAL,PIT,,,,90.45,0.91,1.13,8.19,0.06,,,,0.12,16.01,6,11,19.90,3.89
Gus Edwards,2561324,RB,LAC,DEN,,,,39.51,0.34,0.85,6.37,0.05,,,,0.05,7.25,36,12,19.60,12.35
Kyren Williams,2567862,RB,LAR,@NYJ,,,,78.37,0.66,2.08,15.46,0.06,,,,0.21,14.32,10,13,19.40,5.08
Josh Jacobs,2562377,RB,GB,NO,,,,89.87,0.74,2.94,21.23,0.08,,,,0.16,17.18,3,14,18.70,1.52
Ameer Abdullah,2552374,RB,LV,JAX,,,,19.88,0.08,2.61,19.67,0.06,,,,,6.10,39,15,17.00,10.9
Bucky Irving,2572546,RB,TB,@DAL,,,,65.49,0.51,2.45,18.16,0.1,,,,0.24,12.77,15,16,16.70,3.93
Kareem Hunt,2557917,RB,KC,HOU,,,,36.73,0.31,1.25,9.15,0.07,,,,0.17,7.15,37,17,14.90,7.75
