PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Jarran Reed,2555238,DL,SEA,MIN,1.6,1.43,0.37,0.29,,0.06,0.06,,,,,,,0.06,0.8,,,5.25,30,1,15.60,10.35
Jer'Zhan Newton,2572579,DL,WAS,PHI,0.78,0.5,0.17,0.28,,0.06,,,,,,,,,0.11,,,2.50,89,2,15.10,12.6
Joseph Ossai,2565956,DL,CIN,CLE,,,,,,,,,,,,,,,,,,0.00,395,3,14.10,14.1
Chauncey Golston,2566007,DL,DAL,TB,0.56,0.67,0.13,0.1,,0.05,0.05,,0.05,,0.05,,,,0.15,,0.05,2.35,96,4,12.80,10.45
Nnamdi Madubuike,2563563,DL,BAL,PIT,1.93,0.97,0.54,0.6,0.06,0.06,,,,,,,,,,,,5.88,18,5,12.30,6.42
Jeffery Simmons,2562733,DL,TEN,@IND,1.93,0.94,0.39,0.5,,0.06,,,,,,,,0.11,0.77,,,5.86,19,6,12.10,6.24
Clelin Ferrell,2562263,DL,WAS,PHI,0.89,0.55,0.14,0.22,,,0.06,,,,,,,,0.11,,,2.39,95,7,11.60,9.21
Maason Smith,2572159,DL,JAX,@LV,,,,,,,,,,,,,,,,,,0.00,441,8,11.60,11.6
Kris Jenkins,2571928,DL,CIN,CLE,0.12,0.12,0.06,0.06,,0.06,,,,,,,,,,,,0.67,145,9,11.00,10.33
A'Shawn Robinson,2555265,DL,CAR,ARI,1.95,1.4,,0.18,,,,,,,,,,0.06,0.12,,,4.25,47,10,10.90,6.65
Devonte Wyatt,2567640,DL,GB,NO,1.16,1.1,0.24,0.43,,0.06,0.06,,,,,,,,0.61,,,4.10,49,11,10.60,6.5
Khalen Saunders,2562723,DL,NO,@GB,1.55,0.54,0.05,0.05,,,,,,,,,,0.05,0.11,,,3.00,79,12,10.30,7.3
DeForest Buckner,2555275,DL,IND,TEN,2.47,1.42,0.44,0.55,,0.11,0.05,,,,,,,0.16,1.15,,,7.67,5,13,10.20,2.53
Mike Pennel,2550242,DL,KC,HOU,,,,,,,,,,,,,,,,,,0.00,403,14,10.10,10.1
Myles Garrett,2557965,DL,CLE,@CIN,1.85,0.82,0.79,0.93,,0.11,0.05,,,,,,,0.16,1.58,,,7.87,3,15,10.00,2.13
Mike Hall Jr.,2571949,DL,CLE,@CIN,0.17,0.06,0.06,0.06,,,,,,,0.06,,,,0.22,,,0.85,128,16,9.70,8.85
Jeremiah Pharms,2569505,DL,NE,@BUF,0.79,0.58,0.08,0.05,,,0.05,,,,,,,,,,,1.82,105,17,9.60,7.78
Zach Sieler,2561129,DL,MIA,SF,1.92,1.8,0.3,0.48,,0.06,0.06,,,,,,,0.24,0.84,,,6.57,11,18,9.60,3.03
Isaiah McGuire,2569669,DL,CLE,@CIN,0.17,0.06,0.06,0.06,,,,,,,,,,,0.22,,,0.61,156,19,9.00,8.39
Zach Allen,2562219,DL,DEN,@LAC,1.72,1.39,0.39,1.22,,0.06,,,,,,,,0.11,1.22,,,7.12,6,20,8.60,1.48
Poona Ford,2561195,DL,LAC,DEN,1.33,0.75,0.12,0.17,,,,,,,,,,0.06,0.35,,,3.27,70,21,8.50,5.23
Al-Quadin Muhammad,2558131,DL,DET,@CHI,,,,,,,,,,,,,,,,,,0.00,377,22,8.50,8.5
