PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Brandon Aubrey,2571750,K,DAL,TB,2.64,0.35,,0.5,0.5,0.39,0.28,,,0.06,7.49,20,1,21.00,13.51
Jason Sanders,2561153,K,MIA,SF,2.68,0.12,,0.41,0.47,0.47,0.17,,,0.06,7.63,14,2,21.00,13.37
Jake Elliott,2558172,K,PHI,@WAS,2.46,0.12,,0.42,0.48,0.48,0.24,,,0.06,7.86,7,3,19.00,11.14
Chad Ryland,2570125,K,ARI,@CAR,2,0.25,,0.5,0.5,0.5,0.25,,,,7.50,19,4,15.00,7.5
Brandon McManus,2541556,K,GB,NO,2.46,0.27,,0.27,0.55,0.55,0.27,,,,7.66,11,5,14.50,6.84
Wil Lutz,2556601,K,DEN,@LAC,2.21,0.12,,0.43,0.5,0.43,0.24,,,0.06,7.50,18,6,12.00,4.5
Riley Patterson,2567013,K,ATL,NYG,2.34,,,0.34,0.68,0.34,0.34,,,,8.46,1,7,12.00,3.54
Will Reichard,2572273,K,MIN,@SEA,2.56,0.12,,0.36,0.55,0.43,0.19,,,0.06,7.54,17,8,12.00,4.46
Justin Tucker,2536340,K,BAL,PIT,2.58,0.45,,0.44,0.48,0.48,0.27,,,,7.26,26,9,12.00,4.74
Jake Bates,2571759,K,DET,@CHI,2.89,0.18,,0.37,0.49,0.49,0.18,,,0.06,7.73,10,10,10.00,2.27
Harrison Butker,2558245,K,KC,HOU,2.7,0.02,,0.42,0.53,0.37,0.26,,,,8.27,3,11,10.00,1.73
Cameron Dicker,2568435,K,LAC,DEN,2.33,0.12,,0.41,0.52,0.52,0.23,,,0.06,7.93,5,12,10.00,2.07
Matt Gay,2562271,K,IND,TEN,2.13,0.12,,0.43,0.55,0.43,0.3,,,0.06,7.87,6,13,8.60,0.73
Tyler Bass,2563596,K,BUF,NE,2.68,0.36,,0.42,0.54,0.42,0.24,,,0.07,7.29,24,14,8.00,0.71
Daniel Carlson,2560993,K,LV,JAX,2.01,0.06,,0.45,0.5,0.39,0.28,,,,7.64,13,15,8.00,0.36
Cade York,2567487,K,CIN,CLE,2.11,0.26,,0.46,0.53,0.53,0.26,,,0.07,7.65,12,16,8.00,0.35
Chris Boswell,2550545,K,PIT,@BAL,2.1,0.12,,0.42,0.54,0.48,0.24,,,,7.74,9,17,7.00,-0.74
Chase McLaughlin,2563203,K,TB,@DAL,2.12,0.12,,0.42,0.55,0.49,0.24,,,0.06,7.77,8,18,7.00,-0.77
Jason Myers,2553112,K,SEA,MIN,2.28,0.11,,0.42,0.54,0.48,0.18,,,0.06,7.59,15,19,7.00,-0.59
Joshua Karty,2572201,K,LAR,@NYJ,2.4,0.11,,0.39,0.45,0.45,0.17,,,0.06,7.18,27,20,5.00,-2.18
Jake Moody,2570308,K,SF,@MIA,2.75,0.29,,0.4,0.52,0.4,0.23,,,0.06,7.33,23,21,5.00,-2.33
Cairo Santos,2550636,K,CHI,DET,2.19,0.12,,0.41,0.47,0.47,0.24,,,,7.55,16,22,5.00,-2.55
Ka'imi Fairbairn,2556521,K,HOU,@KC,2.64,0.11,,0.38,0.49,0.38,0.22,,,0.05,7.49,21,23,4.00,-3.49
Zane Gonzalez,2558178,K,WAS,PHI,2.23,0.28,,0.56,0.56,0.56,0.28,,,,8.39,2,24,4.00,-4.39
Eddy Pineiro,2560842,K,CAR,ARI,2.15,0.12,,0.37,0.51,0.37,0.25,,,,7.16,28,25,3.00,-4.16
Joey Slye,2563132,K,NE,@BUF,1.85,0.11,,0.38,0.44,0.38,0.22,,,0.05,6.55,29,26,3.00,-3.55
Cam Little,2572147,K,JAX,@LV,2.34,0.11,,0.39,0.56,0.39,0.17,,,,7.27,25,27,2.00,-5.27
Brayden Narveson,2573470,K,FA,Bye,,,,,,,,,,,,44,28,2.00,
Graham Gano,71309,K,NYG,@ATL,1.72,0.1,,0.42,0.47,0.42,0.16,,,0.05,6.52,30,29,1.00,-5.52
Ramiz Ahmed,2563692,K,FA,Bye,,,,,,,,,,,,32,30,0.00,
Mike Badgley,2560965,K,DET,@CHI,,,,,,,,,,,0.00,33,31,0.00,0.0
Tanner Brown,2569984,K,FA,Bye,,,,,,,,,,,,34,32,0.00,
Anders Carlson,2569750,K,NYJ,LAR,2.52,0.25,,0.5,0.5,0.5,0.25,,,,8.02,4,33,0.00,-8.02
Nick Folk,2507225,K,TEN,@IND,,,,,,,,,,,0.00,35,34,0.00,0.0
Blake Grupe,2571234,K,NO,@GB,1.8,0.09,,0.33,0.43,0.33,0.19,,,0.05,6.03,31,35,0.00,-6.03
Alex Hale,2573890,K,GB,NO,,,,,,,,,,,0.00,36,36,0.00,0.0
Lucas Havrisik,2569534,K,FA,Bye,,,,,,,,,,,,37,37,0.00,
Greg Joseph,2561534,K,NYJ,LAR,,,,,,,,,,,0.00,38,38,0.00,0.0
Younghoe Koo,2559205,K,ATL,NYG,,,,,,,,,,,0.00,39,39,0.00,0.0
Brett Maher,2540243,K,FA,Bye,,,,,,,,,,,,40,40,0.00,
Jude McAtamney,2573503,K,NYG,@ATL,,,,,,,,,,,0.00,41,41,0.00,0.0
Evan McPherson,2565953,K,CIN,CLE,,,,,,,,,,,0.00,42,42,0.00,0.0
Harrison Mevis,2572932,K,FA,Bye,,,,,,,,,,,,43,43,0.00,
Jack Podlesny,2571174,K,FA,Bye,,,,,,,,,,,,45,44,0.00,
Matt Prater,2506677,K,ARI,@CAR,,,,,,,,,,,0.00,46,45,0.00,0.0
John Parker Romo,2569101,K,NE,@BUF,,,,,,,,,,,0.00,47,46,0.00,0.0
Austin Seibert,2562729,K,WAS,PHI,,,,,,,,,,,0.00,48,47,0.00,0.0
Spencer Shrader,2573175,K,KC,HOU,,,,,,,,,,,0.00,49,48,0.00,0.0
Charlie Smyth,2572330,K,NO,@GB,,,,,,,,,,,0.00,50,49,0.00,0.0
James Turner,2573148,K,FA,Bye,,,,,,,,,,,,51,50,0.00,
Matthew Wright,2562968,K,TEN,@IND,,,,,,,,,,,0.00,52,51,0.00,0.0
Greg Zuerlein,2534797,K,NYJ,LAR,,,,,,,,,,,0.00,53,52,0.00,0.0
Dustin Hopkins,2539227,K,CLE,@CIN,2.25,0.11,,0.38,0.49,0.44,0.22,,,0.05,7.34,22,53,-3.00,-10.34
