PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Justin Jefferson,2564556,WR,MIN,@SEA,,,,0.72,,5.51,85.42,0.48,,,,0.12,14.01,4,1,31.40,17.39
Keenan Allen,2540154,WR,CHI,DET,,,,0.7,,5.34,56.27,0.42,,,,0.14,10.61,30,2,24.60,13.99
Brian Thomas Jr.,2572162,WR,JAX,@LV,,,,1.28,,5.11,69.44,0.45,,,,0.06,12.21,14,3,23.70,11.49
Jameson Williams,2567565,WR,DET,@CHI,,,,2.53,,3.5,58.8,0.4,,,,0.06,10.16,32,4,23.50,13.34
Deebo Samuel Sr.,2562721,WR,SF,@MIA,,,,9.83,0.11,3.55,42.65,0.35,,,,0.06,9.66,35,5,21.60,11.94
Olamide Zaccheaus,2562808,WR,WAS,PHI,,,,0.8,,1.91,23.42,0.16,,,,,4.34,79,6,21.50,17.16
A.J. Brown,2562238,WR,PHI,@WAS,,,,0.35,,5.09,76.58,0.46,,,,0.1,12.80,9,7,21.20,8.4
Tank Dell,2569813,WR,HOU,@KC,,,,4.66,0.05,3.86,43,0.25,,,,0.05,8.40,45,8,20.30,11.9
Jaxon Smith-Njigba,2570341,WR,SEA,MIN,,,,0.91,,5.91,64.68,0.45,,,,0.07,12.07,15,9,20.00,7.93
Ja'Marr Chase,2565941,WR,CIN,CLE,,,,1.05,,6.92,94.72,0.66,,,,0.13,16.74,1,10,19.40,2.66
Kayshon Boutte,2570092,WR,NE,@BUF,,,,1.24,,2.73,35.92,0.25,,,,,6.58,62,11,18.00,11.42
Xavier Worthy,2572186,WR,KC,HOU,,,,6.1,0.06,3.2,42.9,0.33,,,,0.05,8.74,39,12,17.00,8.26
Davante Adams,2543495,WR,NYJ,LAR,,,,0.32,,5.52,71.84,0.52,,,,0.12,12.86,8,13,16.30,3.44
