PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Blake Grupe,2571234,K,NO,@ATL,,,,1,1,2,1,,,,6.06,1,19.00,12.94
Brandon McManus,2541556,K,JAX,@HOU,1,,,,,2,1,,,,6.93,2,14.00,7.07
Cairo Santos,2550636,K,CHI,@MIN,,,,1,2,,1,,,,7.41,3,14.00,6.59
Jason Sanders,2561153,K,MIA,@NYJ,4,,,,1,,1,,,,7.16,4,13.50,6.34
Tyler Bass,2563596,K,BUF,@PHI,4,,,,,2,,,,1,6.79,5,11.00,4.21
Chris Boswell,2550545,K,PIT,@CIN,1,,,,2,1,,,,,7.56,6,11.00,3.44
Matt Gay,2562271,K,IND,TB,3,,,,1,1,,,,,7.29,7,10.00,2.71
Justin Tucker,2536340,K,BAL,@LAC,2,,,,,2,,,,,7.84,8,10.00,2.16
Jake Elliott,2558172,K,PHI,BUF,4,,,,,,1,,,,6.35,9,9.00,2.65
Wil Lutz,2556601,K,DEN,CLE,3,,,1,1,,,,,,7.99,10,9.00,1.01
Jason Myers,2553112,K,SEA,SF,1,,,,1,,1,,,,6.96,11,9.00,2.04
Chase McLaughlin,2563203,K,TB,@IND,2,,,2,,,,,,,6.74,12,8.00,1.26
Harrison Butker,2558245,K,KC,@LV,4,,,,1,,,,,,7.75,13,7.00,-0.75
Nick Folk,2507225,K,TEN,CAR,2,,,,,,1,,,,6.59,14,7.00,0.41
Jake Moody,2570308,K,SF,@SEA,4,,,,1,,,,,,6.60,15,7.00,0.4
Brandon Aubrey,2571750,K,DAL,WAS,4,1,,,,,1,,,,6.94,16,6.00,-0.94
Dustin Hopkins,2539227,K,CLE,@DEN,,,,1,1,,,,,,5.81,17,6.00,0.19
Younghoe Koo,2559205,K,ATL,NO,3,,,,1,,,,,,7.31,18,6.00,-1.31
Eddy Pineiro,2560842,K,CAR,@TEN,1,,,,,,1,,,,6.55,19,6.00,-0.55
Randy Bullock,2533444,K,NYG,NE,1,,,,,1,,,,,7.40,20,5.00,-2.4
Evan McPherson,2565953,K,CIN,PIT,1,,,,,1,,,,,6.55,21,5.00,-1.55
Joey Slye,2563132,K,WAS,@DAL,1,,,,,1,,,,,6.42,22,5.00,-1.42
Daniel Carlson,2560993,K,LV,KC,2,,,,1,,,,,1,6.61,23,4.00,-2.61
Cameron Dicker,2568435,K,LAC,BAL,1,,,,1,,,,,,6.66,24,4.00,-2.66
Lucas Havrisik,2569534,K,FA,Bye,4,1,,1,,,,,,,,25,4.00,
Greg Joseph,2561534,K,MIN,CHI,1,,,,1,,,,,,7.22,26,4.00,-3.22
Matt Ammendola,2565555,K,FA,Bye,3,,,,,,,,,,,27,3.00,
