PlayerName,PlayerId,Pos,Team,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Jordan Poyer,2539290,DB,BUF,91,33,2,4,2,2,,,,,,,,5,4,14,,1,220.07
Budda Baker,2558009,DB,ARI,90,28,2,7,2,1,,,,,,,,6,3,90,,2,219.90
Jessie Bates,2560970,DB,CIN,78,31,,2,3,1,,,,,,,,15,1,12,,3,212.80
Malcolm Butler,2550613,DB,FA,86,14,,1,4,,,,,,,,,14,,111,,4,211.60
Marlon Humphrey,2558067,DB,BAL,70,12,2.5,4,1,8,,,,,1,,,11,4,8,,5,204.87
Jeremy Chinn,2563632,DB,CAR,68,49,1,2,1,2,2,,2,,,,,5,5,,45,6,199.70
Malcolm Jenkins,79848,DB,NO,69,22,2.5,7,3,1,1,,,,,,,10,6,58,,7,195.33
Justin Simmons,2555550,DB,DEN,77,19,,3,5,,1,,,,,,,9,,90,18,8,195.20
Kenny Moore II,2558976,DB,IND,68,12,2,4,4,1,,1,,,,,,13,3,45,,9,192.20
Kevin Byard,2555158,DB,TEN,79,32,,1,1,1,,,,,,,,7,1,,,10,186.40
Adrian Phillips,2550842,DB,NE,76,33,1,7,2,,,,,,,,,4,1,5,,11,185.77
Vonn Bell,2555530,DB,CIN,67,47,,3,,3,2,,,,,,,5,4,,65,12,185.17
Logan Ryan,2540162,DB,NYG,68,26,1,1,1,3,2,,,,,,,9,4,15,,13,180.90
Taron Johnson,2560766,DB,BUF,70,24,1,5,1,1,,1,,,,,,7,3,51,,14,179.40
Jabrill Peppers,2557980,DB,NYG,57,34,2.5,8,1,1,1,,,,,,,11,3,6,,15,178.30
John Johnson,2558183,DB,CLE,73,32,,2,1,,,,,,,,,8,,,,16,176.20
Daniel Sorensen,2550257,DB,KC,68,23,,2,3,2,,1,,,,,,5,4,67,,17,175.23
Jamal Adams,2557979,DB,SEA,59,24,9.5,11,,1,,,,,,,,3,14,,,18,173.00
Minkah Fitzpatrick,2560725,DB,PIT,60,19,,1,4,1,1,1,,,,,,11,,77,-1,19,171.23
Eric Rowe,2552255,DB,MIA,66,25,,1,2,,1,,,,,,,11,2,26,,20,171.07
Marcus Maye,2557995,DB,NYJ,52,36,2,4,2,2,1,,,,,,,11,2,,,21,170.70
Troy Hill,2553536,DB,CLE,55,22,,1,3,1,2,2,1,,,,,10,,119,20,22,170.23
Harrison Smith,2532948,DB,MIN,54,35,0.5,2,5,,,,,,,,,10,5,33,,23,169.90
Khari Willis,2562602,DB,IND,65,20,2,3,2,1,,1,,,,,,6,4,93,,24,169.60
Xavien Howard,2555539,DB,MIA,40,11,,1,10,1,,,,,,,,20,,77,,25,169.37
Antoine Winfield Jr.,2565261,DB,TB,64,30,3,1,1,2,1,,,,,,,6,4,16,,26,169.33
Adrian Amos,2552385,DB,GB,65,18,2,4,2,,1,,,,,,,9,3,47,,27,168.47
Kamren Curl,2565270,DB,WAS,63,25,2,4,3,,,1,,,,,,4,5,88,,28,167.03
Carlton Davis,2561039,DB,TB,52,16,,3,4,,,,,,,,,18,,42,,29,166.10
Chuck Clark,2558248,DB,BAL,57,39,1.5,3,1,2,3,,1,,,,,4,4,,66,30,165.30
Darnell Savage,2562724,DB,GB,56,19,1,3,4,,1,,,,,,,12,2,13,,31,163.33
Tre Boston,2543830,DB,FA,61,34,1,3,1,1,2,,,,,,,4,2,,,32,157.40
Anthony Harris,2553655,DB,PHI,58,46,,2,,,,,,,,,,7,,,,33,155.90
Johnathan Abram,2562616,DB,LV,60,26,,3,2,,1,,,,,,,6,4,29,,34,153.27
Eddie Jackson,2558176,DB,CHI,63,19,,1,,3,1,,1,,,,,5,,,8,35,152.07
A.J. Terrell,2563527,DB,ATL,61,13,,3,1,3,,,,,,,,7,1,,,36,150.60
Justin Reid,2560851,DB,HOU,62,21,2,6,,,,,,,,,1,4,4,,,37,150.20
Michael Davis,2559164,DB,LAC,48,16,,2,3,,,1,,,,,,14,,86,,38,149.77
Tyrann Mathieu,2540180,DB,KC,48,14,,3,6,,1,1,,,,,,9,2,70,-2,39,149.07
Kareem Jackson,496735,DB,DEN,67,22,,1,1,,2,,,,,,,4,,13,2,40,149.00
Kenny Vaccaro,2539320,DB,FA,62,21,1,6,,,1,,,,,,,5,1,,53,41,148.97
Tracy Walker III,2560913,DB,DET,64,23,1,5,,,,,,,,,,4,2,,,42,147.70
Jordan Whitehead,2560930,DB,TB,53,21,2,9,2,1,1,,,,,,,4,3,2,,43,147.47
Chauncey Gardner-Johnson,2562588,DB,NO,52,14,1,5,1,,,,,,,,,13,4,3,,44,147.20
James Bradberry,2555175,DB,NYG,44,10,,,3,2,1,,,,,,,18,,19,,45,146.93
Terrance Mitchell,2543637,DB,HOU,54,11,,2,,3,,,,,,,,13,,,,46,146.60
Trayvon Mullen,2562380,DB,LV,56,8,,2,2,,,,,,,,,14,,,,47,146.60
Rayshawn Jenkins,2558182,DB,JAX,58,26,1,4,2,,,,,,,,,4,1,23,,48,145.67
Trevon Diggs,2563836,DB,DAL,49,9,1,1,3,1,,,,,,,,14,,43,,49,144.43
Jeff Gladney,2564541,DB,FA,63,18,,7,,1,,,,,,,,3,1,,,50,143.50
Shaquill Griffin,2558259,DB,JAX,53,10,,2,3,,,,,,,,,12,,20,,51,142.27
Tre Herndon,2561340,DB,JAX,64,12,1,4,,,,,,,,,,5,2,,,52,139.90
Jonathan Jones,2556571,DB,NE,60,14,,,2,1,,,,,,,,6,1,,,53,139.20
DeShon Elliott,2560715,DB,BAL,51,29,2.5,3,,2,,,,,,,,4,5,,,54,138.90
Donovan Wilson,2562604,DB,DAL,48,23,3.5,2,2,3,2,,,,,,,3,3,5,,55,138.67
Jalen Mills,2555383,DB,NE,59,15,1.5,4,1,1,,,,,,,,3,5,5,,56,138.47
Marcus Peters,2552488,DB,BAL,46,6,1,1,4,4,2,,,,,,,9,1,17,-3,57,137.97
Tre'Davious White,2557867,DB,BUF,44,13,1.5,2,3,1,2,,,,,,,11,3,28,-1,58,137.10
J.C. Jackson,2560754,DB,NE,34,6,,1,9,,3,,,,,,,14,,80,,59,136.27
Vernon Hargreaves III,2555299,DB,CIN,61,11,,1,1,,,,,,,,,7,,,,60,135.00
Marshon Lattimore,2558061,DB,NO,52,10,,2,2,,,,,,,,,11,,13,,61,134.33
Mike Hilton,2556559,DB,CIN,42,9,3,8,3,1,2,,,,,,,7,5,5,22,62,133.50
Quandre Diggs,2552262,DB,SEA,42,22,,,5,,,,,,,,,10,,57,,63,133.40
Janoris Jenkins,2532875,DB,TEN,44,11,,2,3,,,1,,,,,,12,,53,,64,132.87
Devin McCourty,494287,DB,NE,45,23,,2,2,,,1,,1,,,,6,,62,,65,129.97
Michael Ojemudia,2563908,DB,DEN,55,7,,1,,4,,,,,,,,6,,,,66,129.60
Isaiah Oliver,2560830,DB,ATL,51,19,1,4,,1,,,,,,,,6,2,,,67,129.40
Denzel Ward,2560916,DB,CLE,38,8,,1,2,1,,,,,,,,18,1,,,68,128.50
Duron Harmon,2541243,DB,ATL,54,19,,,2,,,,,,,,,5,1,22,,69,127.73
Terrell Edmunds,2560712,DB,PIT,46,22,1,1,2,,,,,,,,,8,1,11,,70,127.17
Joe Haden,496733,DB,PIT,44,8,,2,2,,,1,,,,,,12,,38,,71,126.47
Patrick Peterson,2495504,DB,MIN,52,9,,,3,,,,,,,,,8,,7,,72,126.33
Kyle Fuller,2543681,DB,DEN,52,13,,,1,1,,,,,,,,8,,5,,73,125.97
Jaire Alexander,2560952,DB,GB,40,11,1,2,1,1,,,,,1,,,13,1,-4,,74,125.67
Josh Jones,2558119,DB,IND,59,24,,,1,,,,,,,,,1,,,,75,125.50
Rodney McLeod,2534832,DB,PHI,43,23,,3,1,,2,,1,,,,,7,,21,50,76,125.37
Ronald Darby,2552689,DB,DEN,43,12,,1,,,1,,,,,,,16,,,,77,125.20
Jamel Dean,2562556,DB,TB,51,11,,2,1,,,1,,,,,,7,,32,,78,124.57
Sean Murphy-Bunting,2562635,DB,TB,53,17,,3,1,1,1,,,,,,,3,1,,3,79,124.30
Lamarcus Joyner,2543492,DB,NYJ,53,13,,6,,,,,,,,,,5,,,,80,122.00
Tashaun Gipson,2532848,DB,CHI,48,18,,,2,,1,,,,,,,7,,10,,81,121.83
Nasir Adderley,2562617,DB,LAC,58,11,,,1,,1,,,,,,,3,1,39,1,82,121.23
Dre Kirkpatrick,2533060,DB,FA,53,3,,,3,,,,,,,,,7,,13,,83,120.93
Jason Verrett,2543493,DB,SF,50,10,,2,2,,,,,,,,,7,,,,84,120.50
Darious Williams,2561469,DB,LA,37,7,,1,4,,,,,,,,,14,,21,,85,119.70
D.J. Reed,2560850,DB,SEA,46,16,,2,2,,2,,,,,,,7,,21,,86,119.20
Rasul Douglas,2558168,DB,GB,50,12,,1,,,,,,,,,,9,,,,87,118.60
Pierre Desir,2543811,DB,TB,39,10,,2,3,1,,1,,,,,,8,,58,,88,117.23
Darius Slay,2540288,DB,PHI,53,6,,2,1,,,,,,,,,6,,25,,89,117.23
Kendall Fuller,2555349,DB,WAS,38,12,,1,4,,,,,,,,,11,,,,90,117.20
Jimmie Ward,2543741,DB,SF,45,28,,,,2,,,,,,,,4,1,,,91,116.40
Micah Hyde,2539240,DB,BUF,48,22,,1,1,,,,,,,,,5,,33,,92,115.80
Lonnie Johnson,2562295,DB,HOU,56,20,,1,,,,,,,,,,,3,,,93,114.20
Blessuan Austin,2562468,DB,SEA,50,13,,3,,1,,,,,,,,4,1,,,94,113.90
Karl Joseph,2555342,DB,PIT,46,21,,2,1,,2,,,,,,,4,,49,,95,113.13
Nevin Lawson,2543872,DB,JAX,47,14,1,1,,2,1,,,,,,,4,1,,,96,113.10
Ugo Amadi,2562464,DB,SEA,47,7,,4,,1,,,,,,,,7,,,,97,112.50
Buster Skrine,2495343,DB,FA,52,14,,1,,1,,,,,,,,3,,,,98,112.10
Marcus Williams,2558847,DB,NO,39,20,,,3,,,,,,,,,7,,37,,99,111.53
Jarrod Wilson,2556711,DB,NYJ,45,24,,2,1,,,,,,,,,3,,48,,100,111.30
Steven Nelson,2552265,DB,PHI,43,5,,2,2,,1,,,,,,,9,,3,,101,110.70
Jordan Fuller,2564340,DB,LA,42,18,,,3,,,,,,,,,5,,45,,102,110.30
Amani Hooker,2562666,DB,TEN,35,16,,1,4,,,,,,,,,8,,11,,103,108.57
Byron Murphy,2562318,DB,ARI,40,11,2,3,,,2,,,,,,,8,2,,3,104,108.40
Andrew Sendejo,2525323,DB,IND,51,16,,,,1,,,,,,,,2,,,,105,108.00
Xavier Rhodes,2540155,DB,IND,35,7,,,2,,,1,,,,,,12,,44,,106,107.57
Nik Needham,2563220,DB,MIA,36,22,1,1,2,,,,,,,,,7,1,1,,107,107.33
Xavier Woods,2558159,DB,MIN,48,24,,2,,,,,,,,,,1,1,,,108,106.80
Julian Love,2562414,DB,NYG,47,17,,1,1,,,,,,,,,3,,13,,109,106.43
Erik Harris,2555568,DB,ATL,44,17,,1,,1,,,,,,,,5,1,,,110,106.40
Amani Oruwariye,2562390,DB,DET,45,8,,1,1,,,,,,,,,7,,,,111,105.40
Kevin King,2557996,DB,GB,45,12,,,,1,1,,,,,,,5,1,,48,112,105.20
Jaylon Johnson,2563701,DB,CHI,34,10,,1,,,,,,,,,,15,,,,113,104.80
Jourdan Lewis,2557920,DB,DAL,40,19,2,7,,,1,,,,,,,2,1,,,114,104.20
William Jackson,2556367,DB,WAS,38,7,,1,1,,,,,,,,,11,,30,,115,103.70
Darius Phillips,2560839,DB,CIN,30,8,,2,1,2,,,,,,,,12,2,21,,116,102.60
Desmond King,2557927,DB,HOU,40,15,2,2,,,1,,1,,,,,2,2,,63,117,100.10
Brandon Jones,2564469,DB,MIA,41,21,1,3,,1,,,,,,,,1,1,,,118,99.50
L'Jarius Sneed,2564304,DB,KC,31,10,2,2,3,,,,,,,,,7,3,42,,119,98.60
Andrew Wingard,2562606,DB,JAX,35,15,,3,2,,1,,,,,,,5,,31,17,120,98.10
Levi Wallace,2560914,DB,BUF,34,14,,1,2,,,,,,,,,8,1,,,121,98.00
Jalen Ramsey,2555280,DB,LA,36,8,,2,1,,,,,,,,,9,1,2,,122,97.17
Ryan Neal,2561381,DB,SEA,33,11,,3,2,,,,,,1,,1,5,,1,,123,95.93
Emmanuel Moseley,2561072,DB,SF,34,13,,,1,,,,,,,,,9,,51,,124,95.90
Julian Blackmon,2564103,DB,IND,35,7,,3,2,1,,,,,,,,6,,19,,125,95.73
Cameron Dantzler,2564526,DB,MIN,36,10,,3,2,1,1,,,,,,,4,,,,126,95.20
Charvarius Ward,2561417,DB,KC,38,13,1,1,,,,,,,,,,6,3,,,127,95.00
Bashaud Breeland,2543571,DB,MIN,30,8,,1,2,1,1,,,,,,,9,,29,,128,93.87
Jayron Kearse,2555156,DB,DAL,41,18,,,,1,,,,,,,,2,1,,,129,93.10
Rock Ya-Sin,2562614,DB,IND,36,9,,,1,1,,,,,,,,7,,,,130,92.90
Juston Burris,2555313,DB,CAR,34,19,,3,1,,,,,,,,,4,1,,,131,91.50
Kyle Dugger,2564601,DB,NE,43,21,,1,,,,,,,,,,,,,,132,91.40
Jeff Okudah,2563944,DB,DET,41,6,,4,1,,,,,,,,,2,,36,,133,90.20
Donte Jackson,2560753,DB,CAR,22,12,,1,3,,,,,,,,,11,,110,,134,90.17
Bobby McCain,2552434,DB,WAS,39,7,,,1,,,,,,,,,5,2,19,,135,89.53
LeShaun Sims,2555551,DB,FA,38,14,,,1,,,,,,,,,4,,,,136,89.30
Casey Hayward,2532861,DB,LV,36,5,,,1,,,,,,,,,8,,9,,137,89.00
Bryce Callahan,2553500,DB,DEN,36,6,,1,2,,1,,,,,,,5,,,,138,88.00
Mackensie Alexander,2555177,DB,MIN,32,15,,1,1,,,,,,,,,6,,21,,139,87.10
Cameron Sutton,2558849,DB,PIT,27,3,1,1,1,3,1,,,,,,,8,,,,140,86.80
Raven Greene,2561207,DB,FA,28,16,1.5,1,1,1,,,,,,,,5,3,17,,141,86.47
Marcus Epps,2562946,DB,PHI,35,12,,,2,,,,,,,,,4,,,,142,86.10
T.J. Carrie,2550164,DB,IND,25,7,,1,2,,1,1,,1,,,,8,,47,25,143,86.00
Kendall Sheffield,2562730,DB,ATL,37,14,,,,1,,,,,,,,3,,,,144,85.10
Anthony Brown,2555531,DB,DAL,32,7,1,1,2,,1,,1,,,,,3,1,14,29,145,84.93
Chandon Sullivan,2560887,DB,GB,32,9,,,1,,,1,,,,,,6,,7,,146,84.33
Bradley Roby,2543505,DB,NO,33,4,,2,1,,1,,,,,,,7,,,,147,84.30
Tre Flowers,2560728,DB,CIN,37,10,,1,,1,,,,,,,1,2,,,,148,83.90
Tarvarius Moore,2561117,DB,SF,37,15,,1,,1,1,,,,,,,1,,,3,149,83.50
Ronnie Harrison,2561008,DB,CLE,24,14,1,,1,,1,1,,,,,,7,1,47,,150,82.07
Darryl Roberts,2553353,DB,WAS,34,5,,1,1,,,,,,,,,6,,6,,151,82.00
Isaac Yiadom,2560946,DB,GB,29,17,0.5,,,1,,,,,,,,5,1,,,152,80.40
Jeff Heath,2541832,DB,NO,28,9,,1,3,,,,,,,,,4,1,89,,153,80.37
Taylor Rapp,2562707,DB,LA,32,12,,1,1,1,,,,,,,,3,,,,154,80.00
Keion Crossen,2561157,DB,NYG,33,13,,,,,,,,,,,,5,,,,155,79.00
Jimmy Moreland,2562858,DB,HOU,33,11,0.5,1,1,1,,,,,,,,1,2,32,,156,78.97
Nickell Robey-Coleman,2540197,DB,DET,37,7,,2,,1,1,,,,,,,1,,,,157,78.50
Rashad Fenton,2562649,DB,KC,27,8,,1,1,,,,,,,,,7,,31,,158,75.83
C.J. Henderson,2564199,DB,CAR,27,9,,,1,1,,,,,,,,6,,22,,159,75.83
Juan Thornhill,2562761,DB,KC,33,8,,,1,,,,,,,,,3,1,20,,160,74.67
Byron Jones,2552568,DB,MIA,28,9,,,2,1,,,,,,,,4,,15,,161,73.80
Chidobe Awuzie,2557840,DB,CIN,29,9,,,1,,1,,,,,,,5,,,,162,73.50
Chris Banjo,2541192,DB,ARI,34,14,,1,,,,,,,,,,1,1,,,163,73.50
Avonte Maddox,2560795,DB,PHI,36,4,,1,,,,,,,,,,3,,,,164,73.40
Stephon Gilmore,2533062,DB,CAR,30,7,,1,1,1,,,,,,,,3,,15,,165,73.10
Darqueze Dennard,2543474,DB,IND,28,8,,2,1,,,,,,,,,5,,,,166,73.00
Landon Collins,2552454,DB,WAS,24,17,2,3,1,1,,,,,,,,1,1,1,,167,72.93
Darian Thompson,2555154,DB,DAL,30,13,,,1,1,,,,,,,,1,1,3,,168,71.80
Bryce Hall,2564796,DB,NYJ,33,3,,1,1,,,,,,,,,3,,20,,169,71.67
P.J. Williams,2552484,DB,NO,31,9,,,1,,2,,,,,,,2,,30,,170,71.40
Marcell Harris,2561006,DB,SF,27,10,,,,2,2,,,,,,,3,,,,171,70.40
Corn Elder,2558171,DB,WAS,28,12,,1,,1,,,,,,,,3,,,,172,69.70
Quinton Dunbar,2553796,DB,FA,28,2,,2,1,,,,,,,,,5,,,,173,68.20
Jason McCourty,89756,DB,MIA,30,12,,,,,,,,,,,,3,,,,174,68.10
Chris Claybrooks,2564169,DB,JAX,33,6,,1,,,,,,,,,,3,,,,175,67.90
Chris Harris,2530510,DB,LAC,25,12,0.5,1,1,,,,,,,,,2,1,51,,176,65.30
Josh Norman,2532920,DB,SF,21,3,,2,1,1,2,1,,,,,,4,,16,7,177,64.87
Troy Pride,2563662,DB,CAR,27,15,,1,,,,,,,,,,2,,,,178,64.40
Darnay Holmes,2564739,DB,NYG,23,7,0.5,,1,,1,,,,,,,5,2,,,179,63.70
Arthur Maulet,2559087,DB,PIT,23,6,1,,1,,,,,,,,,5,1,20,,180,63.07
Kevin Johnson,2552261,DB,FA,22,13,0.5,,,1,1,,,,,,,3,3,,,181,62.30
