PlayerName,PlayerId,Pos,Team,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
D'Andre Swift,2563965,RB,DET,,,,521,8,46,357,2,,,,3,31.27,114,46,160,46,57,81,9,26,18,18,164.80
Nyheim Hines,2560742,RB,IND,,,,380,3,63,482,4,,,1,,25.59,89,63,152,63,76,83,12,36,14,19,163.40
David Johnson,2553435,RB,HOU,,,,691,6,33,314,2,,,,2,31.99,147,33,180,33,46,72,14,29,19,20,162.80
Clyde Edwards-Helaire,2564271,RB,KC,,,,803,4,36,297,1,,,,,,,,,,,,,,,21,158.80
J.K. Dobbins,2563548,RB,BAL,,,,805,9,18,120,,,,2,2,20.62,134,18,152,18,24,75,1,28,10,22,157.50
Miles Sanders,2562722,RB,PHI,,,,867,6,28,197,,,,2,4,23.07,164,28,192,28,52,54,1,26,12,23,157.03
J.D. McKissic,2556440,RB,WAS,,,,365,1,80,589,2,,,,3,22.98,85,80,165,80,110,73,14,22,6,24,152.50
Todd Gurley,2552475,RB,FA,,,,678,9,25,164,,,,,2,,,,,,,,,,,25,148.70
James Conner,2557978,RB,ARI,,,,721,6,35,215,,,,,2,,,,,,,,,,,26,147.60
Myles Gaskin,2562270,RB,MIA,,,,584,3,41,388,2,,,,2,23.29,142,41,183,41,47,87,7,42,21,27,143.70
Chase Edmonds,2560711,RB,ARI,,,,448,1,53,402,4,,,,2,,,,,,,,,,,28,140.20
Jeff Wilson,2560938,RB,SF,,,,600,7,13,133,3,,,,2,19.13,126,13,139,13,28,46,6,28,14,29,140.20
Austin Ekeler,2559169,RB,LAC,,,,530,1,54,403,2,,,,1,22.11,116,54,170,54,65,83,10,27,14,30,139.00
Giovani Bernard,2540156,RB,TB,,,,416,3,47,355,3,,,,1,24.61,124,47,171,47,59,80,11,28,9,31,136.30
Gus Edwards,2561324,RB,BAL,,,,723,6,9,129,,,,,1,20.62,144,9,153,9,13,69,1,27,11,32,128.90
Devin Singletary,2562734,RB,BUF,,,,687,2,38,269,,,,,1,21.91,156,38,194,38,50,76,7,27,7,33,126.30
Wayne Gallman,2557952,RB,ATL,,,,682,6,21,114,,,,,1,27.03,147,21,168,21,27,78,5,23,10,34,125.90
Latavius Murray,2541161,RB,BAL,,,,656,4,23,176,1,,,,1,20.62,146,23,169,23,26,88,5,29,8,35,122.70
Darrell Henderson,2562574,RB,LA,,,,624,5,16,159,1,,,,,18.54,138,16,154,16,24,67,4,35,16,36,122.30
Adrian Peterson,2507164,RB,TEN,,,,604,7,12,101,,,,,,21.16,156,12,168,12,18,67,1,35,18,37,118.50
Leonard Fournette,2557973,RB,TB,,,,367,6,36,233,,,,,,24.61,97,36,133,36,47,77,9,28,15,38,115.00
Jamaal Williams,2558204,RB,DET,,,,505,2,31,236,1,,,2,,31.27,119,31,150,31,35,89,3,27,10,39,115.00
Jerick McKinnon,2543715,RB,KC,,,,319,5,33,253,1,,,,,,,,,,,,,,,40,114.80
Tony Pollard,2562699,RB,DAL,,,,435,4,28,193,1,,,,,18.78,101,28,129,28,40,70,8,19,4,41,110.20
Malcolm Brown,2552382,RB,MIA,,,,419,5,23,162,,,,,1,23.29,101,23,124,23,33,70,4,21,13,42,102.70
Cam Akers,2564319,RB,LA,,,,625,2,11,123,1,,,,1,18.54,145,11,156,11,14,79,2,33,19,43,96.30
Rex Burkhead,2539265,RB,HOU,,,,274,3,25,192,3,,,,,31.99,67,25,92,25,33,76,6,16,8,44,95.10
Zack Moss,2563617,RB,BUF,,,,481,4,14,95,1,,,,,21.91,112,14,126,14,18,78,2,30,16,45,94.60
James White,2543773,RB,NE,,,,121,2,49,375,1,,,,1,21.58,35,49,84,49,62,79,6,9,4,46,92.80
Raheem Mostert,2553728,RB,SF,,,,521,2,16,156,1,,,,1,19.13,104,16,120,16,19,84,,11,7,47,91.70
Brian Hill,2558112,RB,CLE,,,,465,1,25,199,,,,,2,30.86,100,25,125,25,30,83,1,9,2,48,91.20
Joe Mixon,2557976,RB,CIN,,,,428,3,21,138,1,,,,1,24.64,119,21,140,21,26,81,3,20,7,49,90.80
Damien Harris,2562281,RB,NE,,,,691,2,5,52,,,,,1,21.58,137,5,142,5,7,71,1,21,11,50,88.80
Christian McCaffrey,2557997,RB,CAR,,,,225,5,17,149,1,,,,,26.65,59,17,76,17,19,89,1,15,3,51,84.40
Boston Scott,2561146,RB,PHI,,,,374,1,25,212,1,,,,2,23.07,80,25,105,25,36,69,5,16,6,52,80.80
Devontae Booker,2555223,RB,NYG,,,,423,3,17,84,,,,,1,24.56,93,17,110,17,21,81,3,20,6,53,80.40
Alexander Mattison,2562682,RB,MIN,,,,434,2,13,125,1,,,,,25.47,96,13,109,13,15,87,,24,10,54,80.40
Kalen Ballage,2560967,RB,PIT,,,,303,3,29,166,,,,,1,20.90,91,29,120,29,37,78,5,25,8,55,78.40
Benny Snell,2562743,RB,PIT,,,,368,4,10,61,,,,,2,20.90,111,10,121,10,14,71,3,22,17,56,78.30
Carlos Hyde,2543743,RB,JAX,,,,356,4,16,93,,,,,1,21.11,81,16,97,16,20,80,,12,8,57,75.90
Sony Michel,2560809,RB,LA,,,,449,1,7,114,1,,,,,18.54,79,7,86,7,9,78,,12,3,58,71.80
Joshua Kelley,2565054,RB,LAC,,,,354,2,23,148,,,,,2,22.11,111,23,134,23,23,100,2,24,13,59,71.40
Kyle Juszczyk,2540230,RB,SF,,,,64,2,19,202,4,,,,1,19.13,17,19,36,19,29,66,9,11,6,60,70.10
Duke Johnson,2552461,RB,MIA,,,,235,1,28,249,1,,,,3,23.29,77,28,105,28,35,80,8,12,6,61,69.40
Cordarrelle Patterson,2540145,RB,ATL,,,,232,1,21,132,,1,,,,27.03,64,21,85,21,25,84,3,11,3,62,65.80
Le'Veon Bell,2540175,RB,FA,,,,328,2,16,138,,,,,1,,,,,,,,,,,63,64.60
Samaje Perine,2558138,RB,CIN,,,,301,3,11,66,,,,,,24.64,63,11,74,11,12,92,5,20,6,64,64.40
Phillip Lindsay,2559947,RB,HOU,,,,502,1,7,28,,,,,,31.99,118,7,125,7,14,50,1,8,3,65,64.20
Salvon Ahmed,2565090,RB,MIA,,,,319,3,11,61,,,,1,,23.29,75,11,86,11,14,79,1,22,7,66,63.50
Kerryon Johnson,2560765,RB,FA,,,,181,2,19,187,1,,,,1,,,,,,,,,,,67,62.30
Justin Jackson,2560756,RB,LAC,,,,270,,19,173,,,,1,,22.11,59,19,78,19,24,79,1,6,,68,59.10
Jordan Wilkins,2560933,RB,JAX,,,,308,1,12,105,,,,1,,21.11,84,12,96,12,16,75,2,9,3,69,58.70
Peyton Barber,2556466,RB,LV,,,,258,4,4,12,,,,,,20.44,94,4,98,4,7,57,,16,10,70,56.30
Ty Johnson,2562293,RB,NYJ,,,,254,1,16,99,1,,,,,18.69,54,16,70,16,21,76,1,11,4,71,56.10
Mark Ingram,2495466,RB,NO,,,,299,2,6,50,,,,,,22.67,72,6,78,6,8,75,2,13,5,72,51.90
DeeJay Dallas,2565144,RB,SEA,,,,108,2,17,111,1,,,,,21.21,34,17,51,17,20,85,3,15,8,73,50.90
La'Mical Perine,2564808,RB,NYJ,,,,232,2,11,63,,,,,,18.69,64,11,75,11,15,73,1,8,2,74,48.70
Ito Smith,2559924,RB,FA,,,,268,1,17,75,,,,,1,,,,,,,,,,,75,48.50
Dion Lewis,2495469,RB,FA,,,,115,2,19,127,1,,,,3,,,,,,,,,,,76,47.40
Darrel Williams,2560935,RB,KC,,,,169,1,18,116,,,,1,,,,,,,,,,,,77,46.50
Dare Ogunbowale,2559362,RB,JAX,,,,145,,10,54,,,,,,21.11,32,10,42,10,20,50,1,3,1,78,41.80
Jalen Richard,2556885,RB,LV,,,,123,1,19,138,,,,,1,20.44,22,19,41,19,23,83,4,6,2,79,39.60
A.J. Dillon,2563986,RB,GB,,,,242,2,2,21,,,,,,20.82,46,2,48,2,2,100,1,5,2,80,39.30
Alfred Morris,2533457,RB,FA,,,,238,1,3,19,1,,,,,,,,,,,,,,,81,39.20
Matt Breida,2558918,RB,BUF,,,,254,,9,96,,,,,2,21.91,59,9,68,9,10,90,,8,1,82,39.00
Jeremy McNichols,2557977,RB,TEN,,,,204,1,12,55,,,,,,21.16,47,12,59,12,17,71,6,12,3,83,37.90
Josh Adams,2560949,RB,NO,,,,157,2,6,29,,,,,,22.67,29,6,35,6,8,75,,6,4,84,37.80
Royce Freeman,2560733,RB,HOU,,,,170,,12,81,,,,,,31.99,35,12,47,12,13,92,4,7,1,85,36.20
Travis Homer,2562665,RB,SEA,,,,88,,9,90,1,,,,,21.21,25,9,34,9,10,90,1,3,2,86,33.40
C.J. Ham,2556803,RB,MIN,,,,18,,8,97,1,,,,,25.47,5,8,13,8,13,62,3,5,2,87,32.50
Darwin Thompson,2562832,RB,TB,,,,97,1,7,65,1,,,,2,24.61,27,7,34,7,11,64,2,5,1,88,32.10
Rodney Smith,2563680,RB,FA,,,,156,1,9,59,,,,,1,,,,,,,,,,,89,31.00
Ameer Abdullah,2552374,RB,CAR,,,,42,,8,58,2,,,,,26.65,8,8,16,8,9,89,3,3,2,90,29.40
JaMycal Hasty,2565108,RB,SF,,,,148,1,7,33,,,,,1,19.13,39,7,46,7,8,88,,5,3,91,29.00
Justice Hill,2562407,RB,BAL,,,,60,,5,20,,,,,,20.62,12,5,17,5,5,100,2,4,3,92,28.30
Jordan Howard,2555418,RB,PHI,,,,60,4,1,-3,,,,,1,23.07,35,1,36,1,1,100,,11,9,93,28.20
Corey Clement,2559150,RB,DAL,,,,75,1,5,25,,,,,,18.78,21,5,26,5,6,83,,5,3,94,27.80
Alec Ingold,2562288,RB,LV,,,,4,,12,110,1,,,,,20.44,3,12,15,12,17,71,3,3,3,95,26.10
Gabe Nabers,2565066,RB,LAC,,,,7,,5,25,2,,,,,22.11,2,5,7,5,7,71,3,2,2,96,25.40
Mike Boone,2561099,RB,DEN,,,,59,1,2,10,,,,,,17.59,11,2,13,2,2,100,,6,5,97,25.00
Nick Bellore,2495262,RB,SEA,,,,5,,1,9,,,,,,21.21,1,1,2,1,1,100,,,,98,23.20
Ryan Nall,2560817,RB,CHI,,,,,,8,67,1,,,,,27.91,3,8,11,8,9,89,2,2,1,99,22.60
Ke'Shawn Vaughn,2565258,RB,TB,,,,109,,5,34,1,,,,1,24.61,26,5,31,5,10,50,2,4,2,100,21.80
Keith Smith,2550400,RB,ATL,,,,7,,11,59,,,,,,27.03,4,11,15,11,15,73,1,2,,101,21.30
Antonio Williams,2565393,RB,BUF,,,,63,2,1,20,,,,,,21.91,12,1,13,1,1,100,,3,2,102,20.80
LeSean McCoy,79607,RB,FA,,,,31,,15,101,,,,,,,,,,,,,,,,103,20.70
Alex Collins,2555430,RB,SEA,,,,77,2,1,4,,,,,,21.21,18,1,19,1,2,50,,7,2,104,20.60
Anthony McFarland,2564994,RB,PIT,,,,113,,6,54,,,,,,20.90,33,6,39,6,9,67,,1,1,105,19.70
D'Ernest Johnson,2563327,RB,CLE,,,,166,,3,14,,,,,1,30.86,33,3,36,3,4,75,1,1,,106,19.30
Malcolm Perry,2564484,RB,FA,,,,5,,9,92,1,,,,1,,,,,,,,,,,107,19.20
Trayveon Williams,2562600,RB,CIN,,,,157,,5,30,,,,,1,24.64,26,5,31,5,5,100,,1,,108,19.20
Patrick Laird,2563296,RB,MIA,,,,72,,10,68,,,,,1,23.29,13,10,23,10,12,83,1,2,,109,18.70
Reggie Bonnafon,2561184,RB,CAR,,,,69,,2,18,1,,,,,26.65,12,2,14,2,2,100,1,2,1,110,17.40
Darrynton Evans,2564043,RB,TEN,,,,54,,2,27,1,,,,,21.16,14,2,16,2,4,50,1,6,4,111,16.80
D'Onta Foreman,2557994,RB,TEN,,,,95,,1,5,1,,,,,21.16,22,1,23,1,1,100,1,2,1,112,16.50
Derek Watt,2555220,RB,PIT,,,,,,,,,,,,,20.90,,,,,,,,,,113,16.40
Jonathan Ward,2564949,RB,ARI,,,,,,1,11,1,,,,,,,,,,,,,,,114,15.90
Trenton Cannon,2561137,RB,SF,,,,33,,3,16,,,,,,19.13,10,3,13,3,3,100,,,,115,15.70
Jaylen Samuels,2560862,RB,HOU,,,,28,,9,46,,,,,,31.99,9,9,18,9,14,64,,3,,116,15.30
T.J. Yeldon,2552471,RB,FA,,,,70,,1,22,1,,,,1,,,,,,,,,,,117,14.70
Patrick Ricard,2558990,RB,BAL,,,,-1,,9,45,1,,,,1,20.62,1,9,10,9,12,75,4,5,2,118,14.60
DeAndre Washington,2555464,RB,FA,,,,91,,5,30,,,,,,,,,,,,,,,,119,14.60
Tarik Cohen,2558250,RB,CHI,,,,74,,6,41,,,,,,27.91,14,6,20,6,9,67,2,5,1,120,14.50
Ty Montgomery,2552429,RB,NO,,,,101,,3,27,,,,,,22.67,19,3,22,3,6,50,1,2,,121,14.30
Buddy Howell,2561344,RB,LA,,,,64,,1,3,,,,,,18.54,16,1,17,1,2,50,,1,,122,13.60
Saquon Barkley,2560968,RB,NYG,,,,34,,6,60,,,,,,24.56,19,6,25,6,9,67,2,4,2,123,12.40
Tevin Coleman,2552453,RB,NYJ,,,,53,,4,34,,,,,,18.69,28,4,32,4,5,80,2,5,2,124,12.40
Elijhaa Penny,2556762,RB,NYG,,,,15,,2,20,,,,,,24.56,6,2,8,2,3,67,1,1,,125,11.90
Artavis Pierce,2565417,RB,CHI,,,,34,1,,,,,,,,27.91,6,,6,,,,,1,1,126,11.90
J.J. Taylor,2564640,RB,NE,,,,110,,1,4,,,,,,21.58,23,1,24,1,2,50,1,4,1,127,11.90
Jakob Johnson,2562890,RB,NE,,,,,,8,35,1,,,,1,21.58,,8,8,8,9,89,2,2,1,128,11.50
Devine Ozigbo,2562409,RB,JAX,,,,1,,9,42,,,,,,21.11,1,9,10,9,9,100,1,1,,129,11.30
C.J. Prosise,2555417,RB,FA,,,,19,,5,18,1,,,,1,,,,,,,,,,,130,10.20
Khari Blasingame,2562869,RB,TEN,,,,,,4,39,,,,,,21.16,,4,4,4,5,80,,,,131,10.10
Jason Cabinda,2560986,RB,DET,,,,,,2,8,,,,,,31.27,1,2,3,2,3,67,,,,132,10.10
Theo Riddick,2540020,RB,FA,,,,14,,5,43,,,,,,,,,,,,,,,,133,9.90
Anthony Sherman,2495340,RB,FA,,,,8,,1,5,1,,,,,,,,,,,,,,,134,9.50
Taiwan Jones,2495467,RB,BUF,,,,,,,,,,,,,21.91,,,,,2,,,,,135,9.30
Michael Burton,2552636,RB,KC,,,,18,,4,28,,,,,,,,,,,,,,,,136,8.30
Andy Janovich,2555432,RB,CLE,,,,4,,2,13,,,,,,30.86,2,2,4,2,5,40,,1,1,137,7.70
Dontrell Hilliard,2561461,RB,TEN,,,,48,,1,2,,,,,,21.16,9,1,10,1,1,100,,2,,138,7.20
Marlon Mack,2558123,RB,IND,,,,26,,3,30,,,,,,25.59,4,3,7,3,3,100,,,,139,7.10
Nathan Cottrell,2564175,RB,JAX,,,,,,,,,,,,,21.11,,,,,,,,,,140,6.70
Rico Dowdle,2565295,RB,DAL,,,,24,,,,,,,,,18.78,7,,7,,,,,1,,141,6.50
Levante Bellamy,2563878,RB,DEN,,,,11,,1,5,,,,,,17.59,4,1,5,1,1,100,,,,142,5.50
Alex Armah,2558833,RB,NO,,,,9,,5,18,,,,,,22.67,6,5,11,5,9,56,3,4,2,143,5.20
Senorise Perry,2550633,RB,FA,,,,9,,,,,,,,,,,,,,,,,,,144,5.10
Dwayne Washington,2556118,RB,NO,,,,15,,,,,,,,,22.67,8,,8,,,,,,,145,4.90
D.J. Foster,2556528,RB,FA,,,,2,,1,7,,,,,,,,,,,,,,,,146,4.70
Xavier Jones,2564364,RB,LA,,,,,,,,,,,,,18.54,,,,,,,,,,147,4.20
Cullen Gillaspia,2562906,RB,NYG,,,,,,1,6,,,,,,24.56,,1,1,1,1,100,,,,148,3.50
Austin Walter,2563138,RB,NYJ,,,,3,,1,27,,,,,,18.69,1,1,2,1,1,100,,,,149,3.50
Rashaad Penny,2560835,RB,SEA,,,,34,,,,,,,,,21.21,11,,11,,,,,2,1,150,3.40
Jonathan Williams,2555227,RB,NYG,,,,5,,4,21,,,,,1,24.56,1,4,5,4,4,100,,,,151,2.60
Jason Huntley,2563938,RB,PHI,,,,19,,1,,,,,,,23.07,5,1,6,1,2,50,,,,152,2.40
Scottie Phillips,2564085,RB,HOU,,,,9,,1,7,,,,,,31.99,2,1,3,1,1,100,1,1,,153,2.10
Lamar Miller,2533034,RB,FA,,,,,,2,6,,,,,,,,,,,,,,,,154,1.60
Tony Jones,2564679,RB,NO,,,,13,,,,,,,,,22.67,3,,3,,,,,,,155,1.30
Dexter Williams,2562784,RB,CLE,,,,8,,,,,,,,,30.86,2,,2,,,,,,,156,0.80
Tony Brooks-James,2563300,RB,FA,,,,4,,,,,,,,,,,,,,,,,,,157,0.40
Qadree Ollison,2562797,RB,ATL,,,,3,,,,,,,,,27.03,1,,1,,,,,,,158,0.30
Darius Anderson,2563824,RB,FA,,,,,,,,,,,,,,,,,,,,,,,159,0.00
Ryquell Armstead,2562622,RB,GB,,,,,,,,,,,,,20.82,,,,,,,,,,160,0.00
Jake Bargas,2564508,RB,MIN,,,,,,,,,,,,,25.47,,,,,,,,,,161,0.00
Nick Bawden,2560972,RB,NYJ,,,,,,,,,,,,,18.69,,,,,,,,,,162,0.00
Eno Benjamin,2564889,RB,ARI,,,,,,,,,,,,,,,,,,,,,,,163,0.00
Brandon Bolden,2532797,RB,NE,,,,,,,,,,,,,21.58,,,,,,,,,,164,0.00
Darius Bradwell,2565015,RB,LAC,,,,,,,,,,,,,22.11,,,,,,,,,,165,0.00
Gary Brightwell,2566364,RB,NYG,,,,,,,,,,,,,24.56,,,,,,,,,,166,0.00
Spencer Brown,2565558,RB,CAR,,,,,,,,,,,,,26.65,,,,,,,,,,167,0.00
Raymond Calais,2565207,RB,LA,,,,,,,,,,,,,18.54,,,,,,,,,,168,0.00
Patrick Carr,2565138,RB,FA,,,,,,,,,,,,,,,,,,,,,,,169,0.00
Michael Carter,2566382,RB,NYJ,,,,,,,,,,,,,18.69,,,,,,,,,,170,0.00
Jordan Chunn,2561308,RB,FA,,,,,,,,,,,,,,,,,,,,,,,171,0.00
Darius Clark,2565561,RB,FA,,,,,,,,,,,,,,,,,,,,,,,172,0.00
Damarea Crockett,2563223,RB,DEN,,,,,,,,,,,,,17.59,,,,,,,,,,173,0.00
Mikey Daniel,2563476,RB,FA,,,,,,,,,,,,,,,,,,,,,,,174,0.00
Matt Dayes,2557987,RB,FA,,,,,,,,,,,,,,,,,,,,,,,175,0.00
Gerrid Doaks,2566277,RB,MIA,,,,,,,,,,,,,23.29,,,,,,,,,,176,0.00
Trey Edmunds,2559325,RB,PIT,,,,,,,,,,,,,20.90,,,,,,,,,,177,0.00
Travis Etienne,2566157,RB,JAX,,,,,,,,,,,,,21.11,,,,,,,,,,178,0.00
Chris Evans,2565944,RB,CIN,,,,,,,,,,,,,24.64,,,,,,,,,,179,0.00
Tavien Feaster,2564187,RB,FA,,,,,,,,,,,,,,,,,,,,,,,180,0.00
Demetric Felton,2565968,RB,CLE,,,,,,,,,,,,,30.86,,,,,,,,,,181,0.00
Devonta Freeman,2543583,RB,BAL,,,,,,,,,,,,,20.62,,,,,,,,,,182,0.00
Jake Funk,2566208,RB,LA,,,,,,,,,,,,,18.54,,,,,,,,,,183,0.00
Tyler Gaffney,2543655,RB,FA,,,,,,,,,,,,,,,,,,,,,,,184,0.00
Kenneth Gainwell,2566397,RB,PHI,,,,,,,,,,,,,23.07,,,,,,,,,,185,0.00
Derrick Gore,2563347,RB,KC,,,,,,,,,,,,,,,,,,,,,,,186,0.00
Garrett Groshek,2565645,RB,MIN,,,,,,,,,,,,,25.47,,,,,,,,,,187,0.00
Pete Guerrerio,2565539,RB,FA,,,,,,,,,,,,,,,,,,,,,,,188,0.00
Najee Harris,2566448,RB,PIT,,,,,,,,,,,,,20.90,,,,,,,,,,189,0.00
Javian Hawkins,2566689,RB,LA,,,,,,,,,,,,,18.54,,,,,,,,,,190,0.00
Khalil Herbert,2565926,RB,CHI,,,,,,,,,,,,,27.91,,,,,,,,,,191,0.00
Kylin Hill,2566076,RB,GB,,,,,,,,,,,,,20.82,,,,,,,,,,192,0.00
Josh Hokit,2565111,RB,SF,,,,,,,,,,,,,19.13,,,,,,,,,,193,0.00
Elijah Holyfield,2562664,RB,CIN,,,,,,,,,,,,,24.64,,,,,,,,,,194,0.00
Chuba Hubbard,2565899,RB,CAR,,,,,,,,,,,,,26.65,,,,,,,,,,195,0.00
Caleb Huntley,2566692,RB,ATL,,,,,,,,,,,,,27.03,,,,,,,,,,196,0.00
Godwin Igwebuike,2560749,RB,DET,,,,,,,,,,,,,31.27,,,,,,,,,,197,0.00
Deon Jackson,2565603,RB,IND,,,,,,,,,,,,,25.59,,,,,,,,,,198,0.00
Jermar Jefferson,2566058,RB,DET,,,,,,,,,,,,,31.27,,,,,,,,,,199,0.00
John Kelly,2560777,RB,FA,,,,,,,,,,,,,,,,,,,,,,,200,0.00
Benny LeMay,2563794,RB,FA,,,,,,,,,,,,,,,,,,,,,,,201,0.00
Ben Mason,2565845,RB,FA,,,,,,,,,,,,,,,,,,,,,,,202,0.00
Nate McCrary,2566617,RB,BAL,,,,,,,,,,,,,20.62,,,,,,,,,,203,0.00
Elijah McGuire,2557934,RB,KC,,,,,,,,,,,,,,,,,,,,,,,204,0.00
Dedrick Mills,2566905,RB,FA,,,,,,,,,,,,,,,,,,,,,,,205,0.00
Eli Mitchell,2566538,RB,SF,,,,,,,,,,,,,19.13,,,,,,,,,,206,0.00
Taquan Mizzell,2558975,RB,FA,,,,,,,,,,,,,,,,,,,,,,,207,0.00
Khalfani Muhammad,2558861,RB,FA,,,,,,,,,,,,,,,,,,,,,,,208,0.00
Kene Nwangwu,2566313,RB,MIN,,,,,,,,,,,,,25.47,,,,,,,,,,209,0.00
Sewo Olonilua,2563857,RB,DAL,,,,,,,,,,,,,18.78,,,,,,,,,,210,0.00
Jacques Patrick,2563737,RB,FA,,,,,,,,,,,,,,,,,,,,,,,211,0.00
Jaret Patterson,2567160,RB,WAS,,,,,,,,,,,,,22.98,,,,,,,,,,212,0.00
Sandro Platzgummer,2565523,RB,NYG,,,,,,,,,,,,,24.56,,,,,,,,,,213,0.00
Trey Ragas,2565654,RB,LV,,,,,,,,,,,,,20.44,,,,,,,,,,214,0.00
Craig Reynolds,2562834,RB,DET,,,,,,,,,,,,,31.27,,,,,,,,,,215,0.00
Larry Rountree III,2566505,RB,LAC,,,,,,,,,,,,,22.11,,,,,,,,,,216,0.00
Mekhi Sargent,2566962,RB,LA,,,,,,,,,,,,,18.54,,,,,,,,,,217,0.00
Jordan Scarlett,2562725,RB,FA,,,,,,,,,,,,,,,,,,,,,,,218,0.00
Stevie Scott III,2565705,RB,FA,,,,,,,,,,,,,,,,,,,,,,,219,0.00
Trey Sermon,2566544,RB,SF,,,,,,,,,,,,,19.13,,,,,,,,,,220,0.00
Johnny Stanton,2561489,RB,CLE,,,,,,,,,,,,,30.86,,,,,,,,,,221,0.00
Rhamondre Stevenson,2566343,RB,NE,,,,,,,,,,,,,21.58,,,,,,,,,,222,0.00
Mason Stokke,2565579,RB,FA,,,,,,,,,,,,,,,,,,,,,,,223,0.00
Patrick Taylor,2564040,RB,GB,,,,,,,,,,,,,20.82,,,,,,,,,,224,0.00
Chris Thompson,2540011,RB,FA,,,,,,,,,,,,,,,,,,,,,,,225,0.00
Danny Vitale,2555218,RB,FA,,,,,,,,,,,,,,,,,,,,,,,226,0.00
Christian Wade,2562896,RB,BUF,,,,,,,,,,,,,21.91,,,,,,,,,,227,0.00
Mike Weber,2562775,RB,FA,,,,,,,,,,,,,,,,,,,,,,,228,0.00
Damien Williams,2550512,RB,CHI,,,,,,,,,,,,,27.91,,,,,,,,,,229,0.00
Javonte Williams,2566049,RB,DEN,,,,,,,,,,,,,17.59,,,,,,,,,,230,0.00
Pooka Williams Jr.,2566788,RB,CIN,,,,,,,,,,,,,24.64,,,,,,,,,,231,0.00
Ty'Son Williams,2565542,RB,BAL,,,,,,,,,,,,,20.62,,,,,,,,,,232,0.00
Adrian Killins Jr.,2564841,RB,DEN,,,,-12,,1,2,,,,,,17.59,1,1,2,1,1,100,,,,233,-0.50
