PlayerName,PlayerId,Pos,Team,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Jason Pierre-Paul,496843,DL,TB,34,21,9.5,7,2,4,2,,,,,,,6,14,15,6,1,149.80
J.J. Watt,2495488,DL,ARI,36,16,5,14,1,2,1,1,,,,,,7,16,19,,2,146.63
DeForest Buckner,2555275,DL,IND,37,21,9.5,10,,2,1,,,,1,,,3,26,,,3,146.20
Aaron Donald,2543485,DL,LA,27,18,13.5,14,,4,1,,,,,,,1,27,,,4,139.30
Brian Burns,2562242,DL,CAR,35,23,9,8,,3,,,,,,,,4,21,,,5,138.90
Montez Sweat,2562749,DL,WAS,28,17,9,12,1,2,,1,,,,,,6,20,15,,6,137.20
Myles Garrett,2557965,DL,CLE,33,15,12,10,,4,2,,,,,,,2,18,,,7,137.10
Leonard Williams,2552486,DL,NYG,29,28,11.5,14,,,1,,,,,,,1,30,,,8,134.20
Romeo Okwara,2556641,DL,DET,32,12,10,11,,3,1,,,,1,,2,1,18,,,9,133.50
Chase Young,2565294,DL,WAS,32,12,7.5,10,,4,3,,1,,,,,4,12,,57,10,132.90
Demarcus Lawrence,2543490,DL,DAL,34,24,6.5,11,,4,1,,,,,,,2,10,,,11,131.50
Stephon Tuitt,2543483,DL,PIT,33,12,11,10,,2,,,,,,,,3,25,,,12,129.70
Quinnen Williams,2562599,DL,NYJ,32,23,7,10,,2,,,,,,,,3,14,,,13,123.30
Cameron Jordan,2495184,DL,NO,34,17,7.5,11,,1,,,,,,,,3,16,,,14,121.90
Sheldon Richardson,2540142,DL,MIN,35,29,4.5,5,,1,,,,,,,2,3,10,,,15,121.20
Brandon Graham,496788,DL,PHI,35,11,8,13,,2,1,,,,,,,,16,,,16,119.80
Emmanuel Ogbah,2555278,DL,MIA,25,17,9,6,,3,1,,,,,,,5,21,,,17,117.60
Daron Payne,2560834,DL,WAS,27,27,3,7,1,3,1,,,,,,,4,8,,,18,113.00
Joey Bosa,2555249,DL,LAC,29,10,7.5,15,,,1,,,,,,,1,27,,,19,111.80
Cameron Heyward,2508109,DL,PIT,30,24,4,7,1,,,,,,,,,3,18,,,20,108.70
Kerry Hyder,2550433,DL,SEA,30,19,8.5,10,,,1,,,,,,,,18,,14,21,108.67
Sam Hubbard,2560745,DL,CIN,33,29,2,5,,1,,,,,,,,3,11,,,22,107.30
Chase Winovich,2562607,DL,NE,33,15,5.5,6,1,1,,,,,,,,2,12,,,23,106.10
Aldon Smith,2495487,DL,FA,31,17,5,5,,,2,,1,,,,,2,14,,78,24,104.40
Chris Jones,2556369,DL,KC,23,13,7.5,3,,2,,,,,1,,,4,28,,,25,104.00
Jonathan Allen,2557844,DL,WAS,36,27,2,3,,,1,,,,1,,,,14,,,26,103.30
Trey Hendrickson,2557943,DL,CIN,22,3,13.5,12,,1,,,,,,,,1,25,,,27,103.30
Ndamukong Suh,496861,DL,TB,27,17,6,9,,1,,,,,,,,2,19,,,28,103.00
Maxx Crosby,2562439,DL,LV,20,19,7,14,,,1,,,,,,2,1,13,,,29,100.20
Josh Sweat,2560889,DL,PHI,24,14,6,9,,3,,,,,,,,2,11,,,30,98.50
Akiem Hicks,2533433,DL,CHI,30,19,3.5,7,,,1,,,,,,,1,21,,4,31,97.83
David Onyemata,2556274,DL,NO,20,24,6.5,10,1,,,,,,,,,2,16,3,,32,97.80
Jeffery Simmons,2562733,DL,TEN,24,25,3,3,,1,3,,,,,,,5,13,,,33,96.80
Grady Jarrett,2552327,DL,ATL,27,25,4,8,,,1,,,,,,,,19,,3,34,96.50
Dexter Lawrence,2562301,DL,NYG,30,23,4,6,,,,,,,,,,2,10,,,35,96.40
Dalvin Tomlinson,2557846,DL,MIN,25,24,3.5,8,,,,,,,,,,4,10,,,36,95.70
Arik Armstead,2552493,DL,SF,29,20,3.5,6,,,,,,,,,,3,13,,,37,95.30
Fletcher Cox,2533051,DL,PHI,28,13,6.5,9,,1,,,,,,,,1,9,,,38,95.00
Zach Sieler,2561129,DL,MIA,30,18,3.5,11,,,,,,,,,,,11,,,39,94.40
Lawrence Guy,2495481,DL,NE,37,20,2,4,,,1,,,,,,,,7,,,40,93.40
Grover Stewart,2558766,DL,IND,40,13,0.5,6,,,,,,,,,,1,5,,,41,93.40
John Simon,2539280,DL,FA,34,19,2,4,,,,,,,,,,3,4,,,42,92.50
Sebastian Joseph-Day,2561079,DL,LA,35,20,1,1,,1,,,,,,,,3,4,,,43,92.00
William Gholston,2540176,DL,TB,24,20,3,8,,,1,,,,,,,2,20,,1,44,90.83
Christian Wilkins,2562782,DL,MIA,28,19,1.5,4,1,,1,,,,,,,5,3,8,,45,90.57
Dre'Mont Jones,2562412,DL,DEN,26,15,6.5,7,,,,,,,,,,2,11,,,46,90.20
Yannick Ngakoue,2555421,DL,LV,23,,8,7,,4,,,,,,,,1,10,,,47,87.10
Jerry Hughes,496796,DL,BUF,19,10,4.5,4,1,2,2,,1,,,,,3,11,-3,21,48,85.40
Jarran Reed,2555238,DL,KC,21,17,7,6,,1,,,,,,,,1,14,,,49,85.30
Carl Lawson,2557901,DL,NYJ,18,18,5.5,4,,2,,,,,,,,,32,,,50,85.00
DaQuan Jones,2543504,DL,CAR,29,20,2,4,,1,,,,,,,1,,6,,,51,84.80
Linval Joseph,496802,DL,LAC,33,29,,3,,,,,,,,,,,2,,,52,84.80
Bilal Nichols,2560821,DL,CHI,16,24,5,7,1,,,,,,,,,3,13,7,,53,84.63
Justin Houston,2495493,DL,BAL,19,6,8,8,,1,2,,,,2,,,,12,,,54,84.60
Carlos Dunlap,496780,DL,SEA,20,11,5.5,8,,,,,,,,,,4,16,,,55,83.80
Michael Brockers,2533050,DL,DET,21,30,5,5,,,,,,,,,,,10,,,56,82.20
Everson Griffen,496790,DL,MIN,18,15,6,7,,,,,,,,,,4,14,,,57,82.10
Deatrich Wise,2558000,DL,NE,27,22,2.5,2,,,1,,1,,,,,,11,,,58,82.00
Frank Clark,2552629,DL,KC,21,8,6,8,,,1,,,,,,,2,15,,14,59,80.07
Benson Mayowa,2542009,DL,SEA,19,5,6,7,,2,1,,,,,,,3,9,,13,60,79.23
Poona Ford,2561195,DL,SEA,25,15,2,8,,1,,,,,,,,,9,,,61,78.50
Morgan Fox,2556529,DL,CAR,21,6,6,8,,1,1,,,,,,,2,9,,,62,78.50
Foley Fatukasi,2560722,DL,NYJ,22,20,2,6,,1,1,,,,,,,2,5,,2,63,78.47
Derrick Brown,2563629,DL,CAR,21,13,2,8,,,,,,,,,,4,12,,,64,78.10
Denico Autry,2550646,DL,TEN,20,13,7.5,9,,,,,,,,,,,10,,,65,77.90
Mario Addison,2530474,DL,BUF,21,9,5,7,,,,,,,,,,4,8,,,66,77.40
