PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
Harold Fannin Jr.,2574043,TE,CLE,TEN,,,,,,8,114,1,,,,,28.00,,8,8,8,11,73,1,,1,1,21.40
Mike Gesicki,2560994,TE,CIN,@BUF,,,,,,6,86,1,,,,,21.20,,6,6,6,6,100,1,,,2,17.60
Josh Oliver,2562693,TE,MIN,WAS,,,,,,2,24,2,,,,,25.00,,2,2,2,2,100,2,,1,3,15.40
Dallas Goedert,2560995,TE,PHI,@LAC,,,,,,8,78,,,,,,19.90,,8,8,8,10,80,,,,4,14.80
Dawson Knox,2562681,TE,BUF,CIN,,,,,,6,93,,,,1,,33.80,,6,6,6,7,86,,,,5,14.30
Kyle Pitts,2565830,TE,ATL,SEA,,,,,,6,90,,,,,,15.00,,6,6,6,10,60,,,,6,13.50
Brock Bowers,2572219,TE,LV,DEN,,,,,,4,46,1,,,,,15.30,,4,4,4,5,80,3,1,2,7,12.60
Dalton Kincaid,2569594,TE,BUF,CIN,,,,,,4,41,1,,,,,33.80,,4,4,4,5,80,1,,1,8,12.10
Colston Loveland,2574014,TE,CHI,@GB,,,,,,4,29,1,,,,,16.80,,4,4,4,5,80,1,,1,9,10.90
Colby Parkinson,2565180,TE,LAR,@ARI,,,,,,3,32,1,,,,,13.80,,3,3,3,5,60,3,,3,10,10.70
Isaiah Likely,2567283,TE,BAL,PIT,,,,,,4,25,1,,,,,14.30,,4,4,4,6,67,3,,1,11,10.50
Jake Ferguson,2567496,TE,DAL,@DET,,,,,,5,58,,,,1,1,13.70,,5,5,5,7,71,,,,12,9.30
Trey McBride,2568117,TE,ARI,LAR,,,,,,5,58,,,,,,10.00,,5,5,5,9,56,,,,13,8.30
T.J. Hockenson,2562378,TE,MIN,WAS,,,,,,2,12,1,,,,,25.00,,2,2,2,3,67,1,,1,14,8.20
Mason Taylor,2574451,TE,NYJ,MIA,,,,,,5,51,,,,,,12.00,,5,5,5,8,63,,,,15,7.60
Jackson Hawes,2573962,TE,BUF,CIN,,,,,,1,3,1,,,,,33.80,,1,1,1,1,100,1,,1,16,6.80
David Njoku,2557986,TE,CLE,TEN,,,,,,1,1,1,,,,,28.00,,1,1,1,1,100,1,,1,17,6.60
